Entity Name	Type	Tag
Polygamy	Pompholyx	FALSE
Ponent	"or West, term applied by Polo to Kipchak, the Mongol Khanate of"	FALSE
Ponent	"the Volga, see Kipchak"	FALSE
Pong (Mediaeval Shan State)		FALSE
Poods	Russian	FALSE
P’o-yang Lake		FALSE
Popinjays		FALSE
Population	"vast, of Cathay"	FALSE
Porcelain manufacture		FALSE
Porcelain manufacture	fragments found at Kayál	FALSE
Porcelain manufacture	Chinese	FALSE
Porcelain manufacture	"DASH shells, see Cowries"	FALSE
Porcupines		FALSE
Pork	"mention of, omitted"	FALSE
Pork	"Postín, sheep-skin coat"	FALSE
Posts	post-houses and runners	FALSE
Posts	in Siberia	FALSE
Po-sz’ (Persia)		FALSE
Potala at L’hasa		FALSE
Pottinger		FALSE
P’u-chau fu		FALSE
Poultry	"kind of, in Coilum"	FALSE
Poultry	in Abyssinia (guinea-fowl?)	FALSE
Pound	sterling	FALSE
Pound	"Pourpre, or Purpura"	FALSE
Pozdneiev	Professor	FALSE
Precious stones or gems		FALSE
Precious stones or gems	how discovered by pirates	FALSE
Prester John (Unc Can	his real fate	Person
Prester John (Unc Can	his lineage in Tenduc	Person
Prester John (Unc Can	Aung or Ung Khan)	FALSE
Prester John (Unc Can	Tartar tribute to	FALSE
Prester John (Unc Can	account of	FALSE
Prester John (Unc Can	marriage relations with Chinghiz	FALSE
Prester John (Unc Can	insults Chinghiz’ envoys	FALSE
Prester John (Unc Can	“these be no soldiers”	FALSE
Prester John (Unc Can	marches to meet Chinghiz	FALSE
Prester John (Unc Can	real site of battle with Chinghiz	FALSE
Prester John (Unc Can	slain in battle	FALSE
Prester John (Unc Can	and the Golden King	FALSE
Prices of horses	see Horses	FALSE
Printing	imaginary connection of Polo’s name with introduction of	FALSE
Private names supposed		FALSE
Prjevalsky	Colonel N.M	FALSE
Probation of Jogis		FALSE
Probation of Jogis	parallel	FALSE
Prophecy regarding Bayan		FALSE
Prophecy regarding Bayan	"Proques, the word"	FALSE
Prostitutes; at Cambaluc		FALSE
Prostitutes; at Cambaluc	Kinsay	FALSE
Provinces	thirty-four of Kúblái’s Empire	FALSE
Pseudo–Callisthenes		FALSE
Ptolemies’ trained African elephants		FALSE
Ptolemy		FALSE
Ptolemy	Sarmatic Gates	FALSE
Pu-ch’eng		FALSE
Puer and Esmok		FALSE
Pukan Mien–Wang		FALSE
Pulad Chingsang		FALSE
Pulisanghin	River and Bridge	Location
Pulo Bras		FALSE
Pulo Condore (Sondur and Condur)		FALSE
Pulo Gommes (Gauenispola)		FALSE
Pulo Nankai	or Nási	FALSE
Pulo Wé	"Wai, or Wey"	FALSE
Punnei-Káyal		FALSE
Puránas	the	FALSE
Puránas	"Purpura, see Pourpre"	FALSE
Putchok		FALSE
Putu-ho	“Grape R.”	FALSE
Pygmies	factitious (?)	FALSE
Pygmies		FALSE
Qal’ah Asgher	hot springs at	FALSE
Qara Ars-lán Beg	king of Kermán	Person
Quails in India		FALSE
Queen of Mutfili		FALSE
Quicksilver and sulphur potion		FALSE
Quicksilver and sulphur potion	DASH as regarded by alchemists	FALSE
Quills of the Ruc	see Ruc	FALSE
Quilon	"Kaulam, etc., see Coilum"	FALSE
Qumadin (Camadi		FALSE
Qumadin (Camadi		FALSE
Ráin		FALSE
Ráná Paramitá‘s Woman Country		FALSE
Rabbanta	a Nestorian monk	FALSE
Rabelais		FALSE
Radloff	Dr. W.	FALSE
Radloff	map	FALSE
Rainald	"of Dassel, Archbishop"	FALSE
Rain-makers	see Conjurers	FALSE
Rainy season		FALSE
Rajkot leather-work		FALSE
Rakka	Rákshasas	FALSE
Rama Kamheng	king	FALSE
Rameshwaram		FALSE
Ramnad		FALSE
Rampart of Gog and Magog		FALSE
Ramusio	his biographical notices of Polo	Person
Ramusio	his edition of Polo	Person
Ramusio	"Giov. Battista, passim"	FALSE
Ranking	John	FALSE
Raonano–Rao		FALSE
Rapson	E.J	FALSE
Ras Haili		FALSE
Ras Haili	DASH Kumhari	FALSE
Rashíduddín	historian of the Mongols	Person
Rashíduddín	"alias Fazl-ulla Rashid, Persian statesman and"	FALSE
Rashíduddín	frequently quoted in the Notes	FALSE
Ravenala tree (Urania speciosa)		FALSE
Raw meat eaten		FALSE
Rawlinson	Sir H	FALSE
Reclus	on Caspian Sea fisheries	Person
Reclus	Asie russe	FALSE
Red gold and red Tangas		FALSE
Red gold and red Tangas	Re Dor	FALSE
Red Sea	described in some texts as a river	Location
Red Sea	trade from India to Egypt by	FALSE
Red Sea	possible origin of mistake	FALSE
Red sect of Lamas		FALSE
Refraction	abnormal	FALSE
Refraction	"Reg Ruwán, of Kabul"	FALSE
Refraction	DASH of Seistán	FALSE
Reindeer ridden		FALSE
Religion	indifference of Chinghizide Princes to	FALSE
Religion	occasional power of among Chinese	FALSE
Remission of taxation by Kúblái		FALSE
Rennell	Major James	FALSE
Reobarles (Rúdbár	etc.)	FALSE
Revenue of Kinsay		FALSE
Rhinoceros (Unicorn	in Sumatra	FALSE
Rhinoceros (Unicorn	habits	FALSE
Rhinoceros (Unicorn	four Asiatic species	FALSE
Rhinoceros (Unicorn	DASH Tichorinus	FALSE
Rhins	Dutreuil de	FALSE
Rhubarb	Rheum palmatum	FALSE
Riant	Comte	FALSE
Ricci	Matteo	FALSE
Rice		FALSE
Rice-wine		FALSE
Rice-wine	at Yachi	FALSE
Rice-wine	DASH trade on Grand Canal	FALSE
Richard II		FALSE
Richthofen	Baron F. von	FALSE
Richthofen	on Fungul	FALSE
Richthofen	on Tanpiju	FALSE
Right and Left	ministers of the	FALSE
Rio Marabia	Rishis (Eremites) of Kashmir	Person
Rio Marabia	“River of China”	Location
Rio Marabia		FALSE
Roads radiating from Cambaluc		FALSE
Robbers in Persia		FALSE
Robbers’ River		FALSE
Robes distributed by Kúblái		FALSE
Roborovsky	Lieutenant	FALSE
Rochefort	“faire la couvade”	FALSE
Rockets		FALSE
Rockhill (Rubruck and Diary of a Journey	Chinese leather-money	Person
Rockhill (Rubruck and Diary of a Journey	descent of Yellow River	Location
Rockhill (Rubruck and Diary of a Journey	Tablets (hu)	FALSE
Rockhill (Rubruck and Diary of a Journey		FALSE
Rockhill (Rubruck and Diary of a Journey	"on the titles Khan, Khatun, etc."	FALSE
Rockhill (Rubruck and Diary of a Journey	on horn horse-shoes	FALSE
Rockhill (Rubruck and Diary of a Journey	earliest mention of name Mongol in Oriental works	FALSE
Rockhill (Rubruck and Diary of a Journey	Mongol storm-dispellers	FALSE
Rockhill (Rubruck and Diary of a Journey	charge of cannibalism against Tibetans	FALSE
Rockhill (Rubruck and Diary of a Journey	on Bonbo Lamas	FALSE
Rockhill (Rubruck and Diary of a Journey	mechanical contrivances at E. Court	FALSE
Rockhill (Rubruck and Diary of a Journey	Mongol etiquette	FALSE
Rockhill (Rubruck and Diary of a Journey	Mongol post-stations	FALSE
Rockhill (Rubruck and Diary of a Journey	pocket-spittoons	FALSE
Rockhill (Rubruck and Diary of a Journey	from Peking to Si-ngan fu	FALSE
Rockhill (Rubruck and Diary of a Journey	road between T’ung-kwan and Si-ngan fu	FALSE
Rockhill (Rubruck and Diary of a Journey	two famous Uigur Nestorians	FALSE
Rockhill (Rubruck and Diary of a Journey	on the word Salar	FALSE
Rockhill (Rubruck and Diary of a Journey	on the Hui-hui sects	FALSE
Rockhill (Rubruck and Diary of a Journey	on the Alan	FALSE
Rockhill (Rubruck and Diary of a Journey	on branch of Volga Bulgars	FALSE
Rúdbár-i-Lass	Robbers’ River	Location
Rúdbár-i-Lass	"DASH (Reobarles), district and River"	Location
Rúdkhánah-i-Duzdi (Robbers’ River)		FALSE
Rúdkhánah-i-Shor (Salt River)		FALSE
Rúm		FALSE
Rofia palm (sagus ruffia	Roiaus dereusse (?)	FALSE
Rofia palm (sagus ruffia)		FALSE
Rome	the Sudarium at	FALSE
Rome	"Rondes, ingenious but futile explanation of"	FALSE
Rome	"Rook, in Chess"	FALSE
Rori–Bakkar	Sepoy name for Upper Sind	FALSE
Rosaries	Hindu	FALSE
Rostof and Susdal	"Andrew, Grand Duke of"	FALSE
Roth	"H. Ling, on couvade"	FALSE
Rouble		FALSE
Roxana	"daughter of Darius, wife of Alexander"	FALSE
Roze de l’Açur		FALSE
Rubies	Balas	FALSE
Rubies	of Ceylon	FALSE
Rubies	of Adam’s Peak	FALSE
Rubruquis	"or Rubruc, Friar William de"	FALSE
Ruby mines in Badakhshan		FALSE
Ruc (Rukh	its feathers and quills	Person
Ruc (Rukh	"or Gryphon, bird called, described"	FALSE
Ruc (Rukh	wide diffusion and various forms of fable	FALSE
Ruc (Rukh	eggs of the Aepyornis	FALSE
Ruc (Rukh	Fra Mauro’s story	FALSE
Ruc (Rukh	"genus of that bird, condor"	FALSE
Ruc (Rukh	discovery of bones of Harpagornis in New Zealand	FALSE
Ruc (Rukh	"Sindbad, Rabbi Benjamin, romance of Duke Ernest"	FALSE
Ruc (Rukh	Ibn Batuta’s sight of Ruc	FALSE
Ruc (Rukh	rook in chess	FALSE
Ruc (Rukh	various notices of	FALSE
Rudder	"single, noted by Polo as peculiar"	FALSE
Rudder	"double, used in Mediterranean"	FALSE
Rudra Deva	King of Telingana	Person
Rudrama Devi	Queen of Telingana	FALSE
Rukh	Shah	FALSE
Rukhnuddin	"DASH Khurshah, son of Alaodin, Prince of the Ismaelites"	Person
Rukhnuddin	"Mahmud, Prince of Hormuz"	FALSE
Rukhnuddin	DASH Masa’úd	FALSE
Runiz		FALSE
Ruomedam–Ahomet	King of Hormuz	Person
Rupen	"Bagratid, founder of Armenian State in Cilicia"	FALSE
Rupert	Prince	FALSE
Russia (Rosia	DASH leather	Person
Russia (Rosia	annexes Georgia	FALSE
Russia (Rosia	"great cold, Arab accounts of"	FALSE
Russia (Rosia	silver mines	FALSE
Russia (Rosia	subject to Tartars	FALSE
Russia (Rosia	conquered by Batu	FALSE
Russia (Rosia	clothes of	FALSE
Russians	trusty lieges of king	FALSE
Rusták		FALSE
Rusticiano of Pisa	extracts and character of his compilation	Person
Rusticiano of Pisa	his real name	Person
Rusticiano of Pisa	his other writings	Person
Rusticiano of Pisa		FALSE
Rusticiano of Pisa	introduces himself in prologue	FALSE
Rusticiano of Pisa	writes down Polo’s book	FALSE
Ruysch’s map		FALSE
Ruysch’s map		FALSE
Rüppell’s Table of Abyssinian kings		FALSE
Sínkalán	"Sín-ul-Sín, Mahá-chin, or Canton"	FALSE
Síráf (Kish	or Kais?)	FALSE
Sírján or Shirján		FALSE
Sístán		FALSE
Sálih	"Malik, son of Badruddin Lúlú"	Person
Sárdú Pass		FALSE
Sávah (Saba)		FALSE
Saadi		FALSE
Saba (Sava	"Savah), city of the Magi"	Location
Sabaste	see Sivas	FALSE
Sable	its costliness	FALSE
Sabreddin		FALSE
Sabzawur		FALSE
Sachiu (Sha-chau)		FALSE
Sacrifices of people of Tangut		FALSE
Sacrifices of people of Tangut	DASH human	FALSE
Sacrifices of people of Tangut	"Sadd-i-Iskandar, rampart of Alexander"	FALSE
Saffron	fruit-serving purposes of	FALSE
Sagacity of sledge-dogs		FALSE
Sagamon Borcan	see Sakyamuni Buddha	FALSE
Sagatu	general of Kúblái’s	FALSE
Saggio (16 oz.)		FALSE
Sago		FALSE
Saianfu	see Siang-yang-fu	FALSE
Saif Arad	king of Abyssinia	Person
Saifuddin Nazrat	ruler of Hormuz	Person
Saimur (Chaul)		FALSE
Sain Khan (or Batu)		FALSE
Saker falcons		FALSE
Sakta doctrines		FALSE
Sakya Muni (Sagamon Borcan) Buddha	his footmark on Adam’s Peak	Person
Sakya Muni (Sagamon Borcan) Buddha		FALSE
Sakya Muni (Sagamon Borcan) Buddha	death of	FALSE
Sakya Muni (Sagamon Borcan) Buddha	recumbent figures of	FALSE
Sakya Muni (Sagamon Borcan) Buddha	story of	FALSE
Sakya Muni (Sagamon Borcan) Buddha	"Alms dish, Holy Grail"	FALSE
Sakya Muni (Sagamon Borcan) Buddha	tooth relique	FALSE
Salamander	the	FALSE
Salar (Ho-chau)		FALSE
Salem	"dragoman, explores Rampart of Gog"	FALSE
Salghur	Atabegs of Fars	FALSE
Salsette Island		FALSE
Salt	"H., his version of Abyssinian chronology"	Person
Salt	junks employed therein	Person
Salt	DASH rock	FALSE
Salt	in Badakhshan	FALSE
Salt	used for currency	FALSE
Salt	extracted from deep wells	FALSE
Salt	in Carajan province	FALSE
Salt	manufactured in Eastern China	FALSE
Salt	"manufacture, revenue and traffic in"	FALSE
Salt	trade on the Kiang	FALSE
Salt	DASH stream	FALSE
Salwen River	or Lu–Kiang	FALSE
Samána		FALSE
Samagar		FALSE
Samara	"kingdom of, see Sumatra"	Location
Samarkand (Samarcan		FALSE
Samarkand (Samarcan	story of a miracle at	FALSE
Samarkand (Samarcan	colony near Peking from	FALSE
Sampson	"Theos., on grapes in China"	FALSE
Sampson	Sámsúnji Báshi	FALSE
Samudra	see Sumatra	FALSE
Samuel	his alleged tomb at Sávah	Person
San Giovanni Grisostomo	parish in Venice where the Ca’ Polo was	Person
San Giovanni Grisostomo		FALSE
San Giovanni Grisostomo	theatre	FALSE
San Lorenzo	"Venice, burial place of Marco and his father"	Person
Sandu	see Chandu	FALSE
Sanf	see Champa	FALSE
Sangín	Sangkan River	Location
Sang–Miau	tribe of Kwei-chau	FALSE
Sanglich	dialect of	FALSE
Sangon	the Title (Tsiang-kiun)	FALSE
Sanitary effects of Mountain air		FALSE
Sanjar	sovereigns of Persia	FALSE
Sankin Hoto	Dalai	FALSE
Sanuto of Torcelli	his World Map	Person
Sanuto of Torcelli	Marino	FALSE
Sanuto of Torcelli	on long range	FALSE
Sappan wood	see Brazil	FALSE
Sapta–Shaila		FALSE
Sapurgan (Sabúrkán	"Shabúrkán, Shibrgán)"	FALSE
Sapurgan (Sabúrkán	"Saputa, Sçue, peculiar use of"	FALSE
Saracanco (Saraichik	on the Yaik	FALSE
Saracens	see Mahomedans	FALSE
Sarai (Sara	capital of Kipchak	FALSE
Sarai (Sara	city and its remains	FALSE
Sarai (Sara	perhaps occupied successive sites	FALSE
Sarai (Sara	DASH Sea of (Caspian)	FALSE
Sarai (Sara	"Sáras, crane (Grus antigone)"	FALSE
Saratov		FALSE
Sarbizan Pass		FALSE
Sardines		FALSE
Sarghalan River		FALSE
Sarha	Port of Sumatra	FALSE
Sarhadd River		FALSE
Sar-i-kol	Lakes	FALSE
Sarsáti		FALSE
Sartak	the Great Khan’s ambassador to Húlakú	FALSE
Sassanian dynasty		FALSE
Sati	see Suttee	FALSE
Satin	probable origin of word	FALSE
Satin	"Saum, Sommo"	FALSE
Satin	silver ingots used in Kipchak	FALSE
Satin	apparently the original rouble	FALSE
Satin	Sauromatae	FALSE
Savast (Siwas)		FALSE
Scanderoon	Gulf of	FALSE
Scasem		FALSE
Scherani	bandits	FALSE
Schiltberger	Hans	FALSE
Schindler	General Houtum-	FALSE
Schlegel	Dr. G	FALSE
Schmidt	Professor I.J	FALSE
Schönborn	Carl	FALSE
Schuyler	Eugene	FALSE
Scidmore	"Miss E., on the Tide"	FALSE
Scotra	see Socotra	FALSE
Sea of Chin		FALSE
Sea of Chin	DASH England	FALSE
Sea of Chin	"DASH Ghel, or Ghelan"	FALSE
Sea of Chin	DASH India	FALSE
Sea of Chin	DASH Rochelle	FALSE
Sea of Chin	DASH Sarain	FALSE
Seal	Imperial	FALSE
Sebaste	see Sivas	FALSE
Sebourc	"Bauduin de, see Bauduin de Sebourc"	FALSE
Sees of Latin Church		FALSE
Sees of Latin Church	DASH Nestorian Church	FALSE
Sefavíehs	the	FALSE
Seilan	see Ceylon	FALSE
Self-decapitation		FALSE
Selitrennoyé Gorodok (Saltpetre Town)		FALSE
Seljukian dynasty		FALSE
Seljukian dynasty	DASH Turks	FALSE
Seljukian dynasty	"Selles, chevaux à deux, the phrase"	FALSE
Semal tree		FALSE
Semedo		FALSE
Semenat	see Somnath	FALSE
Sempad	"Prince, High Constable of Armenia"	FALSE
Sendal	a silk texture	FALSE
Sendal	"Sendaus, generally Taffetas"	FALSE
Sendemain	king of Seilan	Person
Sender Bandi Davar	see Sundara Pandi	FALSE
Seneca	Epistles	FALSE
Senecherim	king of Armenia	Person
Seni	Verzino	FALSE
Seni	Senshing	FALSE
Sensin	"ascetics, devotees living on bran"	FALSE
Sentemur		FALSE
Sepulchre of Adam	see Adam’s Sepulchre	FALSE
Sepulchre of Adam	DASH of our Lord	FALSE
Sepulchre of Adam	oil from	FALSE
Serano	Juan de	FALSE
Serazi (Shíráz	kingdom of Persia	Location
Serendib		FALSE
Serendib	"Seres, Sinae"	FALSE
Serendib	their tree wool	FALSE
Serendib	ancient character of the	FALSE
Serpents	"great, i.e. alligators"	FALSE
Sertorius		FALSE
Sesamé		FALSE
Sesamé	"Sesnes, mediaeval form of cygnet, cigne"	FALSE
Sesamé	"Seta Ghella, seta Leggi (Ghellé), silk"	FALSE
Seth’s mission to Paradise		FALSE
Sevan Lake		FALSE
Seven Arts	the	FALSE
Severtsoff	shoots the Ovis Poli	FALSE
Severtsoff	on the name Bolor	FALSE
Seyyed Barghash	Sultan of Zanzibar	FALSE
Shíráz (Cerazi)		FALSE
Sháliát		FALSE
Shabankara	or Shawankára (Soncara)	FALSE
Shabar	son of Kaidu	Person
Sha-chau (Sachin	“Sand-district”	FALSE
Shadow	augury from length of	FALSE
Shah Abbas	his Court	Person
Shah Abbas		FALSE
Shah Abbas	DASH Jahan	FALSE
Shah Werdy	last of the Kurshid dynasty	FALSE
Shahr Mandi	or Pandi	FALSE
Shahr-i-Babek	turquoise mine at	FALSE
Shahr-i-Nao (Siam)		FALSE
Shaibani Khan		FALSE
Shaibani Khan	Shaikh-ul-Jibal	FALSE
Shaikhs (Esheks	in Madagascar	FALSE
Shakespeare	on relation of gold to silver	FALSE
Shamanism. (See also Devil–Dancing.)		FALSE
Shampath	ancestor of Georgian kings	FALSE
Shamsuddin Shamatrani		FALSE
Shamuthera	see Sumatra	FALSE
Shan (Laotian	or Thai)	FALSE
Shan (Laotian	DASH race and country	FALSE
Shan (Laotian	DASH dynasty in Yun-nan	FALSE
Shan (Laotian	DASH ponies	FALSE
Shan (Laotian	"DASH state of Pong, see Pong"	FALSE
Shanars of Tinnevelly		FALSE
Shanars of Tinnevelly	their devil-worship	FALSE
Shang-hai		FALSE
Shangking–Fungking		FALSE
Shangtu	Shangdu (Chandu)	FALSE
Shangtu	Kúblái’s City and Summer Palace	FALSE
Shangtu	Dr. Bushell’s description of	FALSE
Shangtu	Kúblái’s annual visit to	FALSE
Shangtu Keibung		FALSE
Shan-hai-kwan		FALSE
Shankárah	Shabankára (Soncara)	FALSE
Shan-si		FALSE
Shan-tung		FALSE
Shan-tung	silk in	FALSE
Shan-tung	pears from	FALSE
Shao-hing-fu		FALSE
Shao-ling	pariah caste of	FALSE
Sharakhs		FALSE
Shara-ul-buks (Forest of box on the Black Sea)		FALSE
Sharks and shark charmers		FALSE
Shauls	"or Shúls, the"	FALSE
Shaw	R.B	FALSE
Shawánkára (Soncara)		FALSE
Shawls of Kerman		FALSE
Sheep	fat-tailed in Kerman	FALSE
Sheep	DASH four-horned at Shehr	FALSE
Sheep	DASH large Indian	FALSE
Sheep	DASH none in Manzi	FALSE
Sheep	DASH of Pamir (Ovis Poli)	FALSE
Sheep	"DASH wild, of Badakhshan (Kachkar, Ovis Vignei)"	FALSE
Sheep	DASH with trucks behind	FALSE
Sheep	DASH Zanghibar	FALSE
Sheep’s head given to horses		FALSE
Shehr	"or Shihr, see Esher"	Person
Shehrizor (Kerkuk)		FALSE
Shenrabs		FALSE
Shen-si		FALSE
Shentseu tribe		FALSE
Sheuping		FALSE
Shewá	cool plateau of	FALSE
Shibrgán (Sapurgan)		FALSE
Shieng	"Sheng, or Sing, the Supreme Board of Administration"	FALSE
Shieng	"Shien-sien, Shin-sien"	FALSE
Shighnan (Syghinan	ruby mines	FALSE
Shighnan (Syghinan	"Shijarat Malayu, or Malay Chronicle"	FALSE
Shikárgáh	"applied to animal pattern textures, Benares brocades"	FALSE
Shing-king	or Mukden	FALSE
Ships	of the Great Khan	FALSE
Ships	of India at Fuju	FALSE
Ships	of Manzi described	FALSE
Ships	"mediaeval, accounts of"	FALSE
Ships	in Japan	FALSE
Ships	in Java Seas	FALSE
Ships	at Eli	FALSE
Shireghi		FALSE
Shirha		FALSE
Shirwan		FALSE
Shi-tsung	Emperor	FALSE
Shoa		FALSE
Shob’aengs of Nicobar		FALSE
Shodja ed-din Kurshid	Kurd	FALSE
Shúlistán (Suolstan)		FALSE
Shúls of Shauls	people of Persia	FALSE
Shor–Rud (Salt River)		FALSE
Shot of Military Engines		FALSE
Shpilevsky		FALSE
Shut up nations	legend of the	FALSE
Shwéli River		FALSE
Si Hia	language of Tangut	FALSE
Siam	king of	Person
Siam		FALSE
Siang-yang-fu (Saianfu		FALSE
Siang-yang-fu (Saianfu	Kúblái’s siege of	FALSE
Siang-yang-fu (Saianfu	Polo’s aid in taking	FALSE
Siang-yang-fu (Saianfu	difficulties in Polo’s account	FALSE
Siang-yang-fu (Saianfu	"not removed by Pauthier, notice by Wassáf, Chinese account"	FALSE
Siang-yang-fu (Saianfu	Rashiduddin’s	FALSE
Siang-yang-fu (Saianfu	treasure buried	FALSE
Siberia		FALSE
Sibree	on rofia palm	FALSE
Sick men put to death and eaten by their friends		FALSE
Sick men put to death and eaten by their friends	"Siclatoun, kind of texture"	FALSE
Siddhárta		FALSE
Sidi Ali		FALSE
Sien	"Sien–Lo, Sien–Lo-Kok (Siam, Locac)"	FALSE
Sifan		FALSE
Sigatay	see Chagatai	FALSE
Sighelm	envoy from King Alfred to India	FALSE
Si-hu	Lake of Kinsay or Hang-chau	FALSE
Sijistán		FALSE
Siju (Suthsian)		FALSE
Sikintinju (Kien-chow)		FALSE
Silesia	Mongol invasion of	FALSE
Silk	called Ghellé (of Gilan)	FALSE
Silk	manufacture at Yezd	FALSE
Silk	at Taianfu	FALSE
Silk	in Shan-si and Shen-si	FALSE
Silk	in Kenjanfu	FALSE
Silk	Cuncun	FALSE
Silk	Sindafu	FALSE
Silk	Kwei-chau	FALSE
Silk	Tasinfu	FALSE
Silk	Piju	FALSE
Silk	Pao-ying-Hien	FALSE
Silk	Nanghin	FALSE
Silk	Chinhiang-fu	FALSE
Silk	Chinginju	FALSE
Silk	Suju	FALSE
Silk	Vughin	FALSE
Silk	Kinsay	FALSE
Silk	Ghiuju	FALSE
Silk	DASH cotton tree	FALSE
Silk	DASH duty on	FALSE
Silk	DASH and gold stuffs	FALSE
Silk	"DASH stuffs and goods, Turcomania"	FALSE
Silk	Georgia	FALSE
Silk	Baghdad	FALSE
Silk	Yezd	FALSE
Silk	Kerman	FALSE
Silk	Tenduc province	FALSE
Silk	Cambaluc	FALSE
Silk	Juju	FALSE
Silk	Sindafu	FALSE
Silk	Cacanfu	FALSE
Silk	Chinangli	FALSE
Silk	Suju	FALSE
Silk	Vughin	FALSE
Silk	Kinsay	FALSE
Silk	in animal patterns	FALSE
Silk	with Cheetas	FALSE
Silk	of Kelinfu	FALSE
Silk	with giraffes	FALSE
Silk	tent ropes	FALSE
Silk	bed furniture	FALSE
Silk	DASH trade at Cambaluc	FALSE
Silk	at Kinsay	FALSE
Silk	DASH worms	FALSE
Silver chairs		FALSE
Silver chairs	DASH imported into Malabar	FALSE
Silver chairs	Cambay	FALSE
Silver chairs	DASH Island	FALSE
Silver chairs	DASH mines at Baiburt	FALSE
Silver chairs	Gumish–Khánah	FALSE
Silver chairs	in Badakhshan	FALSE
Silver chairs	in N. Shansi	FALSE
Silver chairs	Yun-nan	FALSE
Silver chairs	Russian	FALSE
Silver chairs	DASH plate in Chinese taverns	FALSE
Simúm	effects of	FALSE
Simon	Metropolitan of Fars	FALSE
Simon	DASH Magus	FALSE
Simurgh		FALSE
Sinbad	his story of the diamonds	Person
Sinbad		FALSE
Sinbad	of the Rukh	FALSE
Sind (Sindhu–Sauvira)		FALSE
Sindábúr (Goa)		FALSE
Sindachu (Siuen-hwa fu)		FALSE
Sindafu (Chengtu-fu)		FALSE
Sindhu–Sauvira (Sindh-Ságor)		FALSE
Si-ngan fu (Kenjanfu		FALSE
Si-ngan fu (Kenjanfu	Christian inscription at	FALSE
Singapore	Singhapura	FALSE
Singkel		FALSE
Singphos		FALSE
Sings		FALSE
Singtur	Mongol Prince	FALSE
Singuyli (Cranganor)		FALSE
Sinhopala (Accambale	king of Chamba	Person
Sinju (Si-ning fu	DASH (Ichin-hien)	FALSE
Sinju (Si-ning fu)		FALSE
Sinju-matu		FALSE
Sinope		FALSE
Sir-i-Chashma		FALSE
Sirikol	Lake and River	Location
Sis		FALSE
Sitting in air		FALSE
Siu chau		FALSE
Siuen-hwa-fu	see Sindachu	FALSE
Siva		FALSE
Sivas	"Siwas, Sebaste, Sevasd (Savast)"	FALSE
Siwastán		FALSE
Siwi	gigantic cotton in	FALSE
Sixtus V	Pope	FALSE
Sixtus V	"Siya-gosh, or lynx"	FALSE
Siyurgutmish		FALSE
Sladen	Major	FALSE
Slaves in Bengal		FALSE
Sledges	dog-	FALSE
Sleeping-mats	leather	Person
Sluices of Grand Canal		FALSE
Smith	"G., Bishop of Hongkong"	FALSE
Smith (R.E.	Major R.M	FALSE
Sneezing	omen from	FALSE
Socotra (Scotra	history of	Person
Socotra (Scotra	island of	FALSE
Socotra (Scotra	Christian Archbishop	FALSE
Socotra (Scotra	aloes of	FALSE
Súddhodhana		FALSE
Soer (Suhar)		FALSE
Sofala	trade to China from	FALSE
Sogoman Borcan	see Sakya Muni	FALSE
Sol	"Arbre, see Arbre"	FALSE
Soldaia	"Soldachia, Sodaya (the Oriental Sudák)"	FALSE
Soldan	a Melic	FALSE
Soldurii	trusty lieges of Celtic kings	FALSE
Soli	"Solli (Chola, or Tanjore), kingdom of"	Location
Solomon	"house of, in Abyssinia"	FALSE
Soltania	Archbishop of (See Sultaniah.)	FALSE
Somnath (Semenat		FALSE
Somnath (Semenat	gates of	FALSE
Sonagar-pattanam		FALSE
Soncara (Shawankára)		FALSE
Sondur and Condur (Pulo Condore Group)		FALSE
Sorcerers	sorceries of Pashai (Udyana)	FALSE
Sorcerers	Kashmir	FALSE
Sorcerers	Lamas and Tibetans	FALSE
Sorcerers	DASH Dagroian	FALSE
Sorcerers	Socotra (See also Conjurers.)	FALSE
Sornau (Shahr-i-Nau	Siam	FALSE
Sotiates	tribe of Aquitania	FALSE
Soucat		FALSE
Southey	St. Romuald	FALSE
Spaan	Ispahan	FALSE
Spice	Spicery	FALSE
Spice wood		FALSE
Spices in China	duty on	FALSE
Spikenard		FALSE
Spinello Aretini	fresco by	FALSE
Spirit drawings and spiritual flowers		FALSE
Spirits haunting deserts		FALSE
Spiritualism in China		FALSE
Spittoons	pocket	FALSE
Spodium (Spodos)		FALSE
Sport and game		FALSE
Sport and game	in Shan-si	FALSE
Sport and game	Cachanfu	FALSE
Sport and game	Cuncun	FALSE
Sport and game	Acbalec Manzi	FALSE
Sport and game	Tibet	FALSE
Sport and game	Caindu	FALSE
Sport and game	Zardandan	FALSE
Sport and game	Mien	FALSE
Sport and game	Linju	FALSE
Sport and game	Cagu	FALSE
Sport and game	Nanghin	FALSE
Sport and game	Saianfu	FALSE
Sport and game	Ching-hiang-fu	FALSE
Sport and game	Chinginju	FALSE
Sport and game	Changan	FALSE
Sport and game	Kinsay	FALSE
Sport and game	Fuju	FALSE
Sport and game	Lambri	FALSE
Sport and game	Maabar	FALSE
Sport and game	Comari	FALSE
Sport and game	Eli	FALSE
Sposk	district	FALSE
Sposk	Spezerie	FALSE
Springolds		FALSE
Springs	hot	FALSE
Sprinkling of drink	a Tartar rite	FALSE
Squares at Kinsay		FALSE
Sri–Thammarat		FALSE
Sri–Vaikuntham		FALSE
Sse River		FALSE
