	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
527	1	PART 1	38	Of the Province of Succiur	528	The people are Christians, and idolaters, and under the great khan.		Khan			
528	1	PART 1	38	Of the Province of Succiur	529	All the three provinces last described belong to the general one named Tangut.			Tangut	described,named	described,named
529	1	PART 1	38	Of the Province of Succiur	530	Through all its mountains, rhubarb is found in great abundance, and the merchants purchase and carry it over the whole world.				found,carry	found,carry
530	1	PART 1	38	Of the Province of Succiur	531	They cannot, however, take this road through the mountains with any animals but those accustomed to the country, because a poisonous plant grows there, which, when eaten, causes the hoofs to drop off ; 				take,accustomed,eaten,drop	take,accustomed,eaten,drop
531	1	PART 1	38	Of the Province of Succiur	532	but the native cattle, having learned its dangerous quality, carefully avoid it.				having,learned,avoid	having,learned,avoid
532	1	PART 1	38	Of the Province of Succiur	533	They live by the fruits of the earth, but attend little to merchandise.				attend	attend
533	1	PART 1	38	Of the Province of Succiur	534	Now I must tell you of another city.				tell	tell
534	1	PART 1	39	Of the Province of Canpicion	535	Canpicion is a great and noble town, chief and capital of the whole province of Tangut.	Canpicion,Tangut		Canpicion,Tangut		
535	1	PART 1	39	Of the Province of Canpicion	536	The people are idolaters, and there are some who adore Mohammed, and also Christians who have three large and beautiful churches.		Mohammed			
536	1	PART 1	39	Of the Province of Canpicion	537	The first have monasteries and abbeys according to their custom, with a very great number of idols, some of which, I assure you, are ten paces high, severally formed of wood, of earth, and of stone, all beautifully covered with gold and ivory.				according,formed,covered	according,formed,covered
537	1	PART 1	39	Of the Province of Canpicion	538	Their priests live more respectably than others, and guard themselves against luxury, though they do not hold it for a very great sin.				hold	hold
538	1	PART 1	39	Of the Province of Canpicion	539	They observe the lunar months like ours, and in one of them do not kill any beast or bird.				kill	kill
539	1	PART 1	39	Of the Province of Canpicion	540	For five days they eat no food that has had life, and live more strictly than usual.				had,live	had,live
540	1	PART 1	39	Of the Province of Canpicion	541	They take sometimes thirty wives, or as many as they have wealth to maintain, and give them a dowry in beasts, slaves, and money ; 				maintain,give	maintain,give
541	1	PART 1	39	Of the Province of Canpicion	542	but the first wife ranks always as the principal.					
542	1	PART 1	39	Of the Province of Canpicion	543	If any of them do not please him, she may be divorced.				please,be,divorced	please,be,divorced
543	1	PART 1	39	Of the Province of Canpicion	544	They marry their cousins and even the wives of their father, and do not regard as sins many things which we account great ones ; 				regard	regard
544	1	PART 1	39	Of the Province of Canpicion	545	for they live like beasts : therefore let us leave them and go to the north.				let,leave,go	let,leave,go
545	1	PART 1	39	Of the Province of Canpicion	546	But I must tell you that Messeri Nicolo, Maffio, and Marco, remained in that city a year, on particular business which I need not enter into.		Messeri Nicolo, Maffio,Marco		tell,remained,enter	tell,remained,enter
546	1	PART 1	39	Of the Province of Canpicion	547	We shall now go sixty days northwards.				go	go
547	1	PART 1	40	Of the Province of Ezina	548	After riding twelve days, you come to a city named Ezina,which is at the northern extremity of the desert of sand, and still in Tangut.	Ezina,Tangut		Ezina,Tangut	riding,named	riding,named
548	1	PART 1	40	Of the Province of Ezina	549	The people, who are idolaters, breed camels and other beasts, and have falcons of different species and of good quality.					
549	1	PART 1	40	Of the Province of Ezina	550	They live by the fruits of the earth and cattle, and are also employed in merchandise.				employed	employed
550	1	PART 1	40	Of the Province of Ezina	551	In this city, a man lays in provisions for forty days, during which time, travelling from Ezina northwards, there is neither habitation nor inns.			Ezina	travelling	travelling
551	1	PART 1	40	Of the Province of Ezina	552	But the people, except during summer, remain in the valleys; 					
552	1	PART 1	40	Of the Province of Ezina	553	and in the mountains they find a number of wild beasts, especially asses: there are also pine-forests.					
553	1	PART 1	40	Of the Province of Ezina	554	At the end of these forty days they reach a northern province, and you shall hear what it is.				hear	hear
554	1	PART 1	41	Of the City of Karakorum	555	Karakorum is a city three miles in circuit,which was the first that the Tartars took when they issued from their country, and I am to tell you of their actions and manners, how they gained command, and spread themselves over the world.			Karakorum	was,took,issued,tell,gained,spread	was,took,issued,tell,gained,spread
555	1	PART 1	41	Of the City of Karakorum	556	You must know that they dwelt in the north, about Ciorcia, in which region are great plains, and no abode in cities or castles, but good pasturage, large rivers, and abundance of water.			Ciorcia	know	know
556	1	PART 1	41	Of the City of Karakorum	557	They had no lords, yet paid tribute to the great sire, named in their language Unchan, whom we call Prester John, and who is spoken of over all the world.		Unchan,Prester John		had,paid,named,spoken	had,paid,named,spoken
557	1	PART 1	41	Of the City of Karakorum	558	They paid to him one beast out of every ten; 				paid	paid
558	1	PART 1	41	Of the City of Karakorum	559	but they multiplied so greatly, that he became afraid of them, and resolved to separate them into different countries; 				multiplied,became,resolved,separate	multiplied,became,resolved,separate
559	1	PART 1	41	Of the City of Karakorum	560	for which purpose he sent his barons among them.				sent	sent
560	1	PART 1	41	Of the City of Karakorum	561	The Tartars on hearing this were much grieved, and, holding a council, determined to flee through desert countries to the north, where he could not reach nor injure them.				hearing,were,grieved,holding,determined,flee,reach,injure	hearing,were,grieved,holding,determined,flee,reach,injure
561	1	PART 1	41	Of the City of Karakorum	562	They then ceased to obey or pay tribute to him,and remained thus for a long time.				ceased,obey,pay,remained	ceased,obey,pay,remained
562	1	PART 1	42	On Gengis, the first Khan of the Tartare	563	Now it happened that, about 1187, the Tartars appointed a king, who was named in their language Gengis Khan.	Karakorum	Gengis Khan		happened,appointed,was,named	happened,appointed,was,named
563	1	PART 1	42	On Gengis, the first Khan of the Tartare	564	He was a man of great worth, sense, and prowess; 				was	was
564	1	PART 1	42	On Gengis, the first Khan of the Tartare	565	and let me tell you, when he was elected, all the Tartars in the world that were scattered through those strange countries came and owned him as their lord.				let,tell,was,elected,were,scattered,came,owned	let,tell,was,elected,were,scattered,came,owned
565	1	PART 1	42	On Gengis, the first Khan of the Tartare	566	He maintained his power with great vigour, and the multitudes who ranged under his standard were almost innumerable.				maintained,ranged,were	maintained,ranged,were
566	1	PART 1	42	On Gengis, the first Khan of the Tartare	567	When he saw so numerous an army, he went conquering other countries, and made himself master of eight provinces ; 				saw,went,conquering,made	saw,went,conquering,made
567	1	PART 1	42	On Gengis, the first Khan of the Tartare	568	yet he neither injured nor robbed the people of any thing, but placing them under leaders in whom he could confide, led them on to other triumphs.				injured,robbed,placing,confide,led	injured,robbed,placing,confide,led
568	1	PART 1	42	On Gengis, the first Khan of the Tartare	569	Thus he overthrew, as you have heard, a multitude of nations ;				overthrew,heard	overthrew,heard
569	1	PART 1	42	On Gengis, the first Khan of the Tartare	570	 and seeing his good command and mildness, they cheerfully followed him, upon which he formed the design of subduing a great part of the world.				seeing,followed,formed,subduing	seeing,followed,formed,subduing
570	1	PART 1	42	On Gengis, the first Khan of the Tartare	571	In the year 1200, he sent a message to Prester John, asking his daughter to wife.		Prester John		sent,asking	sent,asking
571	1	PART 1	42	On Gengis, the first Khan of the Tartare	572	Hereupon that monarch was very indignant, and said,-What impudence is this in Gengis Khan?		Gengis Khan		was	was
572	1	PART 1	42	On Gengis, the first Khan of the Tartare	573	Knows he not that he is my man and my vassal?					
573	1	PART 1	42	On Gengis, the first Khan of the Tartare	574	Return, and tell him that I would burn my daughter sooner than give her to him, and that he deserves to be put to death as a traitor and disloyal to his lord.				tell,burn,give,be,put	tell,burn,give,be,put
574	1	PART 1	42	On Gengis, the first Khan of the Tartare	575	He then desired the messengers to depart forth with, and never return.				desired,depart	desired,depart
575	1	PART 1	42	On Gengis, the first Khan of the Tartare	576	They presently went away, and coming to their master, told him in order all that the other had said.				went,coming,told,had,said	went,coming,told,had,said
576	1	PART 1	43	His Battle with Prester John, and Victory over him	577	When Gengis Khan heard this boastful speech, his heart swelled, so that it almost burst within him ; 	Karakorum	Gengis Khan		heard,swelled	heard,swelled
577	1	PART 1	43	His Battle with Prester John, and Victory over him	578	for you must know he was a man of very great pride.				know,was	know,was
578	1	PART 1	43	His Battle with Prester John, and Victory over him	579	He then said to his minister, and to all about him, that he would not continue to hold the sovereignty, unless Prester John were made to pay more dearly for this villany than ever man did, and he must soon be made to see whether he was his vassal.		Prester John		said,continue,hold,were,made,pay,did,be,made,see,was	said,continue,hold,were,made,pay,did,be,made,see,was
579	1	PART 1	43	His Battle with Prester John, and Victory over him	580	Then he summoned round him the greatest army that ever was seen or heard of, and sent notice to Unchan that he must defend himself, as he was coming against him.		Unchan		summoned,was,seen,heard,sent,defend,was,coming	summoned,was,seen,heard,sent,defend,was,coming
580	1	PART 1	43	His Battle with Prester John, and Victory over him	581	When that prince knew certainly the approach of Gengis with so great a force, he made light of it, saying, they were not men-at-arms ; 		Gengis		knew,made,saying,were	knew,made,saying,were
581	1	PART 1	43	His Battle with Prester John, and Victory over him	582	yet resolved that should he approach, he would do all in his power to take and put him to death.				resolved,approach,do,take,put	resolved,approach,do,take,put
582	1	PART 1	43	His Battle with Prester John, and Victory over him	583	He then ordered all his people to be prepared and summoned from many and strange parts,and a greater host and of more formidable aspect was never seen.				ordered,be,prepared,summoned,was,seen	ordered,be,prepared,summoned,was,seen
583	1	PART 1	43	His Battle with Prester John, and Victory over him	584	And why make a long story?				make	make
584	1	PART 1	43	His Battle with Prester John, and Victory over him	585	The khan, with all his people, came to a great and beautiful plain, named Tenduc, in Prester John's country, where he pitched his camp, and rejoiced greatly to hear that his enemy was coming, because it was an excellent situation for giving battle.		Khan,Prester John	Tenduc	came,named,pitched,rejoiced,hear,was,coming,was,giving	came,named,pitched,rejoiced,hear,was,coming,was,giving
585	1	PART 1	43	His Battle with Prester John, and Victory over him	586	He sent for his astrologers, who were Christian and Saracen, and required to know which would conquer in that battle, he or his antagonist.				sent,were,required,know,conquer	sent,were,required,know,conquer
586	1	PART 1	43	His Battle with Prester John, and Victory over him	587	The latter could tell nothing of the truth ; 				tell	tell
587	1	PART 1	43	His Battle with Prester John, and Victory over him	588	but the former showed it openly; 				showed	showed
588	1	PART 1	43	His Battle with Prester John, and Victory over him	589	for they brought before him a cane, cut in the middle, and placed the two parts on different sides, and wrote the name of Gengis on one, and of Unchan on the other, telling him, that when they had made their enchantment, he whose cane should come above that of the other would conquer in battle.		Gengis,Unchan		brought,placed,wrote,telling,had,made,come,conquer	brought,placed,wrote,telling,had,made,come,conquer
589	1	PART 1	43	His Battle with Prester John, and Victory over him	590	He desired that this should be shown to him as soon as possible.				desired,be,shown	desired,be,shown
590	1	PART 1	43	His Battle with Prester John, and Victory over him	591	Then they took up the Psaltery, read certain portions, and performed their enchantment, when presently the cane on which was the name of Gengis, without any one touching it, joined the other, and mounted above it, and this was witnessed by all present.		Gengis		took,read,performed,was,touching,joined,mounted,was,witnessed	took,read,performed,was,touching,joined,mounted,was,witnessed
591	1	PART 1	43	His Battle with Prester John, and Victory over him	592	When he saw this, he was greatly rejoiced, and seeing that the Christians were men of truth, held them always in great honour.				saw,was,rejoiced,seeing,were,held	saw,was,rejoiced,seeing,were,held
592	1	PART 1	43	His Battle with Prester John, and Victory over him	593	Two days after, the armies engaged, and it was the greatest battle that ever was fought.				engaged,was,was,fought	engaged,was,was,fought
593	1	PART 1	43	His Battle with Prester John, and Victory over him	594	The slaughter was terrible on both sides; 				was	was
594	1	PART 1	43	His Battle with Prester John, and Victory over him	595	but at length Gengis conquered, his enemy was slain in the engagement, and he himself became master of all his land.		Gengis		conquered,was,slain,became	conquered,was,slain,became
595	1	PART 1	43	His Battle with Prester John, and Victory over him	596	From that day he went on conquering many castles and provinces, and reigned six years ; 				went,conquering,reigned	went,conquering,reigned
596	1	PART 1	43	His Battle with Prester John, and Victory over him	597	but, at the end of that time, he besieged a fort, named Cangui, where he was wounded in the knee by an arrow, and died.			Cangui	besieged,named,was,wounded,died	besieged,named,was,wounded,died
597	1	PART 1	43	His Battle with Prester John, and Victory over him	598	This was a great misfortune, for he was a brave and wise man.				was,was,brave	was,was,brave
598	1	PART 1	44	On the Khans who reigned after the Death of Gengis	599	After the death of Gengis, the next khan was Cui, the third Bacui, the fourth Alton, the fifth Mangou, the sixth Kublai,who is greater and more powerful than all the rest; 	Karakorum	Gengis,Cui,Bacui,Alton,Mangou,Kublai		was	was
599	1	PART 1	44	On the Khans who reigned after the Death of Gengis	600	for the other five together had not so much power as this Kublai ; 		Kublai		had	had
600	1	PART 1	44	On the Khans who reigned after the Death of Gengis	601	nay, let me tell you, that all the emperors in the world, and all the Christian and Saracen kings, do not equal him, as is shown fully in our book.				let,tell,shown	let,tell,shown
601	1	PART 1	44	On the Khans who reigned after the Death of Gengis	602	Now you must know that the great lords of the lineage of Gengis Khan are buried in a lofty mountain called Altai, and whenever the chief lords of the Tartars die, if it should be a hundred days' journey distant, they must be conveyed thither to be interred.		Gengis Khan	Altai	know,buried,called,die,be,be,conveyed,be,interred	know,buried,called,die,be,be,conveyed,be,interred
602	1	PART 1	44	On the Khans who reigned after the Death of Gengis	603	I will tell you another striking wonder ; 				tell	tell
603	1	PART 1	44	On the Khans who reigned after the Death of Gengis	604	that when the bodies of the khans are carried to these mountains, the conductors put to the sword all the men whom they meet on the road, saying, Go and serve the great lord in the other world ;				carried,saying,Go,serve	carried,saying,Go,serve
604	1	PART 1	44	On the Khans who reigned after the Death of Gengis	605	and they do the same to the horses, killing also for that purpose the best he has, You must know that when Mangou died, more than 20,000 men were slain, who had been met on the road when his body was removed to be buried.		Mangou		killing,know,died,were,slain,had,been,met,was,removed,be,buried	killing,know,died,were,slain,had,been,met,was,removed,be,buried
605	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	606	Now since I have begun speaking of the Tartars, I will tell you many things about them.	Karakorum			begun,tell	begun,tell
606	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	607	They abide during winter in plains and warm situations, where there is abundant herbage for their cattle; 					
607	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	608	and in summer they retire to cool places on mountains and high valleys, where water abounds.				cool	cool
608	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	609	They have wooden houses covered with felt, of a round shape, which they convey with them wherever they go; 				covered,felt	covered,felt
609	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	610	for they have them so well bound with twigs as to be easily carried.				bound,be,carried	bound,be,carried
610	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	611	Whenever they take down and set up a house, the gate is always placed to the south.				set,placed	set,placed
611	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	612	They have waggons so well covered with black felt, that if it should rain the whole day, no water would reach any thing within ; 				covered,felt,rain,reach	covered,felt,rain,reach
612	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	613	and they are drawn by oxen and camels.				drawn	drawn
613	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	614	On the top they place their wives and children ; 					
614	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	615	and I must tell you that the ladies buy, sell, and perform all the work necessary for their husbands, who do nothing but hunt, hawk, and go to war.				tell,perform,go	tell,perform,go
615	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	616	They live on flesh, milk, and the produce of hunting, and likewise on rats of Pharaoh, which are found here in great numbers.				found	found
616	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	617	They eat also the flesh of camels, dogs, and indeed of every kind of animal, and drink mare's milk.					
617	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	618	They shun the seduction of married females, as a most vile and shameful thing; 					
618	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	619	and the wives are very faithful, performing extremely well the business of the household.				performing	performing
619	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	620	Every man may take as many as he pleases, even to a hundred, if he can maintain them ; 				take,maintain	take,maintain
620	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	621	yet they hold the first as the principal and most respectable.					
621	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	622	They scruple not to marry their cousins, and if the father dies, the eldest son may take all his wives, except his own mother ; 				marry,take	marry,take
622	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	623	he marries also the widow of his deceased brother.					
623	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	624	They celebrate their marriages by great festivals.					
624	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	625	The Tartars, who believe in a deity of a sublime and heavenly nature, burn incense in censers to him, and pray that he may preserve them in health of mind and body.				pray,preserve	pray,preserve
625	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	626	They have also one called Nacygai, whom they call their earthly god, who guards their children, cattle, and corn. 		Nacygai		called	called
626	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	627	They fashion him of felt and cloth, keep him in their house, and pay him great honour and reverence.				felt,keep,pay	felt,keep,pay
627	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	628	They make for him also a wife and children of cloth, placing the first on his left hand, and the latter in front.				placing	placing
628	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	629	Before eating, they take the fat meat and anoint his mouth with it; then lay bread before the door of his chamber.				anoint,lay	anoint,lay
629	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	630	Having done this, they say that their god and his family have had their share, and sit down to their own meals.				Having,done,had,sit	Having,done,had,sit
630	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	631	 I told you that they drink mare's milk, but it is in such a manner that it seems white wine, being of an agreeable taste, and called chemius.				told,being,called	told,being,called
631	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	632	The wealthy wear rich robes of gold and silk, with varied furs of the ermine, sable, and fox.					
632	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	633	Their harness is beautiful and of great value; 					
633	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	634	their arms are bows, swords, and clubs ; 					
634	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	635	but the first is more used than the others, because they are excellent archers.					
635	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	636	On their back they wear armour of buffalo and other very strong hides.					
636	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	637	I will tell you the manner in which they maintain justice.				tell	tell
637	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	638	If a man has stolen an article of little value, they give him seven lashes, or seventeen, or twentyseven, going on thus always to three hundred and seven, and many die under them.				stolen,going	stolen,going
638	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	639	If he steals a horse or any thing else for which he deserves to die, he is cut through the middle with a sword; 				die,cut	die,cut
639	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	640	yet if he can pay nine times the value of what he has stolen, he is allowed to live.				pay,stolen,allowed,live	pay,stolen,allowed,live
640	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	641	Every lord or other man, who owns oxen or any cattle, makes them be marked with his seal, and then allows them to feed on the plains or among the mountains ; 				be,marked,feed	be,marked,feed
641	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	642	and whoever finds one straying brings it to him whose mark is upon it.				straying	straying
642	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	643	The sheep and lambs, however, are guarded by a shepherd.				guarded	guarded
643	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	644	Their cattle are all remarkably large, fat, and beautiful.					
644	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	645	They have another wonderful custom which I had forgot; 				had,forgot	had,forgot
645	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	646	for when two men have one a son, the other a daughter, dead at the age of four, they marry them together, and represent the union by cards, which they set on fire, and when they see the flame and smoke ascending, they make great shouts and run backward and forward, saying that the dead are going to their children in the other world, and are to be husband and wife there.				ascending,run,saying,going,be	ascending,run,saying,going,be
646	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	647	They do more, for they paint on cards the similitudes of men, horses, cloths, bezants, and harness, then burn them, and say that all these things will be possessed by their children in the other world.				be,possessed	be,possessed
647	1	PART 1	46	On their Wars, and the Order of their Armies	648	The Tartars are good men-at-arms in battle, capable of much endurance; 	Karakorum				
648	1	PART 1	46	On their Wars, and the Order of their Armies	649	and they can go through more warlike toil than other men.				go	go
649	1	PART 1	46	On their Wars, and the Order of their Armies	650	Often, when necessary, one of them will remain a month without any food, except the milk of a mare and the flesh of animals killed by him in hunting, his horse feeding on the grass, without his needing to bring barley or straw.				remain,killed,feeding,needing,bring	remain,killed,feeding,needing,bring
650	1	PART 1	46	On their Wars, and the Order of their Armies	651	He is very obedient to his master, and when necessary will remain the whole night armed on horseback.				remain,armed	remain,armed
651	1	PART 1	46	On their Wars, and the Order of their Armies	652	They are the men in the world most capable of enduring fatigue and trouble, subsisting at the least expense, and best fitted for conquering lands and kingdoms.				enduring,subsisting,fitted,conquering	enduring,subsisting,fitted,conquering
652	1	PART 1	46	On their Wars, and the Order of their Armies	653	They arrange their armies in the following manner.				following	following
653	1	PART 1	46	On their Wars, and the Order of their Armies	654	When a Tartar lord goes to war, he has with him 100,000 men.					
654	1	PART 1	46	On their Wars, and the Order of their Armies	655	He places a chief over every ten, every hundred, every thousand, every ten thousand, so that each officer, even the commander of the hundred thousand, has to deal only with ten persons;				deal	deal
655	1	PART 1	46	On their Wars, and the Order of their Armies	656	for he gives his orders to the chiefs of ten thousand, they to those of one thousand, they to those of a hundred ; 					
656	1	PART 1	46	On their Wars, and the Order of their Armies	657	and thus every man answers to his captain.					
657	1	PART 1	46	On their Wars, and the Order of their Armies	658	The hundred thousand is called a tut, and ten thousand a toman.				called	called
658	1	PART 1	46	On their Wars, and the Order of their Armies	659	When the armies are marching through plains and mountains, they send 200 men two days in advance, also behind and on each side, so that they cannot he attacked by surprise.				marching,attacked	marching,attacked
659	1	PART 1	46	On their Wars, and the Order of their Armies	660	And when they are marching a long way they carry no baggage, but merely two large leathern bags, in which they put their milk, and a little earthen pot for cooking their victuals.				marching,cooking	marching,cooking
660	1	PART 1	46	On their Wars, and the Order of their Armies	661	They take a small tent, under which they remain during rain.					
661	1	PART 1	46	On their Wars, and the Order of their Armies	662	And I tell you also, that when necessary they ride full ten days without food, and without lighting a fire; 				lighting	lighting
662	1	PART 1	46	On their Wars, and the Order of their Armies	663	but piercing a vein of their horse, they drink his blood.				piercing	piercing
663	1	PART 1	46	On their Wars, and the Order of their Armies	664	They have likewise their milk dried into a species of paste, which, when about to use, they stir till it becomes liquid and can be drunk.				dried,use,be	dried,use,be
664	1	PART 1	46	On their Wars, and the Order of their Armies	665	When they go to battle with their enemies, they conquer in this manner: they apparently betake themselves to a shameful flight, for they have so trained their horses that they turn round and round like dogs.				trained	trained
665	1	PART 1	46	On their Wars, and the Order of their Armies	666	And when they are fleeing and hotly pursued, they fight as well as when they face the enemy ; 				fleeing,pursued	fleeing,pursued
666	1	PART 1	46	On their Wars, and the Order of their Armies	667	for in their swiftest flight they wheel about and discharge their arrows, which kill both men and horses of the opposite army, who, when they think their adversaries discomfited and vanquished, fall themselves one after the other.				discharge,vanquished	discharge,vanquished
667	1	PART 1	46	On their Wars, and the Order of their Armies	668	When the Tartars have thus made a great slaughter, they turn and rush on so violently, that they soon gain a complete triumph.				made,gain	made,gain
668	1	PART 1	46	On their Wars, and the Order of their Armies	669	All that I have told you here applies to the genuine Tartars ; 				told	told
669	1	PART 1	46	On their Wars, and the Order of their Armies	670	but they are now much altered ; 				altered	altered
670	1	PART 1	46	On their Wars, and the Order of their Armies	671	those who live in Cathay have adopted the manners and customs of the idolaters ; 			Cathay	adopted	adopted
671	1	PART 1	46	On their Wars, and the Order of their Armies	672	those in the Levant imitate the Saracens.			Levant	imitate	imitate
672	1	PART 1	46	On their Wars, and the Order of their Armies	673	I have said nothing here of the mighty acts of the great khan, the sire of all the Tartars, nor of his splendid imperial court ; 		Khan		said	said
673	1	PART 1	46	On their Wars, and the Order of their Armies	674	for these wonderful things are described elsewhere in this book.				described	described
674	1	PART 1	46	On their Wars, and the Order of their Armies	675	But let us now return to our route on the great plain where we were when we began to speak of their actions.				let,were,began,speak	let,were,began,speak
675	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	676	When you depart from Karakorum, and from Altai, where the khans are interred, as I have related above, you go northwards through a country which is called the plain of Bangu, and continues during a journey of forty days.	Bangu		Karakorum,Altai,Bangu	interred,related,called	interred,related,called
676	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	677	The inhabitants, who are called Mecri, and are very savage, live on the flesh of animals, chiefly deer, nay I assure you that they ride upon these animals.				called,live	called,live
677	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	678	Their customs resemble those of the Tartars, and they are subject to the great khan.		Khan			
678	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	679	They have neither corn nor wine, but in summer abundance of beasts and birds for hunting and hawking ; 				hawking	hawking
679	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	680	though in winter none remain in the country on account of the intense cold.					
680	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	681	After travelling these forty days you come to the ocean ; 				travelling	travelling
681	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	682	and there is found a mountain, where the peregrine falcons build their nests.				found	found
682	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	683	You must know this place contains neither men nor women, nor beasts, nor any birds, except one species, which is called barghenlac, on which the hawks feed.		`		know,called	know,called
683	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	684	They are of the size of partridges, have feet like parrots, and tails like swallows, and they fly very swiftly.					
684	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	685	When the great khan wishes peregrine falcons, he sends thither for them. 		Khan			
685	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	686	In an island of that sea, too, are bred the gerfalcons; 				bred	bred
686	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	687	and I assure you the place is so far north, that the polestar remains behind, and is seen to the south.				seen	seen
687	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	688	Those birds are bred on that isle in such abundance, that the great khan obtains as many as he pleases; 		Khan		bred	bred
688	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	689	while others are conveyed to Argon and other lords of the East.		Argon		conveyed	conveyed
689	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	690	Now that I have told you of these northern provinces as far asthe ocean, let us return to Canpicion.			Canpicion	told,let,return	told,let,return
690	1	PART 1	48	On the great City of Erginul	691	When a man departs from that city, he goes five days eastward through a country where there are many spirits, who are often heard speaking during the night.	Erginul,Tangut			heard	heard
691	1	PART 1	48	On the great City of Erginul	692	You then find a kingdom called Erginul,belonging to the great khan, and included in the large province of Tangut.		Khan	Erginul,Tangut	called,belonging,included	called,belonging,included
692	1	PART 1	48	On the great City of Erginul	693	There are a good many towns, the chief one bearing the same name ; 				bearing	bearing
693	1	PART 1	48	On the great City of Erginul	694	and the people are a mixture of Nestorian Christians, idolaters, and Mohammedans.					
694	1	PART 1	48	On the great City of Erginul	695	Proceeding thence south-east, you come into the country of Cathay, when you will find in the way a city named Singuy.			Cathay,Singuy	Proceeding,find,named	Proceeding,find,named
695	1	PART 1	48	On the great City of Erginul	696	There are a good many other towns, still in Tangut, and subject to the great khan; 		Khan	Tangut		
696	1	PART 1	48	On the great City of Erginul	697	and the inhabitants are as above described.				described	described
697	1	PART 1	48	On the great City of Erginul	698	There are a vast number of wild oxen, as large as elephants, and very beautiful, their back being entirely covered with white and black hair, three palms long.				being,covered	being,covered
698	1	PART 1	48	On the great City of Erginul	699	These animals are also caught and tamed, when they do twice as much work as the common ox.				caught,tamed	caught,tamed
699	1	PART 1	48	On the great City of Erginul	700	This country, too, produces the best musk in the world, and I will describe the animal by which it is supplied.				describe,supplied	describe,supplied
700	1	PART 1	48	On the great City of Erginul	701	It is small, about the size of an antelope, which it resembles in the feet and tail, but has a soft thick hair like the stag, no horns, only four teeth, two above and two below, three inches long and very sharp.					
701	1	PART 1	48	On the great City of Erginul	702	It is a beautiful creature; 					
