chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Verb subject	Verb object	Verb object2	Tagged sentence
1	PART 1	43	His Battle with Prester John, and Victory over him	586	He sent for his astrologers, who were Christian and Saracen, and required to know which would conquer in that battle, he or his antagonist.								He sent for his astrologers, who were Christian and Saracen, and required to know which would conquer in that battle, he or his antagonist.
1	PART 1	43	His Battle with Prester John, and Victory over him	587	The latter could tell nothing of the truth ; 								The latter could tell nothing of the truth ; 
1	PART 1	43	His Battle with Prester John, and Victory over him	588	but the former showed it openly; 								but the former showed it openly; 
1	PART 1	43	His Battle with Prester John, and Victory over him	589	for they brought before him a cane, cut in the middle, and placed the two parts on different sides, and wrote the name of Gengis on one, and of Unchan on the other, telling him, that when they had made their enchantment, he whose cane should come above that of the other would conquer in battle.		Gengis,Unchan		come	cane			"for they brought before him a cane, cut in the middle, and placed the two parts on different sides, and wrote the name of Gengis on one, and of Unchan on the other, telling him, that when they had made their enchantment, he whose cane should <motion-vb fn-frame=”Motion"">come</motion-vb> <loc fe=goal>above that of the other</loc> would conquer in battle."
1	PART 1	43	His Battle with Prester John, and Victory over him	590	He desired that this should be shown to him as soon as possible.								He desired that this should be shown to him as soon as possible.
1	PART 1	43	His Battle with Prester John, and Victory over him	591	Then they took up the Psaltery, read certain portions, and performed their enchantment, when presently the cane on which was the name of Gengis, without any one touching it, joined the other, and mounted above it, and this was witnessed by all present.		Gengis						Then they took up the Psaltery, read certain portions, and performed their enchantment, when presently the cane on which was the name of Gengis, without any one touching it, joined the other, and mounted above it, and this was witnessed by all present.
1	PART 1	43	His Battle with Prester John, and Victory over him	592	When he saw this, he was greatly rejoiced, and seeing that the Christians were men of truth, held them always in great honour.								When he saw this, he was greatly rejoiced, and seeing that the Christians were men of truth, held them always in great honour.
1	PART 1	43	His Battle with Prester John, and Victory over him	593	Two days after, the armies engaged, and it was the greatest battle that ever was fought.								Two days after, the armies engaged, and it was the greatest battle that ever was fought.
1	PART 1	43	His Battle with Prester John, and Victory over him	594	The slaughter was terrible on both sides; 								The slaughter was terrible on both sides; 
1	PART 1	43	His Battle with Prester John, and Victory over him	595	but at length Gengis conquered, his enemy was slain in the engagement, and he himself became master of all his land.		Gengis						but at length Gengis conquered, his enemy was slain in the engagement, and he himself became master of all his land.
1	PART 1	43	His Battle with Prester John, and Victory over him	596	From that day he went on conquering many castles and provinces, and reigned six years ; 				went	he			"From that day he <motion-vb fn-frame="" "">went</motion-vb> on conquering many castles and provinces, and reigned six years ; "
1	PART 1	43	His Battle with Prester John, and Victory over him	597	but, at the end of that time, he besieged a fort, named Cangui, where he was wounded in the knee by an arrow, and died.			Cangui					but, at the end of that time, he besieged a fort, named Cangui, where he was wounded in the knee by an arrow, and died.
1	PART 1	43	His Battle with Prester John, and Victory over him	598	This was a great misfortune, for he was a brave and wise man.								This was a great misfortune, for he was a brave and wise man.
1	PART 1	44	On the Khans who reigned after the Death of Gengis	599	After the death of Gengis, the next khan was Cui, the third Bacui, the fourth Alton, the fifth Mangou, the sixth Kublai,who is greater and more powerful than all the rest; 	Karakorum	Gengis,Cui,Bacui,Alton,Mangou,Kublai						After the death of Gengis, the next khan was Cui, the third Bacui, the fourth Alton, the fifth Mangou, the sixth Kublai,who is greater and more powerful than all the rest; 
1	PART 1	44	On the Khans who reigned after the Death of Gengis	600	for the other five together had not so much power as this Kublai ; 		Kublai						for the other five together had not so much power as this Kublai ; 
1	PART 1	44	On the Khans who reigned after the Death of Gengis	601	nay, let me tell you, that all the emperors in the world, and all the Christian and Saracen kings, do not equal him, as is shown fully in our book.								nay, let me tell you, that all the emperors in the world, and all the Christian and Saracen kings, do not equal him, as is shown fully in our book.
1	PART 1	44	On the Khans who reigned after the Death of Gengis	602	Now you must know that the great lords of the lineage of Gengis Khan are buried in a lofty mountain called Altai, and whenever the chief lords of the Tartars die, if it should be a hundred days' journey distant, they must be conveyed thither to be interred.		Gengis Khan	Altai					"Now you must know that the great lords of the lineage of Gengis Khan are buried in a lofty mountain called Altai, and whenever the chief lords of the Tartars die, if it should be a hundred days' journey distant, they must be <motion-vb fn-frame="" "">conveyed</motion-vb> thither to be interred."
1	PART 1	44	On the Khans who reigned after the Death of Gengis	603	I will tell you another striking wonder ; 								I will tell you another striking wonder ; 
1	PART 1	44	On the Khans who reigned after the Death of Gengis	604	that when the bodies of the khans are carried to these mountains, the conductors put to the sword all the men whom they meet on the road, saying, Go and serve the great lord in the other world ;				Go				"that when the bodies of the khans are carried to these mountains, the conductors put to the sword all the men whom they meet on the road, saying, <motion-vb fn-frame=""Motion"">Go</motion-vb> and serve the great lord in the other world ;"
1	PART 1	44	On the Khans who reigned after the Death of Gengis	605	and they do the same to the horses, killing also for that purpose the best he has, You must know that when Mangou died, more than 20,000 men were slain, who had been met on the road when his body was removed to be buried.		Mangou						and they do the same to the horses, killing also for that purpose the best he has, You must know that when Mangou died, more than 20,000 men were slain, who had been met on the road when his body was removed to be buried.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	606	Now since I have begun speaking of the Tartars, I will tell you many things about them.	Karakorum							Now since I have begun speaking of the Tartars, I will tell you many things about them.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	607	They abide during winter in plains and warm situations, where there is abundant herbage for their cattle; 								They abide during winter in plains and warm situations, where there is abundant herbage for their cattle; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	608	and in summer they retire to cool places on mountains and high valleys, where water abounds.								and in summer they retire to cool places on mountains and high valleys, where water abounds.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	609	They have wooden houses covered with felt, of a round shape, which they convey with them wherever they go; 								They have wooden houses covered with felt, of a round shape, which they convey with them wherever they go; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	610	for they have them so well bound with twigs as to be easily carried.								for they have them so well bound with twigs as to be easily carried.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	611	Whenever they take down and set up a house, the gate is always placed to the south.								Whenever they take down and set up a house, the gate is always placed to the south.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	612	They have waggons so well covered with black felt, that if it should rain the whole day, no water would reach any thing within ; 				reach	water	thing		They have waggons so well covered with black felt, that if it should rain the whole day, no water would <motion-vb fn-frame=”Arriving”>reach</motion-vb>  <loc fe=goal>any thing within</loc> ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	613	and they are drawn by oxen and camels.								and they are drawn by oxen and camels.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	614	On the top they place their wives and children ; 								On the top they place their wives and children ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	615	and I must tell you that the ladies buy, sell, and perform all the work necessary for their husbands, who do nothing but hunt, hawk, and go to war.				go				"and I must tell you that the ladies buy, sell, and perform all the work necessary for their husbands, who do nothing but hunt, hawk, and <motion-vb fn-frame="" "">go</motion-vb> to <loc fe=goal>war</loc>."
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	616	They live on flesh, milk, and the produce of hunting, and likewise on rats of Pharaoh, which are found here in great numbers.								They live on flesh, milk, and the produce of hunting, and likewise on rats of Pharaoh, which are found here in great numbers.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	617	They eat also the flesh of camels, dogs, and indeed of every kind of animal, and drink mare's milk.								They eat also the flesh of camels, dogs, and indeed of every kind of animal, and drink mare's milk.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	618	They shun the seduction of married females, as a most vile and shameful thing; 								They shun the seduction of married females, as a most vile and shameful thing; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	619	and the wives are very faithful, performing extremely well the business of the household.								and the wives are very faithful, performing extremely well the business of the household.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	620	Every man may take as many as he pleases, even to a hundred, if he can maintain them ; 								Every man may take as many as he pleases, even to a hundred, if he can maintain them ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	621	yet they hold the first as the principal and most respectable.								yet they hold the first as the principal and most respectable.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	622	They scruple not to marry their cousins, and if the father dies, the eldest son may take all his wives, except his own mother ; 								They scruple not to marry their cousins, and if the father dies, the eldest son may take all his wives, except his own mother ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	623	he marries also the widow of his deceased brother.								he marries also the widow of his deceased brother.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	624	They celebrate their marriages by great festivals.								They celebrate their marriages by great festivals.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	625	The Tartars, who believe in a deity of a sublime and heavenly nature, burn incense in censers to him, and pray that he may preserve them in health of mind and body.								The Tartars, who believe in a deity of a sublime and heavenly nature, burn incense in censers to him, and pray that he may preserve them in health of mind and body.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	626	They have also one called Nacygai, whom they call their earthly god, who guards their children, cattle, and corn. 		Nacygai						They have also one called Nacygai, whom they call their earthly god, who guards their children, cattle, and corn. 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	627	They fashion him of felt and cloth, keep him in their house, and pay him great honour and reverence.								They fashion him of felt and cloth, keep him in their house, and pay him great honour and reverence.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	628	They make for him also a wife and children of cloth, placing the first on his left hand, and the latter in front.								They make for him also a wife and children of cloth, placing the first on his left hand, and the latter in front.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	629	Before eating, they take the fat meat and anoint his mouth with it; then lay bread before the door of his chamber.								Before eating, they take the fat meat and anoint his mouth with it; then lay bread before the door of his chamber.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	630	Having done this, they say that their god and his family have had their share, and sit down to their own meals.								Having done this, they say that their god and his family have had their share, and sit down to their own meals.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	631	 I told you that they drink mare's milk, but it is in such a manner that it seems white wine, being of an agreeable taste, and called chemius.								 I told you that they drink mare's milk, but it is in such a manner that it seems white wine, being of an agreeable taste, and called chemius.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	632	The wealthy wear rich robes of gold and silk, with varied furs of the ermine, sable, and fox.								The wealthy wear rich robes of gold and silk, with varied furs of the ermine, sable, and fox.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	633	Their harness is beautiful and of great value; 								Their harness is beautiful and of great value; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	634	their arms are bows, swords, and clubs ; 								their arms are bows, swords, and clubs ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	635	but the first is more used than the others, because they are excellent archers.								but the first is more used than the others, because they are excellent archers.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	636	On their back they wear armour of buffalo and other very strong hides.								On their back they wear armour of buffalo and other very strong hides.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	637	I will tell you the manner in which they maintain justice.								I will tell you the manner in which they maintain justice.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	638	If a man has stolen an article of little value, they give him seven lashes, or seventeen, or twentyseven, going on thus always to three hundred and seven, and many die under them.				going				"If a man has stolen an article of little value, they give him seven lashes, or seventeen, or twentyseven, <motion-vb fn-frame="" "">going</motion-vb> on thus always to three hundred and seven, and many die under them."
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	639	If he steals a horse or any thing else for which he deserves to die, he is cut through the middle with a sword; 								If he steals a horse or any thing else for which he deserves to die, he is cut through the middle with a sword; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	640	yet if he can pay nine times the value of what he has stolen, he is allowed to live.								yet if he can pay nine times the value of what he has stolen, he is allowed to live.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	641	Every lord or other man, who owns oxen or any cattle, makes them be marked with his seal, and then allows them to feed on the plains or among the mountains ; 								Every lord or other man, who owns oxen or any cattle, makes them be marked with his seal, and then allows them to feed on the plains or among the mountains ; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	642	and whoever finds one straying brings it to him whose mark is upon it.				straying				"and whoever finds one <motion-vb fn-frame="" "">straying</motion-vb> brings it to him whose mark is upon it."
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	643	The sheep and lambs, however, are guarded by a shepherd.								The sheep and lambs, however, are guarded by a shepherd.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	644	Their cattle are all remarkably large, fat, and beautiful.								Their cattle are all remarkably large, fat, and beautiful.
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	645	They have another wonderful custom which I had forgot; 								They have another wonderful custom which I had forgot; 
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	646	for when two men have one a son, the other a daughter, dead at the age of four, they marry them together, and represent the union by cards, which they set on fire, and when they see the flame and smoke ascending, they make great shouts and run backward and forward, saying that the dead are going to their children in the other world, and are to be husband and wife there.				run	they			"for when two men have one a son, the other a daughter, dead at the age of four, they marry them together, and represent the union by cards, which they set on fire, and when they see the flame and smoke ascending, they make great shouts and <motion-vb fn-frame=""Self_motion"">run</motion-vb> backward and forward, saying that the dead are going to their children in the other world, and are to be husband and wife there."
1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	647	They do more, for they paint on cards the similitudes of men, horses, cloths, bezants, and harness, then burn them, and say that all these things will be possessed by their children in the other world.								They do more, for they paint on cards the similitudes of men, horses, cloths, bezants, and harness, then burn them, and say that all these things will be possessed by their children in the other world.
1	PART 1	46	On their Wars, and the Order of their Armies	648	The Tartars are good men-at-arms in battle, capable of much endurance; 	Karakorum							The Tartars are good men-at-arms in battle, capable of much endurance; 
1	PART 1	46	On their Wars, and the Order of their Armies	649	and they can go through more warlike toil than other men.				go	they			"and they can <motion-vb fn-frame="" "">go</motion-vb> through more warlike toil than other men."
1	PART 1	46	On their Wars, and the Order of their Armies	650	Often, when necessary, one of them will remain a month without any food, except the milk of a mare and the flesh of animals killed by him in hunting, his horse feeding on the grass, without his needing to bring barley or straw.								Often, when necessary, one of them will remain a month without any food, except the milk of a mare and the flesh of animals killed by him in hunting, his horse feeding on the grass, without his needing to bring barley or straw.
1	PART 1	46	On their Wars, and the Order of their Armies	651	He is very obedient to his master, and when necessary will remain the whole night armed on horseback.								He is very obedient to his master, and when necessary will remain the whole night armed on horseback.
1	PART 1	46	On their Wars, and the Order of their Armies	652	They are the men in the world most capable of enduring fatigue and trouble, subsisting at the least expense, and best fitted for conquering lands and kingdoms.								They are the men in the world most capable of enduring fatigue and trouble, subsisting at the least expense, and best fitted for conquering lands and kingdoms.
1	PART 1	46	On their Wars, and the Order of their Armies	653	They arrange their armies in the following manner.								They arrange their armies in the following manner.
1	PART 1	46	On their Wars, and the Order of their Armies	654	When a Tartar lord goes to war, he has with him 100,000 men.								When a Tartar lord goes to war, he has with him 100,000 men.
1	PART 1	46	On their Wars, and the Order of their Armies	655	He places a chief over every ten, every hundred, every thousand, every ten thousand, so that each officer, even the commander of the hundred thousand, has to deal only with ten persons;								He places a chief over every ten, every hundred, every thousand, every ten thousand, so that each officer, even the commander of the hundred thousand, has to deal only with ten persons;
1	PART 1	46	On their Wars, and the Order of their Armies	656	for he gives his orders to the chiefs of ten thousand, they to those of one thousand, they to those of a hundred ; 								for he gives his orders to the chiefs of ten thousand, they to those of one thousand, they to those of a hundred ; 
1	PART 1	46	On their Wars, and the Order of their Armies	657	and thus every man answers to his captain.								and thus every man answers to his captain.
1	PART 1	46	On their Wars, and the Order of their Armies	658	The hundred thousand is called a tut, and ten thousand a toman.								The hundred thousand is called a tut, and ten thousand a toman.
1	PART 1	46	On their Wars, and the Order of their Armies	659	When the armies are marching through plains and mountains, they send 200 men two days in advance, also behind and on each side, so that they cannot he attacked by surprise.				marching	armies			"When the armies are <motion-vb fn-frame=""Self_motion"">marching</motion-vb> through <loc fe=source>plains and mountains</loc>, they send 200 men two days in advance, also behind and on each side, so that they cannot he attacked by surprise."
1	PART 1	46	On their Wars, and the Order of their Armies	660	And when they are marching a long way they carry no baggage, but merely two large leathern bags, in which they put their milk, and a little earthen pot for cooking their victuals.				marching	they	way		"And when they are <motion-vb fn-frame=""Self_motion"">marching</motion-vb> a long <loc fe=""destination"">way</loc> they carry no baggage, but merely two large leathern bags, in which they put their milk, and a little earthen pot for cooking their victuals."
1	PART 1	46	On their Wars, and the Order of their Armies	661	They take a small tent, under which they remain during rain.								They take a small tent, under which they remain during rain.
1	PART 1	46	On their Wars, and the Order of their Armies	662	And I tell you also, that when necessary they ride full ten days without food, and without lighting a fire; 								And I tell you also, that when necessary they ride full ten days without food, and without lighting a fire; 
1	PART 1	46	On their Wars, and the Order of their Armies	663	but piercing a vein of their horse, they drink his blood.								but piercing a vein of their horse, they drink his blood.
1	PART 1	46	On their Wars, and the Order of their Armies	664	They have likewise their milk dried into a species of paste, which, when about to use, they stir till it becomes liquid and can be drunk.								They have likewise their milk dried into a species of paste, which, when about to use, they stir till it becomes liquid and can be drunk.
1	PART 1	46	On their Wars, and the Order of their Armies	665	When they go to battle with their enemies, they conquer in this manner: they apparently betake themselves to a shameful flight, for they have so trained their horses that they turn round and round like dogs.								When they go to battle with their enemies, they conquer in this manner: they apparently betake themselves to a shameful flight, for they have so trained their horses that they turn round and round like dogs.
1	PART 1	46	On their Wars, and the Order of their Armies	666	And when they are fleeing and hotly pursued, they fight as well as when they face the enemy ; 				fleeing,pursued	they,they	,	,	And when they are <motion-vb fn-frame=”Evading”>fleeing</motion-vb> and hotly <motion-vb fn-frame=”Cotheme”>pursued</motion-vb>, they fight as well as when they face the enemy ; 
1	PART 1	46	On their Wars, and the Order of their Armies	667	for in their swiftest flight they wheel about and discharge their arrows, which kill both men and horses of the opposite army, who, when they think their adversaries discomfited and vanquished, fall themselves one after the other.								for in their swiftest flight they wheel about and discharge their arrows, which kill both men and horses of the opposite army, who, when they think their adversaries discomfited and vanquished, fall themselves one after the other.
1	PART 1	46	On their Wars, and the Order of their Armies	668	When the Tartars have thus made a great slaughter, they turn and rush on so violently, that they soon gain a complete triumph.								When the Tartars have thus made a great slaughter, they turn and rush on so violently, that they soon gain a complete triumph.
1	PART 1	46	On their Wars, and the Order of their Armies	669	All that I have told you here applies to the genuine Tartars ; 								All that I have told you here applies to the genuine Tartars ; 
1	PART 1	46	On their Wars, and the Order of their Armies	670	but they are now much altered ; 								but they are now much altered ; 
1	PART 1	46	On their Wars, and the Order of their Armies	671	those who live in Cathay have adopted the manners and customs of the idolaters ; 			Cathay					those who live in Cathay have adopted the manners and customs of the idolaters ; 
1	PART 1	46	On their Wars, and the Order of their Armies	672	those in the Levant imitate the Saracens.			Levant					those in the Levant imitate the Saracens.
1	PART 1	46	On their Wars, and the Order of their Armies	673	I have said nothing here of the mighty acts of the great khan, the sire of all the Tartars, nor of his splendid imperial court ; 		Khan						I have said nothing here of the mighty acts of the great khan, the sire of all the Tartars, nor of his splendid imperial court ; 
1	PART 1	46	On their Wars, and the Order of their Armies	674	for these wonderful things are described elsewhere in this book.								for these wonderful things are described elsewhere in this book.
1	PART 1	46	On their Wars, and the Order of their Armies	675	But let us now return to our route on the great plain where we were when we began to speak of their actions.								But let us now return to our route on the great plain where we were when we began to speak of their actions.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	676	When you depart from Karakorum, and from Altai, where the khans are interred, as I have related above, you go northwards through a country which is called the plain of Bangu, and continues during a journey of forty days.	Bangu		Karakorum,Altai,Bangu					When you depart from Karakorum, and from Altai, where the khans are interred, as I have related above, you go northwards through a country which is called the plain of Bangu, and continues during a journey of forty days.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	677	The inhabitants, who are called Mecri, and are very savage, live on the flesh of animals, chiefly deer, nay I assure you that they ride upon these animals.								The inhabitants, who are called Mecri, and are very savage, live on the flesh of animals, chiefly deer, nay I assure you that they ride upon these animals.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	678	Their customs resemble those of the Tartars, and they are subject to the great khan.		Khan						Their customs resemble those of the Tartars, and they are subject to the great khan.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	679	They have neither corn nor wine, but in summer abundance of beasts and birds for hunting and hawking ; 								They have neither corn nor wine, but in summer abundance of beasts and birds for hunting and hawking ; 
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	680	though in winter none remain in the country on account of the intense cold.								though in winter none remain in the country on account of the intense cold.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	681	After travelling these forty days you come to the ocean ; 				travelling				"After <motion-vb fn-frame=""Travel"">travelling</motion-vb> these forty days you come to the ocean ; "
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	682	and there is found a mountain, where the peregrine falcons build their nests.								and there is found a mountain, where the peregrine falcons build their nests.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	683	You must know this place contains neither men nor women, nor beasts, nor any birds, except one species, which is called barghenlac, on which the hawks feed.		`						You must know this place contains neither men nor women, nor beasts, nor any birds, except one species, which is called barghenlac, on which the hawks feed.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	684	They are of the size of partridges, have feet like parrots, and tails like swallows, and they fly very swiftly.								They are of the size of partridges, have feet like parrots, and tails like swallows, and they fly very swiftly.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	685	When the great khan wishes peregrine falcons, he sends thither for them. 		Khan						When the great khan wishes peregrine falcons, he sends thither for them. 
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	686	In an island of that sea, too, are bred the gerfalcons; 								In an island of that sea, too, are bred the gerfalcons; 
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	687	and I assure you the place is so far north, that the polestar remains behind, and is seen to the south.								and I assure you the place is so far north, that the polestar remains behind, and is seen to the south.
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	688	Those birds are bred on that isle in such abundance, that the great khan obtains as many as he pleases; 		Khan						Those birds are bred on that isle in such abundance, that the great khan obtains as many as he pleases; 
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	689	while others are conveyed to Argon and other lords of the East.		Argon						"while others are <motion-vb fn-frame="" "">conveyed</motion-vb> to Argon and other lords of the East."
1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	690	Now that I have told you of these northern provinces as far asthe ocean, let us return to Canpicion.			Canpicion	return	us			"Now that I have told you of these northern provinces as far as the ocean, let us <motion-vb fn-frame=""Arriving"">return</motion-vb> to <loc fe=goal>Canpicion</loc>."
1	PART 1	48	On the great City of Erginul	691	When a man departs from that city, he goes five days eastward through a country where there are many spirits, who are often heard speaking during the night.	Erginul,Tangut							When a man departs from that city, he goes five days eastward through a country where there are many spirits, who are often heard speaking during the night.
1	PART 1	48	On the great City of Erginul	692	You then find a kingdom called Erginul,belonging to the great khan, and included in the large province of Tangut.		Khan	Erginul,Tangut					You then find a kingdom called Erginul,belonging to the great khan, and included in the large province of Tangut.
1	PART 1	48	On the great City of Erginul	693	There are a good many towns, the chief one bearing the same name ; 								There are a good many towns, the chief one bearing the same name ; 
1	PART 1	48	On the great City of Erginul	694	and the people are a mixture of Nestorian Christians, idolaters, and Mohammedans.								and the people are a mixture of Nestorian Christians, idolaters, and Mohammedans.
1	PART 1	48	On the great City of Erginul	695	Proceeding thence south-east, you come into the country of Cathay, when you will find in the way a city named Singuy.			Cathay,Singuy	Proceeding				"<motion-vb fn-frame="" "">Proceeding</motion-vb> thence <loc fe=goal>south-east</loc>, you come into the country of Cathay, when you will find in the way a city named Singuy."
1	PART 1	48	On the great City of Erginul	696	There are a good many other towns, still in Tangut, and subject to the great khan; 		Khan	Tangut					There are a good many other towns, still in Tangut, and subject to the great khan; 
1	PART 1	48	On the great City of Erginul	697	and the inhabitants are as above described.								and the inhabitants are as above described.
1	PART 1	48	On the great City of Erginul	698	There are a vast number of wild oxen, as large as elephants, and very beautiful, their back being entirely covered with white and black hair, three palms long.								There are a vast number of wild oxen, as large as elephants, and very beautiful, their back being entirely covered with white and black hair, three palms long.
1	PART 1	48	On the great City of Erginul	699	These animals are also caught and tamed, when they do twice as much work as the common ox.								These animals are also caught and tamed, when they do twice as much work as the common ox.
1	PART 1	48	On the great City of Erginul	700	This country, too, produces the best musk in the world, and I will describe the animal by which it is supplied.								This country, too, produces the best musk in the world, and I will describe the animal by which it is supplied.
1	PART 1	48	On the great City of Erginul	701	It is small, about the size of an antelope, which it resembles in the feet and tail, but has a soft thick hair like the stag, no horns, only four teeth, two above and two below, three inches long and very sharp.								It is small, about the size of an antelope, which it resembles in the feet and tail, but has a soft thick hair like the stag, no horns, only four teeth, two above and two below, three inches long and very sharp.
1	PART 1	48	On the great City of Erginul	702	It is a beautiful creature; 								It is a beautiful creature; 
1	PART 1	48	On the great City of Erginul	703	and, on its being taken, there is found a bag between the skin and the flesh, containing a bloody imposthume, which, when the skin is cut through, is drawn out, and forms the musk whence issues so strong an odour.								and, on its being taken, there is found a bag between the skin and the flesh, containing a bloody imposthume, which, when the skin is cut through, is drawn out, and forms the musk whence issues so strong an odour.
1	PART 1	48	On the great City of Erginul	704	In this country it is very abundant, and of good quality.								In this country it is very abundant, and of good quality.
1	PART 1	48	On the great City of Erginul	705	The people also raise plenty of corn,and engage in merchandise and manufactures.								The people also raise plenty of corn,and engage in merchandise and manufactures.
1	PART 1	48	On the great City of Erginul	706	The region extends to a journey of full twentyfive days.								The region extends to a journey of full twentyfive days.
1	PART 1	48	On the great City of Erginul	707	There are pheasants twice as large as ours, with tails from seven to ten palms long.								There are pheasants twice as large as ours, with tails from seven to ten palms long.
1	PART 1	48	On the great City of Erginul	708	Others resemble ours; 								Others resemble ours; 
1	PART 1	48	On the great City of Erginul	709	and there are various birds, with finely coloured wings.								and there are various birds, with finely coloured wings.
1	PART 1	48	On the great City of Erginul	710	The people, who are idolaters, are fat, with small noses, black hair, and no beard unless on the chin.								The people, who are idolaters, are fat, with small noses, black hair, and no beard unless on the chin.
1	PART 1	48	On the great City of Erginul	711	The ladies have no hair except on the head, and are every way very handsome.								The ladies have no hair except on the head, and are every way very handsome.
1	PART 1	48	On the great City of Erginul	712	The men are voluptuous, and are authorized by their law and usage to take as many wives as they can maintain.								The men are voluptuous, and are authorized by their law and usage to take as many wives as they can maintain.
1	PART 1	48	On the great City of Erginul	713	If a woman is beautiful, though of humble birth, a great baron readily espouses her, giving to her mother such a sum of money as may be agreed on.								If a woman is beautiful, though of humble birth, a great baron readily espouses her, giving to her mother such a sum of money as may be agreed on.
1	PART 1	49	On the Province of Egrigaia	714	When a man departs from Erginul, and goes eight days castward, he finds a province of Tangut called Egrigaia, where there are cities and castles, and the chief one is named Calacian.	Egrigaia,Tangut,Calacian		Erginul,Tangut,Egrigaia,Calacian					When a man departs from Erginul, and goes eight days castward, he finds a province of Tangut called Egrigaia, where there are cities and castles, and the chief one is named Calacian.
1	PART 1	49	On the Province of Egrigaia	715	The people are idolaters ; 								The people are idolaters ; 
1	PART 1	49	On the Province of Egrigaia	716	yet there are three towns held by Nestorian Christians.								yet there are three towns held by Nestorian Christians.
1	PART 1	49	On the Province of Egrigaia	717	They are subject to the great Tartar;								They are subject to the great Tartar;
1	PART 1	49	On the Province of Egrigaia	718	 and in this city is made cloth of camels' hair, the most beautiful and valuable in the world.								 and in this city is made cloth of camels' hair, the most beautiful and valuable in the world.
1	PART 1	49	On the Province of Egrigaia	719	There is a kind of wool whence they manufacture very fine white camlets in great quantities.								There is a kind of wool whence they manufacture very fine white camlets in great quantities.
1	PART 1	49	On the Province of Egrigaia	720	These the merchants convey by many routes to Cathay and other parts throughout the world.			Cathay					These the merchants convey by many routes to Cathay and other parts throughout the world.
