chapterNo	chapterTitle	sectionNo	SentenceNo	sectionTitle	sentence	Marco Location	Person	Location	Travel verbs	VerbNet Travel	Narrate verbs	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	WordNet Travel	FrameNet Travel	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	38	Kingdom of Absscia	624	and having presented great offerings from the king, and well fulfilled his mission, he set out on his return.										having,presented,set					
3	PART 1	38	Kingdom of Absscia	625	He passed through Aden, a country where Christians are hated as mortal enemies.			Aden	passed			passed	passed		passed			passed		
3	PART 1	38	Kingdom of Absscia	626	The governor, learning that he professed this religion, and was a messenger of the sovereign of Abascia, warned him, that unless he embraced the law of Mohammed, he would suffer a shameful punishment.		Mohammed	Abascia		warned			was	warned	learning,professed,was,warned	professed,was	professed ,warned ,was		professed	
3	PART 1	38	Kingdom of Absscia	627	The bishop replied, that he would sooner die.					replied				replied	replied		replied			
3	PART 1	38	Kingdom of Absscia	628	The other, greatly enraged, ordered him to be forcibly circumcised, and then sent him away, telling him that this was meant as an affront to his master.					telling			be,was,meant	telling	ordered,be,sent,telling,was,meant	be,telling,was	be ,telling ,was		telling	
3	PART 1	38	Kingdom of Absscia	629	The prelate was much grieved, but consoled himself by thinking that he had suffered for the law of his faith, and God would recompense him in the other world.								was		was,had	was	was			
3	PART 1	38	Kingdom of Absscia	630	As soon as he could travel, he proceeded to Abascia, and appeared before the king; 			Abascia	travel,proceeded		travel	travel,proceeded	travel,appeared		proceeded			travel		travel
3	PART 1	38	Kingdom of Absscia	631	who, having inquired about the sepulchre, and being told the whole truth, accounted it a most holy and pious visit.					inquired,told			being	inquired,told	having,inquired,being,told,accounted	being,told	being ,inquired ,told		told,accounted	
3	PART 1	38	Kingdom of Absscia	632	The bishop then related the affront put upon him by the ruler of Aden, when his majesty fell into such a transport of grief and rage, that he almost died.			Aden		related		fell		related	related	related	related		related	fell
3	PART 1	38	Kingdom of Absscia	633	He called aloud in the hearing of all the bystanders, that he would never wear a crown, nor rule a province, till he had taken such vengeance as should be spoken of throughout the world.					called,spoken			taken,be	called,spoken	called,had,taken,be,spoken	be,spoken	be ,called ,spoken		spoken	
3	PART 1	38	Kingdom of Absscia	634	Presently he prepared a vast body of troops, on horseback and foot, also elephants with well-armed castles, having twenty men upon each.										prepared,having					
3	PART 1	38	Kingdom of Absscia	635	He then set out and marched directly onward to the territory of Aden.			Aden	marched		marched				set					
3	PART 1	38	Kingdom of Absscia	636	Its chiefs, with a great multitude of Saracens on foot and horseback, came to defend their country, and a most obstinate battle was fought ; 				came		came	came	came,was		defend,was	was	was	came		came
3	PART 1	38	Kingdom of Absscia	637	but the enemy could not withstand the force of the King of Abascia, because the Christians are more valiant.			Abascia												
3	PART 1	38	Kingdom of Absscia	638	They fled and were slain in great numbers.				fled		fled		were		were	were	were			
3	PART 1	38	Kingdom of Absscia	639	The victor, entering the country in three or four places, greatly wasted and destroyed it, killing many of the inhabitants.				entering		entering		entering					entering		entering
3	PART 1	38	Kingdom of Absscia	640	He then thought the affront sufficiently avenged; 															
3	PART 1	38	Kingdom of Absscia	641	and indeed I must tell you he could effect no farther devastation, the region being extensive, and full of dangerous passes, where a few men could greatly harass an army.					tell			being	tell	tell,being	tell,being	being ,tell		tell	
3	PART 1	38	Kingdom of Absscia	642	I will now relate other matters of Abascia, which yields a great variety of all things necessary for subsistence.			Abascia		relate				relate	relate	relate	relate		relate	
3	PART 1	38	Kingdom of Absscia	643	The people live on rice, flesh, milk, and sesamum, and have elephants, not bred there, but brought from the isle of the other India.			India												
3	PART 1	38	Kingdom of Absscia	644	Giraffes, however, are in great numbers ; also lions, leopards, ounces, wild apes, and many beasts and birds different from ours.															
3	PART 1	38	Kingdom of Absscia	645	The domestic fowls are the most beautiful in the world ; and the ostriches as large as asses.															
3	PART 1	38	Kingdom of Absscia	646	They have parrots, beautiful and various ; also monkeys and cats of two species, with faces exactly like those of men.															
3	PART 1	38	Kingdom of Absscia	647	This Abascia contains numerous cities and castles, and is much frequented by merchants; many cloths of cotton and buckram are wrought there.			Abascia	frequented						wrought					
3	PART 1	38	Kingdom of Absscia	648	I might relate other things, but must now go on to the province of Aden.			Aden	go	relate	go	go	go	relate	relate	relate,go	relate	go	relate	go
3	PART 1	39	City and Kingdom of Aden	649	This country is subject to a lord, called sultan.	Aden				called				called	called		called			
3	PART 1	39	City and Kingdom of Aden	650	The people are all Saracens, adoring Mohammed, and wishing the greatest mischief to Christians.		Mohammed								wishing					
3	PART 1	39	City and Kingdom of Aden	651	There are many cities and castles; 															
3	PART 1	39	City and Kingdom of Aden	652	for Aden is the port to which the Indian ships bring all their merchandise.			Aden												
3	PART 1	39	City and Kingdom of Aden	653	It is then placed on board other small vessels, which ascend a river about seven days, at the end of which it is disembarked, laden on camels, and conveyed thirty days farther.				ascend,disembarked,conveyed		ascend,disembarked	ascend	ascend	conveyed	placed,conveyed		conveyed	ascend	conveyed	
3	PART 1	39	City and Kingdom of Aden	654	It then comes to the river of Alexandria, and is conveyed down to that city.			Alexandria	conveyed					conveyed	conveyed		conveyed		conveyed	
3	PART 1	39	City and Kingdom of Aden	655	By this route alone its inhabitants receive their pepper, spices, and costly goods.															
3	PART 1	39	City and Kingdom of Aden	656	From Aden, too, ships sail for India with various goods, especially very fine and valuable horses, which, as you know, are sold there for full a hundred marks of silver.			Aden,India												
3	PART 1	39	City and Kingdom of Aden	657	The sultan draws a great revenue from the duties on these cargoes ; and is thus one of the richest princes in the world.															
3	PART 1	39	City and Kingdom of Aden	658	But, I assure you, he did great injury to the Christians ; 							did								
3	PART 1	39	City and Kingdom of Aden	659	for when the governor of Babylonia attacked and took the city of Acre, committing much devastation, he was assisted by this prince with 30,000 horses and 40,000 camels.			Babylonia,Acre					took,was		took,was	was	was			
3	PART 1	39	City and Kingdom of Aden	660	This aid was given rather out of hatred to believers than good-will to that prince.								was		was,given	was	was			
3	PART 1	39	City and Kingdom of Aden	661	But now I will tell you of another great city.					tell				tell	tell	tell	tell		tell	
3	PART 1	40	City of Escier (Shaher)	662	Escier is a very large town to the north-west (north), four hundred miles from Aden.	Escier		Escier,Aden												
3	PART 1	40	City of Escier (Shaher)	663	A count here rules with justice, but subject to the soldan of Aden ; 			Aden												
3	PART 1	40	City of Escier (Shaher)	664	and the people are Saracens, adoring Mohammed.		Mohammed													
3	PART 1	40	City of Escier (Shaher)	665	The port is good, frequented by many ships and merchants from India, who bring various commodities, and carry away others, particularly horses of great value, and yielding large profit.			India	frequented			carry			carry				carry	
3	PART 1	40	City of Escier (Shaher)	666	In this province grows a great quantity of fine incense, also of dates.															
3	PART 1	40	City of Escier (Shaher)	667	They have no grain except rice, and little of that ; 															
3	PART 1	40	City of Escier (Shaher)	668	hence corn is profitably imported from other countries.										imported					
3	PART 1	40	City of Escier (Shaher)	669	Fish is caught in sach plenty, that for a Venetian gros you may purchase two large tunnies.															
3	PART 1	40	City of Escier (Shaher)	670	The people live on rice, flesh, and fish, and have no wine except what they make from sugar, rice, and dates.															
3	PART 1	40	City of Escier (Shaher)	671	But I must tell you, too, that they have sheep without ears, or any opening for them ;					tell				tell	tell	tell	tell		tell	
3	PART 1	40	City of Escier (Shaher)	672	 but where the ears should be, is a little horn; 								be		be	be	be			
3	PART 1	40	City of Escier (Shaher)	673	these are small and very beautiful creatures.															
3	PART 1	40	City of Escier (Shaher)	674	Another thing you will much wonder at is, that all the animals, sheep, oxen, and camels, eat fish, because there is no grass, for it is the most arid place in the world.										wonder					
3	PART 1	40	City of Escier (Shaher)	675	These fishes are very small, caught in March, April, and May, in wonderful quantities.															
3	PART 1	40	City of Escier (Shaher)	676	They are dried, lodged in houses, and given as food to the animals during the whole year.										given					
3	PART 1	40	City of Escier (Shaher)	677	The people eat them also when quite alive and newly taken.								taken		taken					
3	PART 1	40	City of Escier (Shaher)	678	There are also plenty of large ones, which being made into a kind of biscuit, by cutting them into small pieces and drying them in the sun, are preserved under cover during the whole year.						made	cutting	being,made		being,cutting	being	being	made		made
3	PART 1	40	City of Escier (Shaher)	679	The incense, mentioned as so abundant, is purchased by their lord at ten golden bezants the cantar, and retailed to the merchants for forty, so that he makes a very large profit.									mentioned	mentioned	mentioned	mentioned		mentioned	
3	PART 1	40	City of Escier (Shaher)	680	Let us now leave this city, and tell you of Dufar.			Dufar		tell				tell	tell	tell	tell		tell	
3	PART 1	41	City of Dufar	681	This is a beautiful, large, and noble city, 500 miles south-west from Escier.	Dufar		Escier												
3	PART 1	41	City of Dufar	682	The people are Saracens, adoring Mohammed, and ruled by a count, who is subject to Aden, to which, indeed, this city belongs.		Mohammed	Aden												
3	PART 1	41	City of Dufar	683	The port is very good, and merchants convey thence many very fine Arabian horses.															
3	PART 1	41	City of Dufar	684	Numerous cities and castles depend upon it, and the country yields much incense.															
3	PART 1	41	City of Dufar	685	The trees are about the size of a small fir, and incisions are made with knives in various places, whence flows the incense, which, indeed, through the great heat, often runs out of itself.						made		made					made		made
3	PART 1	41	City of Dufar	686	I shall now proceed to relate of the Gulf of Calatu.			Calatu	proceed	relate		proceed		relate	proceed,relate	relate	relate		relate	
3	PART 1	42	Gulf and City of Calatu	687	Calatu is a large city within the gulf of the same name, six hundred miles north-west from Dufar.	Calatu		Calatu,Dufar												
3	PART 1	42	Gulf and City of Calatu	688	It is a noble seaport, inhabited by Saracens, who are subject to Cormos.			Cormos												
3	PART 1	42	Gulf and City of Calatu	689	When the melik of that city is at war with a more powerful prince, he retires to this place, which is strong by nature and art, and finds himself secure.					secure										
3	PART 1	42	Gulf and City of Calatu	690	The people have no grain but what they import.															
3	PART 1	42	Gulf and City of Calatu	691	Many ships bring the goods and spices of India, which are distributed throughout the interior, and many fine horses sent in return.			India							distributed,sent					
3	PART 1	42	Gulf and City of Calatu	692	But I must observe, that this city is at the mouth of the Gulf of Calatu, so that the melik can prevent vessels from sailing in or out without his consent.			Calatu						observe	observe	observe	observe		observe	
3	PART 1	42	Gulf and City of Calatu	693	This power he often uses against the sultan of Creman ;			Creman												
3	PART 1	42	Gulf and City of Calatu	694	for when that prince demands any exorbitant tribute from him or other vassals, they remove from Cormos to Calatu, and allow no ships to pass, whence the other prince suffers severely, and is obliged to abate his demands.			Cormos,Calatu	pass			pass	pass		pass	allow		pass		
3	PART 1	42	Gulf and City of Calatu	695	The people of this country live on dates and salt fish, which are abundant ; 															
3	PART 1	42	Gulf and City of Calatu	696	but many rich men are well supplied with better food.										supplied				supplied	
3	PART 1	43	Return to Cormos	697	After departing from Calatu, and sailing three hundred miles between north-west and north, you find the city of Cormos ;	Cormos		Calatu,Cormos	departing		departing	departing	departing					departing		departing
3	PART 1	43	Return to Cormos	698	but if you take a direction from the former place between north-west and north, and sail five hundred miles, you come to Quis.			Quis	sail		sail	sail	sail					sail		sail
3	PART 1	43	Return to Cormos	699	However, we shall pass over this last place, and speak of Cormos, a large and noble capital, subject to a melik, who commands many towns and castles.			Cormos	pass	speak		pass	pass	speak	pass,speak	speak	speak	pass	speak	
3	PART 1	43	Return to Cormos	700	The people are Saracens, and adore Mohammed.		Mohammed													
3	PART 1	43	Return to Cormos	701	The heat is very great, on which account every house is provided with ventilators placed on the side whence the wind blows, which being thus admitted, renders the mansion tolerably cool.					admitted			being	admitted	placed,being	being	being		admitted	
3	PART 1	43	Return to Cormos	702	We gave an account of this place formerly, as well as of Quis and Creman, but have since made a circuit which brought us back to it.			Quis,Creman			made		made		gave			made		made
3	PART 1	43	Return to Cormos	703	However, we will say no more, but proceed now to the description of Great Turkey.			Great Turkey	proceed	say		proceed		say	say,proceed	say	say		say	
3	PART 1	44	Turkestan-Wars of Kaidu	704	This country lies to the north-west as you go from Cormos to the river Gihon, extending towards the teritory of the great khan.	Great Turkey	Khan	Cormos,Gihon							extending					
3	PART 1	44	Turkestan-Wars of Kaidu	705	It is governed by a nephew (cousin) of his, named Kaidu, grandson of Ciagatai, brother to that monarch.		Kaidu,Ciagatai			named					named				named	
3	PART 1	44	Turkestan-Wars of Kaidu	706	He is a very powerful lord, ruling many cities and castles.															
3	PART 1	44	Turkestan-Wars of Kaidu	707	His subjects are Tartars, very able combatants, much inured to fighting, and he does not obey the khan, but is rather at perpetual war with him.		Khan													
3	PART 1	44	Turkestan-Wars of Kaidu	708	This is because Kaidu demanded constantly from that monarch a share of his conquests, particularly in Catai and Manji.		Kaidu	Catai,Manji							demanded					
3	PART 1	44	Turkestan-Wars of Kaidu	709	The latter said he would willingly grant it to him, as to his other descendants, if he would come to his court and council whenever summoned.				come	said	come	come	come	said	said,summoned	said	said	come	said	come
3	PART 1	44	Turkestan-Wars of Kaidu	710	But the other, afraid to trust his uncle, offered to obey him where he was, but dreaded that if in his power he would be put to death.								was,be		offered,was,be,put	was,be	be ,was			
3	PART 1	44	Turkestan-Wars of Kaidu	711	Hence arose this discord, and the khan drew his forces around the realm of Kaidu to guard against an invasion; the khan,Kaidu		Kaidu,Khan					arose,drew			drew					
3	PART 1	44	Turkestan-Wars of Kaidu	712	yet that prince contrived to penetrate, and fought repeatedly with the armies of Kublai; 		Kublai													
3	PART 1	44	Turkestan-Wars of Kaidu	713	for he could bring into the field 100,000 brave and skilful horsemen.															
3	PART 1	44	Turkestan-Wars of Kaidu	714	He had with him also many lords of the imperial lineage.										had					
3	PART 1	44	Turkestan-Wars of Kaidu	715	Each soldier carries to battle sixty arrows, thirty smaller for shooting, and thirty larger, pointed with heavy iron, to throw against the face or arms of the enemy, or cut the cords of his bow; 							cut			pointed,throw,cut					
3	PART 1	44	Turkestan-Wars of Kaidu	716	and when they have discharged all these, they lay their hand on their swords, and strike most terrible blows.										lay					
3	PART 1	44	Turkestan-Wars of Kaidu	717	Now, in the year 1266, this king, with his cousin named Jesudar, assembled a very great army, and marched against two barons that were also his relations, but held their lands from the great khan.		Jesudar,Khan		marched	named	marched		were		named,assembled,were,held	were,held	held ,were		named	
3	PART 1	44	Turkestan-Wars of Kaidu	718	Kaidu and his cousin fought with these two chiefs, who had also a very large force, so that between them there were 100,000 horsemen.		Kaidu						were		had,were	were	were			
3	PART 1	44	Turkestan-Wars of Kaidu	719	They contended hardly and long, and many fell on both sides; 							fell			contended	contended	contended		contended	fell
3	PART 1	44	Turkestan-Wars of Kaidu	720	but at last Kaidu conquered;		Kaidu													
3	PART 1	44	Turkestan-Wars of Kaidu	721	 however, the two barons, being well mounted, escaped without injury.				mounted,escaped		escaped		being,escaped		being	being	being	escaped		escaped
3	PART 1	44	Turkestan-Wars of Kaidu	722	The victor then became still more proud and boastful; 															
3	PART 1	44	Turkestan-Wars of Kaidu	723	yet he returned home and remained two years in peace.				returned		returned	returned	returned		returned			returned		returned
3	PART 1	44	Turkestan-Wars of Kaidu	724	Then he assembled a mighty host of cavalry, having learned that at Karakorum there was a great army under Nomogan, a son of the khan, and George, a grandson of Prester John.		Nomogan,Khan,George,Prester John	Karakorum					was		assembled,having,learned,was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	725	He marched thither with all speed, and the two chiefs being informed of his approach, courageously prepared to meet him with their horsemen, amounting to upwards of 60,000.				marched	informed	marched		being	informed	being,informed,prepared,meet	being	being ,informed		informed	
3	PART 1	44	Turkestan-Wars of Kaidu	726	Having reached the place where his men were ranged in tents on the plain, they skilfully established their own camp.				reached		reached	reached,ranged	reached,were		Having,reached,were	reached,were	reached ,were	reached		reached
3	PART 1	44	Turkestan-Wars of Kaidu	727	Each party rested and made preparations for three days, when they advanced to the combat.				advanced		made,advanced	advanced	rested,made		advanced			advanced ,made		made
3	PART 1	44	Turkestan-Wars of Kaidu	728	There was little advantage on either side ; 								was		was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	729	both having about 60,000 mounted men well armed at every point, divided into six squadrons of 10,000.										having					
3	PART 1	44	Turkestan-Wars of Kaidu	730	They waited only till they heard their lord sound the naccar ; meantime performing loudly on various musical instruments.										sound					
3	PART 1	44	Turkestan-Wars of Kaidu	731	At length the signal was given, when the hosts rushed against each other, laying their hands on their bows.				rushed		rushed	rushed	was		was,given,rushed,laying	was	was	rushed		
3	PART 1	44	Turkestan-Wars of Kaidu	732	The arrows filled the air like rain; 															
3	PART 1	44	Turkestan-Wars of Kaidu	733	men and horses were mortally wounded ; 							wounded	were		were	were	were			
3	PART 1	44	Turkestan-Wars of Kaidu	734	noise and cries arose so loud that the thunder of Jove could not have been heard.							arose	been		have,been	been	been			
3	PART 1	44	Turkestan-Wars of Kaidu	735	Truly this was an evil hour for many, who on both sides fell dead and dying.							fell	was		was	was	was			fell
3	PART 1	44	Turkestan-Wars of Kaidu	736	The arrows being discharged, they rushed on with sword and spear, giving and receiving most dreadful blows.				rushed		rushed	rushed	being		being,rushed,giving	being	being	rushed		
3	PART 1	44	Turkestan-Wars of Kaidu	737	You might see arms and hands cut off, and numbers of men rolling senseless on the earth.						rolling	see,cut,rolling	rolling		see,cut			rolling		see
3	PART 1	44	Turkestan-Wars of Kaidu	738	Kaidu displayed signal prowess, and his soldiers would have often been driven off the field, had he not encouraged and rallied them.		Kaidu				driven,rallied	driven	been	encouraged	have,been,driven,had,rallied	been	been	driven		
3	PART 1	44	Turkestan-Wars of Kaidu	739	On the other side, the two princes also firmly stood their ground, and it really was one of the most cruel battles ever fought between Tartar tribes.								was		was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	740	Yet though each strove with all his might to discomfit the other, neither could succeed, and the conflict lasted till evening.															
3	PART 1	44	Turkestan-Wars of Kaidu	741	On this fatal day, multitudes of men fell, many wives were made widows, children made orphans, and households filled with tears and lamentations.						made,made	fell	were,made,made		were	were	were	made ,made		fell,made,made
3	PART 1	44	Turkestan-Wars of Kaidu	742	But when the sun set, the struggle could endure no longer, and both parties returned to their camp overpowered with fatigue, happy to rest during the night.				returned		returned	returned	returned,rest		returned			returned		returned
3	PART 1	44	Turkestan-Wars of Kaidu	743	When morning dawned, King Kaidu, having received intelligence that the great khan was marching against him with a mighty host, deemed it unsafe to remain longer.		Kaidu,Khan		marching		marching		was		having,was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	744	Wherefore he and all his men mounted and rode off to their own country ; 				mounted,rode		rode	rode	rode					rode		
3	PART 1	44	Turkestan-Wars of Kaidu	745	the two princes were so exhausted, that they did not attempt to follow, so that he with his people reached Samarcand, the capital of his kingdom.			Samarcand	reached		follow,reached	did,follow,reached	were,reached		were,reached	were,reached	reached ,were	follow ,reached		reached
3	PART 1	44	Turkestan-Wars of Kaidu	746	The great khan felt much wrath at Kaidu for committing such ravages, and bethought himself, that had he not been his nephew, he would have seized his land and put him to a cruel death; but regard to his own flesh restrained him.		Khan,Kaidu						been		had,been,have,put	been	been			
3	PART 1	44	Turkestan-Wars of Kaidu	747	Thus he escaped out of the hand of the mighty monarch.				escaped		escaped		escaped					escaped		escaped
3	PART 1	44	Turkestan-Wars of Kaidu	748	But I have wonderful stories to tell you about a daughter of this prince.					tell				tell	tell	tell	tell		tell	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	749	"This young lady was in Tartar named Aigiarm, which means in our language ""brilliant moon?."""	Great Turkey	Aigiarm			named			was		was,named	was	was		named	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	750	She such strength that none of the youths or nobles in the whole kingdom could vanquish her, but were all beaten.								were		were	were	were			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	751	Her father wished to marry her to a baron; 										wished					
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	752	but she refused ever to unite herself to any one who could not vanquish her in fair combat; 															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	753	and the king granted her this privilege.															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	754	She rejoiced greatly, and published through various parts of the world, that if any gentle youth would come, try her in pitched battle, and gain the victory, she would accept him for her lord.				come		come	come	come,try		published			come	published	come,gain
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	755	This news was spread wide through the surrounding countries, and I assure you many gentlemen came and made the trial, which was arranged in the following manner.				came		came,made,following	spread,came,following	was,came,made,was		was,spread,was	was,was	was ,was	came ,following ,made		came,made
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	756	The king, with many young nobles and ladies, assembled in the great hall of the palace, when the princess entered in a robe of cotton richly adorned, attended by youths similarly attired.				entered		entered		entered		assembled			entered		entered
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	757	The agreement was, that if the candidate prevailed and threw her to the ground, he should have her for his wife; 								was		was,threw,have	was	was			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	758	but if victory declared on her side, he was to give her a hundred horses.					declared			was	declared	declared,was,give	declared,was	declared ,was		declared	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	759	Thus she had gained above ten thousand steeds, because she could find no youth or damosel that could overcome her ; 								find		had					gained
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	760	nor was this wonderful, for she was large, tall, and wellformed in her limbs, indeed almost a giantess.								was,was		was,was	was,was	was ,was			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	761	Now, about the year 1280, there came the son of a rich king, an extremely handsome young man, with a brilliant retinue and a thousand very fine horses.				came		came	came	came					came		came
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	762	He addressed himself to Kaidu, who was very desirous of marrying him to his daughter.		Kaidu			addressed			was		addressed,was	addressed,was	addressed ,was		addressed	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	763	He therefore caused her to be privately dealt with, to allow herself to be conquered; 								be,be		be,dealt,be	be,allow,be	be ,be			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	764	but she declared she would not do so for any thing in the world.					declared		do		declared	declared	declared	declared		declared	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	765	One day then, the king and queen, with many nobles and ladies, assembled in the great hall;										assembled					
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	766	the princess and prince then entered, and their handsome appearance struck all with wonder; 				entered		entered		entered		struck			entered		entered
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	767	he was really so strong and powerful, that no one else could contend with him.								was		was,contend	was,contend	contend ,was		contend	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	768	When they were in the middle of the hall before this great assembly, the agreement was formally made, that the suitor, if vanquished, should lose his thousand horses.						made		were,was,made		were,was	were,was	was ,were	made		made
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	769	But all the company, as well as the king and queen, expressed their wishes that he should be successful.								be		expressed,be	be	be		expressed	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	770	The two then rushed together, and wrestled violently, dragging each other in different directions: but at last the lady prevailed, and threw him on the ground, to the great grief of all the spectators; 				rushed		rushed	rushed,dragging			rushed,wrestled,threw			rushed		
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	771	he thus forfeited the thousand horses.															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	772	But I have to inform you, that Kaidu led this daughter to many battles, and in no encounter could any warrior withstand her.		Kaidu		led	inform	led	led		inform	inform,led		inform	led	inform	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	773	On many orrasions, she rushed among the enemy, seized one of the chiefs, and dragged him over to her own army.				rushed		rushed	rushed,dragged			rushed			rushed		
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	774	I will now, however, proceed to a great battle fought between her father and Argon, the son of Abaga, lord of the East.		Argon,Abaga		proceed			proceed			proceed					
3	PART 1	46	Great Battle between Barak and Argon	775	Abaga ruled many provinces bordering on those of Kaidu, and it was where grows the tree called in the book of Alexander the Arbor Secco.	Great Turkey	Abaga,Kaidu,Alexander			called			was	called	was,called	was	called ,was			
3	PART 1	46	Great Battle between Barak and Argon	776	As that prince committed great ravages on his territory, he sent his son Argon, with a very large host of cavalry, into the country of the Arbor Secco, to the river of Gihon, where he took a station fitted to guard the country against the invader.		Argon	Gihon					took		sent,took					
3	PART 1	46	Great Battle between Barak and Argon	777	Kaidu, however, assembled a great body of horsemen, and gave the command to a brother named Barak, very brave and skilful, desiring him to oppose the enemy.		Kaidu,Barak			named					assembled,gave,named,desiring,oppose				named	
3	PART 1	46	Great Battle between Barak and Argon	778	Barak, with his troops, rode on till they came to the river, and were ten miles distant from Argon.		Barak,Argon		rode,came		rode,came	rode,came	rode,came,were		were	were	were	came ,rode		came
3	PART 1	46	Great Battle between Barak and Argon	779	The latter, informed of the approach of his adversary, made diligent preparation ; 					informed	made		made	informed	informed		informed	made	informed	made
3	PART 1	46	Great Battle between Barak and Argon	780	the two remained three days in their respective camps.															
3	PART 1	46	Great Battle between Barak and Argon	781	When they were fully prepared, and the naccar began to sound, they no longer delayed, but rushed furiously against each other.				rushed		rushed	rushed	were		were,prepared,began,sound,rushed	were	were	rushed		
3	PART 1	46	Great Battle between Barak and Argon	782	The arrows might be seen flying on all sides, and the air was so full of them, that it seemed to rain; 						flying	seen,flying	be,flying,was		be,seen,was	be,was	be ,was	flying		seen,flying
3	PART 1	46	Great Battle between Barak and Argon	783	and when both parties had discharged them, and many men as well as horses had been slain, they seized their swords and spears, and began a most fierce and cruel combat.								been		had,had,been,began	been	been			
3	PART 1	46	Great Battle between Barak and Argon	784	Arms and legs were cut off, chargers killed, and many dreadful wounds inflicted ; 							cut	were		were,cut,inflicted	were	were			
3	PART 1	46	Great Battle between Barak and Argon	785	the noise and cries were such as would have drowned the loudest thunder.								were		were,have	were	were			
3	PART 1	46	Great Battle between Barak and Argon	786	I assure you, in a few hours the ground was covered with dead and dying.								was		was,covered	was	was		covered	
3	PART 1	46	Great Battle between Barak and Argon	787	Finally, Barak and his men could not endure the force of their adversary, and retreated across the river ; 		Barak					retreated								retreated
3	PART 1	46	Great Battle between Barak and Argon	788	while the victor pursued and killed a great number.				pursued		pursued	pursued						pursued		
3	PART 1	46	Great Battle between Barak and Argon	789	Thus Argon gained the day ; 		Argon													gained
3	PART 1	46	Great Battle between Barak and Argon	790	and having begun to speak of him, I will relate his other adventures, and how he became sovereign lord after the death of Abaga, his father.		Abaga			speak,relate				speak,relate	having,begun,speak,relate	speak,relate	relate ,speak		speak,relate	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	791	Not long after Argon had gained this battle, he received news of the death of Abaga.	Great Turkey	Argon,Abaga								had					gained
3	PART 1	47	Argon and Acomat contend for the Persian Empire	792	He was much grieved, yet prepared with his whole host to return to the court, and take possession of the sovereignty ; 				return		return	return	was,return,take		was,prepared,return,take	was	was	return		return
3	PART 1	47	Argon and Acomat contend for the Persian Empire	793	but he had forty days to march before arriving there.				march,arriving		march,arriving	arriving	arriving		had			arriving		arriving
3	PART 1	47	Argon and Acomat contend for the Persian Empire	794	Now a brother of the deceased monarch, named Acomat Soldan, who had become a Saracen, having heard of the event, bethought himself, that since the heir was so distant, he himself might succeed.		 Acomat Soldan			named			was		named,had,having,was	was	was		named	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	795	Having prepared a large body of men, he marched directly to the capital, and seized the supreme power.				marched		marched				Having,prepared					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	796	He found such an amount of treasure, that it could scarcely be counted.								found,be		be	be,counted	be			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	797	He lavished his bounty in a wonderful manner on the chiefs and barons, who declared him a good master, liked him, and wished for no other.					declared				declared	declared,wished	declared,liked	declared		declared	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	798	He studied to be popular, and to please all men; 								be		be	be	be			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	799	yet the action he had committed was vile, and blamed by many.								was		had,was	was	was			
