chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
3	PART 1	22	St Thomas (Madras), Legends respecting him	355	I could relate other wonderful cures effected on persons labouring under various bodily infirmities; 				relate,effected,labouring	relate,effected,labouring	relate other wonderful cures effected on persons labouring under various bodily infirmities,effected on persons labouring under various bodily infirmities,labouring under various bodily infirmities	other wonderful cures effected on persons labouring under various bodily infirmities,persons labouring under various bodily infirmities,various bodily infirmities		
3	PART 1	22	St Thomas (Madras), Legends respecting him	356	but I will now merely describe his death.				describe	describe				
3	PART 1	22	St Thomas (Madras), Legends respecting him	357	He had left his hermitage in the wood, and was engaged in prayer, while around were a number of peacocks, which are more numerous here than elsewhere in the world.				had,left,was,engaged,were	had,left,was,engaged,were	had left his hermitage in the wood , and was engaged in prayer , while around were a number of peacocks , which are more numerous here than elsewhere in the world,left his hermitage in the wood,was engaged in prayer , while around were a number of peacocks , which are more numerous here than elsewhere in the world,engaged in prayer , while around were a number of peacocks , which are more numerous here than elsewhere in the world,were a number of peacocks , which are more numerous here than elsewhere in the world	his hermitage in the wood,prayer , while around were a number of peacocks , which are more numerous here than elsewhere in the world,a number of peacocks , which are more numerous here than elsewhere in the world		
3	PART 1	22	St Thomas (Madras), Legends respecting him	358	Now an idolatrous Gaui, aiming at one of these birds, let fly an arrow without seeing the saint, whom, however, it struck on the right side ; 				aiming,let,fly,seeing,struck	aiming,let,fly,seeing,struck	aiming at one of these birds,let fly an arrow without seeing the saint,fly an arrow without seeing the saint,seeing the saint,struck on the right side	one of these birds,an arrow,the saint,the right side		
3	PART 1	22	St Thomas (Madras), Legends respecting him	359	and finding himself thus wounded, he very mildly adored his Creator, and soon after expired.				finding,wounded,adored,expired	finding,wounded,adored,expired	finding himself thus wounded,wounded	himself		
3	PART 1	22	St Thomas (Madras), Legends respecting him	360	But before coming hither, he had converted many people in Nubia,as I will afterwards narrate.			Nubia	coming,had,converted,narrate	coming,had,converted,narrate	coming hither,had converted many people in Nubia , as I will afterwards narrate,converted many people in Nubia , as I will afterwards narrate,narrate	many people in Nubia , as I will afterwards narrate	many people in Nubia 	Nubia
3	PART 1	22	St Thomas (Madras), Legends respecting him	361	When a child in this province is born, they anoint him every day with the oil of sesame, which makes him become blacker than at birth; 				born,become	born,become	born,become blacker than at birth	blacker		
3	PART 1	22	St Thomas (Madras), Legends respecting him	362	for whoever is most deeply tinted is honoured in proportion.				honoured	honoured				
3	PART 1	22	St Thomas (Madras), Legends respecting him	363	Indeed, these people paint their god and all their idols black, and their devils white as snow.									
3	PART 1	22	St Thomas (Madras), Legends respecting him	364	The men, when they go to battle, place such faith in the ox as a holy thing, that they take the hair of the wild bull, and if they fight on a horse, attach it to the neck ; if on foot, to their shield ; thinking themselves thus better secured against every danger.				thinking,secured	thinking,secured	thinking themselves	themselves		
3	PART 1	22	St Thomas (Madras), Legends respecting him	365	Hence, the hair of this animal sells at a considerable price.									
3	PART 1	23	Lar ; the Bramins	366	Lar is a province lying westward of this place, and thence came originally all the Abraiamain in the world.	Lar		Lar	lying,came	lying,came	lying westward of this place,came originally all the			
3	PART 1	23	Lar ; the Bramins	367	These are the best and most honest of all merchants, and would not on any account tell a lie.				tell	tell	tell a lie	a lie		
3	PART 1	23	Lar ; the Bramins	368	They neither eat flesh nor drink wine, are faithful to their wives, and lead every way very virtuous lives.				lead	lead	lead every way very virtuous	every way		
3	PART 1	23	Lar ; the Bramins	369	They take nothing from any one, and do nothing that could be considered a sin.				be,considered	be,considered	be considered a sin,considered a sin	a sin		
3	PART 1	23	Lar ; the Bramins	370	They are all known by a silk thread worn over the shoulder, and tied beneath the opposite arm, so that it passes across both the breast and back.				known,worn,tied	known,worn,tied	known by a silk thread worn over the shoulder , and tied beneath the opposite arm , so that it passes across both the breast and back,worn over the shoulder , and tied beneath the opposite arm , so that it passes across both the breast and back,tied beneath the opposite arm	a silk thread worn over the shoulder , and tied beneath the opposite arm , so that it passes across both the breast and back,the shoulder,the opposite arm		
3	PART 1	23	Lar ; the Bramins	371	They have a rich king, who readily purchases precious stones, and enjoins that the merchants shall offer to him all the pearls brought from Maabar, for which he pays double the cost.			Maabar	offer,brought	offer,brought	offer to him all the pearls brought from Maabar , for which he pays double the cost,brought from Maabar , for which he pays double the cost	him,Maabar , for which he pays double the cost	Maabar 	Maabar
3	PART 1	23	Lar ; the Bramins	372	They therefore procure them in large quantities.				procure	procure	procure them in large quantities	them		
3	PART 1	23	Lar ; the Bramins	373	They are idolaters,and regard omens from birds and beasts more than any other nation in the world.									
3	PART 1	23	Lar ; the Bramins	374	I will tell you one of their customs: when one wishes to treat for any merchandise, he rises and observes his shadow in the sun ; 				tell,treat	tell,treat	tell you one of their customs : when one wishes to treat for any merchandise,treat for any merchandise	you,any merchandise		
3	PART 1	23	Lar ; the Bramins	375	and if it be of the due length, on that day, according to certain rules, he makes his bargain ; 				be,according	be,according	be of the due length , on that day , according to certain rules	the due length		
3	PART 1	23	Lar ; the Bramins	376	but if it be not long enough, he will not buy a single article.				be,buy	be,buy	be not long enough,buy a single article	a single article		
3	PART 1	23	Lar ; the Bramins	377	If they go to a house for this purpose, and see one of the animals named tarantula, which here greatly abound, they observe if it comes to them from a lucky quarter, in which case they buy ; 				see,named	see,named	see one of the animals named tarantula , which here greatly abound,named tarantula , which here greatly abound	one of the animals named tarantula , which here greatly abound,tarantula , which here greatly abound		
3	PART 1	23	Lar ; the Bramins	378	but if otherwise, they give up the transaction and go away.				go	go	go away			
3	PART 1	23	Lar ; the Bramins	379	Nay, I assure you, if one leaving his house hears a man sneeze in a manner that does not appear lucky, he stops and re-enters.				leaving,sneeze,appear	leaving,sneeze,appear	leaving his house,sneeze in a manner that does not appear lucky,appear lucky	his house,a manner that does not appear lucky		
3	PART 1	23	Lar ; the Bramins	380	Even if on his road he sees a swallow approaching from the right or left, in an unlucky manner, he returns.				swallow,approaching,left	swallow,approaching,left	swallow approaching from the right or left,approaching from the right	the right		
3	PART 1	23	Lar ; the Bramins	381	Their teeth are very good, through the use of an herb, which makes them look extremely well, and is very salutary.				look	look	look extremely well			
3	PART 1	23	Lar ; the Bramins	382	They never bleed from the vein or any other part, yet perfectly preserve their health.				preserve	preserve	preserve their health	their health		
3	PART 1	23	Lar ; the Bramins	383	There are among them an order named cuigui, who live to an extraordinary age, even 150 or 200 years, yet can perform all the service of the monastery and idols as well as younger men.				named,perform	named,perform	named cuigui , who live to an extraordinary age , even 150 or 200 years , yet can perform all the service of the monastery and idols as well as younger men,perform all the service of the monastery and idols as well as younger men	cuigui , who live to an extraordinary age , even 150 or 200 years ,,all the service of the monastery and idols as well as younger men		
3	PART 1	23	Lar ; the Bramins	384	This is owing to their great abstinence in eating and drinking ; 				owing	owing	owing to their great abstinence in eating and drinking	their great abstinence in eating and drinking		
3	PART 1	23	Lar ; the Bramins	385	for they subsist mostly on rice and milk.									
3	PART 1	23	Lar ; the Bramins	386	They mingle also quick silver and sulphur, making a beverage which they drink from their infancy, saying that it lengthens their lives.				making,saying	making,saying	making a beverage which they drink from their infancy , saying that it lengthens their lives,saying that it lengthens their lives	a beverage which they drink from their infancy , saying that it lengthens their lives		
3	PART 1	23	Lar ; the Bramins	387	There is also in this kingdom a religious order of more rigid cuigui, observing the strictest abstinence, leading a very rude and severe life, and going perfectly naked.				observing,leading,going	observing,leading,going	observing the strictest abstinence , leading a very rude and severe life , and going perfectly naked,leading a very rude and severe life,going perfectly naked	the strictest abstinence,a very rude and severe life		
3	PART 1	23	Lar ; the Bramins	388	They adore the ox, and many wear on their forehead a small effigy of one in copper or bronze gilded.									
3	PART 1	23	Lar ; the Bramins	389	They also burn the dung, and reduce it to a powder, with which they reverentially anoint many parts of their body, as Christians use holy water.				reduce	reduce	reduce it to a powder , with which they reverentially anoint many parts of their body	it		
3	PART 1	23	Lar ; the Bramins	390	They eat neither from spoon nor platter, but from large leaves, mostly of the apple of paradise.									
3	PART 1	23	Lar ; the Bramins	391	Even these must be dry ; 				be	be	be dry			
3	PART 1	23	Lar ; the Bramins	392	for if green, they are said to have a soul, which it would be sin to kill; 				said,have,be,kill	said,have,be,kill	said to have a soul , which it would be sin to kill,have a soul , which it would be sin to kill,be sin to kill,kill	a soul , which it would be sin to kill,sin,kill		
3	PART 1	23	Lar ; the Bramins	393	and they would rather die than commit towards any animal an action believed unlawful.				die,commit,believed	die,commit,believed	die,commit towards any animal,believed unlawful	any animal		
3	PART 1	23	Lar ; the Bramins	394	When asked why they feel no shame in going naked, they say, because they wish to have nothing belonging to this world, which they entered without clothing ; 				asked,going,have,belonging,entered	asked,going,have,belonging,entered	asked why they feel no shame in going naked,going naked,have nothing belonging to this world,belonging to this world,entered without clothing	nothing belonging to this world,this world,clothing		
3	PART 1	23	Lar ; the Bramins	395	and committing no sin, they have no reason to be ashamed.				committing,be	committing,be	committing no sin,be ashamed	no sin		
3	PART 1	23	Lar ; the Bramins	396	Besides, they kill no living creature, neither fly nor flea, nor hog nor worm, considering they have souls.				considering	considering	considering they have souls	they		
3	PART 1	23	Lar ; the Bramins	397	They will sleep on the earth without any covering, whence it is a great wonder they do not die, much more that they enjoy so long a life.				sleep,covering,whence,die	sleep,covering,whence,die	sleep on the earth without any covering , whence it is a great wonder they do not die , much more that they enjoy so long a life,covering , whence it is a great wonder they do not die,whence it is a great wonder they do not die,die	the earth,it		
3	PART 1	23	Lar ; the Bramins	398	They fast the whole year round, drinking only water.				drinking	drinking	drinking only water	only water		
3	PART 1	23	Lar ; the Bramins	399	Some reside in the monastery to serve the gods;				serve	serve	serve the gods	the gods		
3	PART 1	23	Lar ; the Bramins	400	 but before admission they undergo the following trial.				following	following				
3	PART 1	23	Lar ; the Bramins	401	The young girls offered to the idols caress these new candidates, and endeavour variously to entertain them.				offered,entertain	offered,entertain	offered to the idols,entertain them	the idols,them		
3	PART 1	23	Lar ; the Bramins	402	Such as appear to take any pleasure in these endearments, are rejected as unworthy ; 				take,rejected	take,rejected	take any pleasure in these endearments,rejected as unworthy	any pleasure,unworthy		
3	PART 1	23	Lar ; the Bramins	403	but if they show themselves totally indifferent, they are then retained.				retained	retained	retained			
3	PART 1	23	Lar ; the Bramins	404	Such are the customs of these cruel and perfidious idolaters, who burn the bodies of their dead, because otherwise they would breed worms, which after eating the flesh would starve, and thus involve in great sin the soul to which the body belonged.				breed,eating,starve,involve,belonged	breed,eating,starve,involve,belonged	breed worms , which after eating the flesh would starve , and thus involve in great sin the soul to which the body belonged,eating the flesh,starve , and thus involve in great sin the soul to which the body belonged,involve in great sin,belonged	the flesh,great sin		
3	PART 1	23	Lar ; the Bramins	405	But I will now cease saying any more about them.				cease,saying	cease,saying	cease saying any more about them,saying any more about them			
3	PART 1	24	City of Cail	406	Cail is a great and noble city, belonging to Asciar, eldest of the five brother-kings.	Cail	Asciar	Cail	belonging	belonging	belonging to Asciar , eldest of the five brother-kings	Asciar , eldest of the five brother-kings		
3	PART 1	24	City of Cail	407	Its port is frequented by all the ships from the west, Curmos, Quisci, Aden, and the whole of Arabia, laden with merchandise and horses.			Curmos, Quisci, Aden, Arabia	frequented	frequented	frequented by all the ships from the west , Curmos , Quisci , Aden , and the whole of Arabia , laden with merchandise and horses	all the ships		
3	PART 1	24	City of Cail	408	The merchants bring them hither as to a good market, frequented by purchasers from other quarters.				frequented	frequented	frequented by purchasers from other quarters	purchasers from other quarters		
3	PART 1	24	City of Cail	409	The king possesses immense treasures, and wears many precious stones.									
3	PART 1	24	City of Cail	410	He rules his nation very justly and uprightly, for which cause the merchants frequent it, and afford him great profit.				afford	afford	afford him great profit	him great profit		
3	PART 1	24	City of Cail	411	He has three hundred wives and upwards, holding it a high honour to increase their number.				holding,increase	holding,increase	holding it a high honour to increase their number,increase their number	it,their number		
3	PART 1	24	City of Cail	412	When discord arises among the five brother-kings, their mother, who is still alive, rushes between them, and will not allow them to fight.				allow,fight	allow,fight	allow them to fight,fight	them,fight		
3	PART 1	24	City of Cail	413	"Often, when they will not yield to her prayer, and are about to engage, she takes a knife and says, ""If you will not renounce this quarrel, I will kill myself presently, and cut away the paps with which I gave you milk."""				yield,engage,renounce,quarrel,kill,cut,gave	yield,engage,renounce,quarrel,kill,cut,gave	yield to her prayer,engage,renounce this quarrel,quarrel,kill myself presently , and cut away the paps with which I gave you milk,cut away the paps with which I gave you milk,gave you milk	her prayer,this,myself,you		
3	PART 1	24	City of Cail	414	When the sons see this great piety in their mother, they feel themselves bound to make peace.				bound,make	bound,make	bound to make peace,make peace	peace		
3	PART 1	24	City of Cail	415	But as soon as she is dead, they cannot fail to quarrel and destroy each other.				fail,quarrel,destroy	fail,quarrel,destroy	fail to quarrel and destroy each other,quarrel and destroy each other			
3	PART 1	24	City of Cail	416	All the natives here, as well as generally throughout India, have continually in their mouths the leaf called tembul.			India	called	called	called tembul	tembul		
3	PART 1	24	City of Cail	417	It affords them gratification, and its use has become quite habitual ;				become	become	become quite habitual			
3	PART 1	24	City of Cail	418	 after chewing they spit out the moisture.				chewing	chewing				
3	PART 1	24	City of Cail	419	The rich mix it with camphor and other aromatic drugs, and even with quick-lime.									
3	PART 1	24	City of Cail	420	When any one wishes to insult another in the grossest manner, he spits this juice in his face.									
3	PART 1	24	City of Cail	421	The injured party then hastens to the king, and declares his wish to decide the quarrel by combat.				decide,quarrel	decide,quarrel	decide the quarrel by combat,quarrel by combat	the,combat		
3	PART 1	24	City of Cail	422	His majesty furnishes him with a sword and small shield ;									
3	PART 1	24	City of Cail	423	and all the people assemble as spectators of the conflict, which is only terminated by the death of one of the parties.				terminated	terminated	terminated by the death of one of the parties	the death of one of the parties		
3	PART 1	24	City of Cail	424	They are not, however, allowed to strike with the point of the sword.				allowed,strike	allowed,strike	allowed to strike with the point of the sword,strike with the point of the sword	the point of the sword		
3	PART 1	24	City of Cail	425	Now let us depart and tell you of the kingdom of Coilon.			Coilon	let,depart,tell	let,depart,tell	let us depart and tell you of the kingdom of Coilon,depart and tell you of the kingdom of Coilon	us		
3	PART 1	25	Kingdom of Coilon	426	After departing from Maabar, and going south-west 500 miles, you arrive at Coilon.	Coilon		Maabar,Coilon	departing,going	departing,going	departing from Maabar , and going south-west 500 miles,going south-west 500 miles	Maabar,south-west 500 miles	Maabar	Maabar
3	PART 1	25	Kingdom of Coilon	427	The people are idolaters, yet among them are Christians and Jews.									
3	PART 1	25	Kingdom of Coilon	428	They have languages of their own, and a king tributary to no one.									
3	PART 1	25	Kingdom of Coilon	429	In this territory grows extremely good brazil-wood, called coilomin.				called	called				
3	PART 1	25	Kingdom of Coilon	430	Pepper greatly abounds, being collected in the months of May, June, and July; 				being,collected	being,collected	being collected in the months of May , June , and July,collected in the months of May , June , and July	the months of May , June , and July		
3	PART 1	25	Kingdom of Coilon	431	the trees are carefully planted and irrigated.				planted,irrigated	planted,irrigated	planted and irrigated			
3	PART 1	25	Kingdom of Coilon	432	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.				being,made,leave,given	being,made,leave,given	being made of an herb which they place in a great vessel , then pour in water ,,made of an herb which they place in a great vessel , then pour in water ,,leave it till the juice is given out,given out	an herb which they place in a great vessel,it		
3	PART 1	25	Kingdom of Coilon	433	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.				Being,placed	Being,placed	Being then placed in the hot sun			
3	PART 1	25	Kingdom of Coilon	434	In this country the heat of the sun can scarcely be endured ;				be,endured	be,endured	be endured,endured			
3	PART 1	25	Kingdom of Coilon	435	if you put an egg into any river, it will be boiled before you have gone any great distance.				be,boiled,gone	be,boiled,gone	be boiled before you have gone any great distance,boiled before you have gone any great distance,gone any great distance	any great distance		
3	PART 1	25	Kingdom of Coilon	436	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.			Manji, Arabia,Levant	bringing,carrying	bringing,carrying	bringing quantities of goods , and carrying away those of the country,carrying away those of the country	quantities of goods		
3	PART 1	25	Kingdom of Coilon	437	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of numerous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.									
3	PART 1	25	Kingdom of Coilon	438	The peacocks are much larger, handsomer, and of a different species from ours.									
3	PART 1	25	Kingdom of Coilon	439	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.									
3	PART 1	25	Kingdom of Coilon	440	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.				make	make	make a wine from sugar , which is good	a wine		
3	PART 1	25	Kingdom of Coilon	441	Every thing necessary to support life abounds.				support	support	support life			
3	PART 1	25	Kingdom of Coilon	442	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.				preserve	preserve	preserve the human body in health	the human body		
3	PART 1	25	Kingdom of Coilon	443	Both sexes are completely black, and wear no covering except a fine cloth about the middle.				wear,covering	wear,covering	wear no covering except a fine cloth about the middle,covering except a fine cloth about the middle	no,a fine cloth about the middle		
3	PART 1	25	Kingdom of Coilon	444	Their behaviour to each other shows little sense of propriety.									
3	PART 1	25	Kingdom of Coilon	445	A man will marry his cousin-german, the widow of his father, and even of his brother ; 				marry	marry	marry his cousin-german , the widow of his father , and even of his brother	his cousin-german , the widow of his father , and even		
3	PART 1	25	Kingdom of Coilon	446	this is the custom among all the people of India.			India						
3	PART 1	26	Comari (Cape Comorin)	447	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.	Comari		Comari,India,Java	had,seen,leaving,appeared,rising	had,seen,leaving,appeared,rising	had not seen since leaving Java,seen since leaving Java,leaving Java,appeared to us when thirty miles out at sea , rising about a cubit above the horizon,rising about a cubit above the horizon	Java,us when,a cubit above the horizon	Java	Java
3	PART 1	26	Comari (Cape Comorin)	448	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.				seem,be	seem,be	seem to be men,be men	men		
3	PART 1	26	Comari (Cape Comorin)	449	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.									
3	PART 1	26	Comari (Cape Comorin)	450	I will now proceed to Eli.			Eli	proceed	proceed	proceed to Eli	Eli	Eli	Eli
3	PART 1	27	Eli or Dely	451	Eli is a kingdom, about 300 miles west of Comari.	Eli		Eli,Comari						
3	PART 1	27	Eli or Dely	452	 The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners.									
3	PART 1	27	Eli or Dely	453	 I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.				tell,understand	tell,understand	tell you fully their customs and manners , which you will understand better , as we approach nearer home,understand better			
3	PART 1	27	Eli or Dely	454	There is no port except a large river, with a good entrance.									
3	PART 1	27	Eli or Dely	455	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.									
3	PART 1	27	Eli or Dely	456	The king is very rich, but not powerful in men; 									
3	PART 1	27	Eli or Dely	457	yet his dominions have such strong approaches, that he has no dread of invasion.									
3	PART 1	27	Eli or Dely	458	"If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, ""You were going to another place, but God sends you and yours to meù."""				destined,driven,seize,possess,saying,were,going	destined,driven,seize,possess,saying,were,going	destined for another port,driven hither by stress of weather,seize and possess themselves of all its cargo , saying,possess themselves of all its cargo , saying,saying,were going to another place,going to another place	another port,themselves of all,another place		
3	PART 1	27	Eli or Dely	459	In this they think themselves quite guiltless.									
3	PART 1	27	Eli or Dely	460	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.			Manji	being	being	being no port , but dangerous sandbanks	no port , but dangerous sandbanks		
3	PART 1	27	Eli or Dely	461	Those of Manji are least apprehensive, being provided with large wooden anchors.			Manji	being,provided	being,provided	being provided with large wooden anchors,provided with large wooden anchors	large wooden anchors		
3	PART 1	27	Eli or Dely	462	There are here lions and other wild beasts, with good hunting.									
3	PART 1	28	Melibar or Malabar	463	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.	Melibar		Melibar						
3	PART 1	28	Melibar or Malabar	464	The people are idolaters, and subject to no foreigner.									
3	PART 1	28	Melibar or Malabar	465	Here the northstar, at its greatest height, appears two cubits above the water.									
3	PART 1	28	Melibar or Malabar	466	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.			Gozurat	named,issue,plunder	named,issue,plunder	named Gozurat,issue annually a body of upwards of a hundred vessels , who capture other ships and plunder the merchants,plunder the merchants	Gozurat,the merchants	Gozurat	Gozurat
3	PART 1	28	Melibar or Malabar	467	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.				Being,doing,trade	Being,doing,trade	Being sea-robbers,doing great injury to trade,trade	sea-robbers,great injury,trade		
3	PART 1	28	Melibar or Malabar	468	These wicked corsairs form what they call a ladder on the sea ; 									
3	PART 1	28	Melibar or Malabar	469	twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.									
3	PART 1	28	Melibar or Malabar	470	When a merchantman comes in view, a light is kindled, which is repeated by one after another; 				kindled,repeated	kindled,repeated	kindled , which is repeated by one after another,repeated by one after another	one		
3	PART 1	28	Melibar or Malabar	471	so that no vessel sailing here can escape them.				escape	escape	escape them	them		
3	PART 1	28	Melibar or Malabar	472	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.				knowing,fight,beating	knowing,fight,beating	knowing well their wicked customs,fight a desperate battle , often beating them off with loss,beating them off with loss	a desperate battle,them		
3	PART 1	28	Melibar or Malabar	473	"The pirates then take the ship with all the goods, but do no injury to the men, saying to them, ""Go and collect another cargo, that we may have a chance of getting it too."""				saying,Go,collect,have,getting	saying,Go,collect,have,getting	saying to them , `` Go and collect another cargo,Go and collect another cargo,have a chance of getting it too,getting it too	them,a chance of getting it too,it		
3	PART 1	28	Melibar or Malabar	474	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.									
3	PART 1	28	Melibar or Malabar	475	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.				manufactured	manufactured				
3	PART 1	28	Melibar or Malabar	476	To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.				purchase	purchase	purchase these goods	these goods		
3	PART 1	28	Melibar or Malabar	477	Ships come even from the great province of Manji;			Manji						
3	PART 1	28	Melibar or Malabar	478	 and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.			Alexandria	forwarded	forwarded	forwarded to Alexandria	Alexandria	Alexandria	Alexandria
3	PART 1	28	Melibar or Malabar	479	Having told you now of Melibar, we shall go to Gozurat, but it would be too tedious to inform you of all the cities of these countries, they are so very numerous.			Melibar,Gozurat	Having,told,go,be,inform	Having,told,go,be,inform	Having told you now of Melibar,told you now of Melibar,go to Gozurat,be too tedious to inform you of all the cities of these countries,inform you of all the cities of these countries	you,Gozurat,you	Gozurat	Gozurat
3	PART 1	29	Kingdom of Gozurat	480	Gozurat, too, is a great kingdom to the west, having languages and a king of its own, and subject to no other.	Gozurat		Gozurat	having	having	having languages and a king of its own	languages and a king of its own		
3	PART 1	29	Kingdom of Gozurat	481	Here the north-star rises to the apparent height of six cubits.									
3	PART 1	29	Kingdom of Gozurat	482	The greatest pirates in the world live here, and have a most wicked custom ; 				live	live	live here , and have a most wicked custom			
3	PART 1	29	Kingdom of Gozurat	483	after taking a merchant, they make him drink tamarinds and sea-water, then examine carefully if he voids any pearls or precious stones, which are alleged to be usually swallowed on such emergencies.				taking,drink,examine,alleged,be,swallowed	taking,drink,examine,alleged,be,swallowed	taking a merchant,drink tamarinds and sea-water , then examine carefully if he voids any pearls or precious stones , which are alleged to be usually swallowed on such emergencies,examine carefully if he voids any pearls or precious stones , which are alleged to be usually swallowed on such emergencies,alleged to be usually swallowed on such emergencies,be usually swallowed on such emergencies	a merchant,tamarinds and sea-water , then		
3	PART 1	29	Kingdom of Gozurat	484	There is in this land a great quantity of pepper and indigo, with a good deal of ginger.									
3	PART 1	29	Kingdom of Gozurat	485	Cotton also abounds, and the trees which bear it, when twenty years old, rise to the height of six paces; 									
3	PART 1	29	Kingdom of Gozurat	486	but the produce is then unfit to be spun, and can only be used for quilting.				be,spun,be,used	be,spun,be,used	be spun,be used for quilting,spun,be spun,be used for quilting,used for quilting	quilting		
3	PART 1	29	Kingdom of Gozurat	487	Before twelve years, it is well fitted for the former purpose.				fitted	fitted	fitted for the former purpose	the former purpose		
3	PART 1	29	Kingdom of Gozurat	488	An immense quantity of  dressed leather is prepared from the skins of the goat, the buffalo, the wild ox, unicorn, and various other animals, and it is largely exported to Arabia and adjoining regions.			Arabia	dressed,prepared,exported	dressed,prepared,exported	prepared from the skins of the goat , the buffalo , the wild ox , unicorn , and various other animals,exported to Arabia and adjoining regions	the skins of the goat , the buffalo , the wild ox , unicorn , and various other animals,Arabia and adjoining regions	Arabia and adjoining regions	Arabia
3	PART 1	29	Kingdom of Gozurat	489	Coverlets of red leather are also framed, with representations of birds and beasts, most delicately interwoven with gold and silver thread.				framed,interwoven	framed,interwoven	framed , with representations of birds and beasts , most delicately interwoven with gold and silver thread,interwoven with gold and silver thread	gold and silver thread		
3	PART 1	29	Kingdom of Gozurat	490	They are wonderfally beautiful, and being used by the Saracens for sleeping upon, are worth ten mares of silver.				being,used,sleeping	being,used,sleeping	being used by the Saracens for sleeping upon,used by the Saracens for sleeping upon,sleeping upon	the Saracens		
3	PART 1	29	Kingdom of Gozurat	491	There are also cushions woven with gold, valued atten marcs.				woven,valued	woven,valued	woven with gold , valued atten marcs,valued atten marcs	gold , valued atten marcs,atten marcs		
3	PART 1	29	Kingdom of Gozurat	492	In short, this leather is embroidered for royal use, more delicately than in any other part of the world.				embroidered	embroidered	embroidered for royal use , more delicately than in any other part of the world	royal use		
3	PART 1	30	Tana (Bombay)	493	Tana is a great kingdom in the west ; 	Tana		Tana						
3	PART 1	30	Tana (Bombay)	494	the inhabitants idolaters, with a language of their own, under a sovereign subject to no other.									
3	PART 1	30	Tana (Bombay)	495	It does not produce pepper, or such spices as the other provinces ; but yields incense, not white, but of a brown colour.				produce	produce	produce pepper , or such spices as the other provinces ; but yields incense , not white , but of a brown colour	pepper , or such spices as the other provinces ; but yields incense , not white , but of a brown colour		
3	PART 1	30	Tana (Bombay)	496	There is a great trade in leather finely dressed, also in good cotton, both raw and made into cloth.				dressed,made	dressed,made	made into cloth	cloth		
3	PART 1	30	Tana (Bombay)	497	The merchants import gold, silver, brass, and other goods necessary for these kingdoms, receiving various articles in return.				receiving	receiving	receiving various articles	various articles		
3	PART 1	30	Tana (Bombay)	498	But I have a bad thing to tell you ; 				tell	tell	tell you	you		
3	PART 1	30	Tana (Bombay)	499	for many pirates issue hence, scouring the sea, and greatly injuring the sailors;				scouring,injuring	scouring,injuring	scouring the sea,injuring the sailors	the sea,the sailors		
3	PART 1	30	Tana (Bombay)	500	and the king sanctions their conduct, having made an agreement, that they bring to him all the horses captured, which are very numerous, being in great request over all India.			India	having,made,captured,being	having,made,captured,being	having made an agreement , that they bring to him all the horses captured,made an agreement , that they bring to him all the horses captured,captured,being in great request over all India	an agreement , that they bring to him all the horses captured,great request		
3	PART 1	30	Tana (Bombay)	501	But gold, silver, precious stones, and the rest of the cargo, belong to themselves.									
3	PART 1	30	Tana (Bombay)	502	Now this is bad and very unjust conduct.									
