chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases
3	PART 1	48	Great Battle between them	846	while his antagonist, not waiting his arrival, led on his troops to the encounter.				waiting,led	waiting,led	waiting his arrival,led on his troops to the encounter	his arrival,his troops
3	PART 1	48	Great Battle between them	847	They soon met, and the two great hosts, who had much desired the battle, rushed without delay against each other.				met,had,desired,rushed	met,had,desired,rushed	met,had much desired the battle,desired the battle,rushed without delay against each other	the battle,delay against each other
3	PART 1	48	Great Battle between them	848	Arrows flew like rain, chiefs fell to the ground, the air resounded with the cries and lamentations of the wounded and dying.				flew,fell,resounded,wounded,dying	flew,fell,resounded,wounded,dying	flew like rain,fell to the ground , the air resounded with the cries and lamentations of the wounded and dying,resounded with the cries	like rain,the ground , the air resounded with the cries and lamentations of the wounded
3	PART 1	48	Great Battle between them	849	Their arrows being exhausted, they rushed on with swords and spears; 				being,exhausted,rushed	being,exhausted,rushed	being exhausted,exhausted,rushed on with swords and spears	
3	PART 1	48	Great Battle between them	850	arms, hands, and heads were cut off, and the noise would have drowned the loudest thunder.				were,cut,have,drowned	were,cut,have,drowned	were cut off,cut off,have drowned the loudest thunder,drowned the loudest thunder	the loudest thunder
3	PART 1	48	Great Battle between them	851	In that day many brave men died, and many ladies were left disconsolate.				died,were,left	died,were,left	died,were left disconsolate,left disconsolate	
3	PART 1	48	Great Battle between them	852	Argon assuredly displayed great prowess, and set a gallant example ; 		Argon		displayed,set	displayed,set	set a gallant example	a gallant example
3	PART 1	48	Great Battle between them	853	but in vain,ortune turned against him,his men, compelled to flee, were pursued and slain in great numbers.				turned,compelled,flee,were,pursued,slain	turned,compelled,flee,were,pursued,slain	turned against him,compelled to flee,flee,were pursued and slain in great numbers,pursued and slain in great numbers	him
3	PART 1	48	Great Battle between them	854	Among the fugitives, he himself was captured, when the pursuers stopped and returned with him to their camp, rejoicing beyond measure.				was,captured,stopped,returned,rejoicing	was,captured,stopped,returned,rejoicing	was captured , when the pursuers stopped and returned with him to their camp , rejoicing beyond measure,captured , when the pursuers stopped and returned with him to their camp , rejoicing beyond measure,stopped and returned with him to their camp,returned with him to their camp,rejoicing beyond measure	him,measure
3	PART 1	48	Great Battle between them	855	Acomat caused him to be imprisoned and carefully guarded ; 		Acomat		caused,be,imprisoned,guarded	caused,be,imprisoned,guarded	caused him to be imprisoned and carefully guarded,be imprisoned and carefully guarded,imprisoned and carefully guarded	him
3	PART 1	48	Great Battle between them	856	then, being of a voluptuous disposition, he returned to court to enjoy the society of his numerous and handsome wives.				being,returned,enjoy	being,returned,enjoy	being of a voluptuous disposition,returned to court to enjoy the society of his numerous and handsome wives,enjoy the society of his numerous and handsome wives	a voluptuous disposition,court,the society of his numerous and handsome wives
3	PART 1	48	Great Battle between them	857	He instructed the commander of the host to guard the captive as himself, and return at leisure that his troops might not be fatigued.				instructed,guard,be,fatigued	instructed,guard,be,fatigued	instructed the commander of the host to guard the captive as himself , and return at leisure that his troops might not be fatigued,guard the captive as himself , and return at leisure that his troops might not be fatigued,be fatigued,fatigued	the commander of the host to guard the captive as himself , and return at leisure that his troops might not be fatigued,the captive as himself , and return
3	PART 1	48	Great Battle between them	858	He then departed, while Argon remained in chains, and so grieved, that death appeared to him desirable.		Argon		departed,remained,appeared	departed,remained,appeared	departed , while Argon remained in chains , and so grieved , that death appeared to him desirable,remained in chains , and so grieved , that death appeared to him desirable,appeared to him desirable	chains
3	PART 1	49	Final Issue of the Contest	859	Now there was a great and aged Tartar baron, who felt much pity for the prisoner, and bethought him how wicked it was to keep their lord in this condition.	Great Turkey			was,felt,was,keep	was,felt,was,keep	was a great and aged Tartar baron , who felt much pity for the prisoner ,,was to keep their lord in this condition,felt much pity for the prisoner,was a great and aged Tartar baron , who felt much pity for the prisoner ,,was to keep their lord in this condition,keep their lord in this condition	much pity for the prisoner,their lord
3	PART 1	49	Final Issue of the Contest	860	He resolved, therefore, to attempt his deliverance.				resolved,attempt	resolved,attempt	resolved , therefore , to attempt his deliverance,attempt his deliverance	his deliverance
3	PART 1	49	Final Issue of the Contest	861	He argued to this effect with many other chiefs, who, esteeming his wisdom, and conscious that he spake the truth, entirely agreed with him.				argued,esteeming,spake,agreed	argued,esteeming,spake,agreed	argued to this effect with many other chiefs , who , esteeming his wisdom , and conscious that he spake the truth , entirely agreed with him,esteeming his wisdom,spake the truth,agreed with him	this effect,his wisdom,the truth,him
3	PART 1	49	Final Issue of the Contest	862	Then Boga, who had made the proposal, Elcidai, Togan, Tegana, Taga, Tiar Oulatai, and Samagar, all went to the tent of the captive prince.		Boga,Elcidai, Togan, Tegana, Taga, Tiar Oulatai,Samagar		had,made,went	had,made,went	had made the proposal , Elcidai , Togan , Tegana , Taga , Tiar Oulatai , and Samagar,made the proposal , Elcidai , Togan , Tegana , Taga , Tiar Oulatai , and Samagar	the proposal , Elcidai , Togan , Tegana , Taga , Tiar Oulatai , and Samagar
3	PART 1	49	Final Issue of the Contest	863	The first, asthe eldest and the leader, addressed him thus,-Noble prince, we are now fully sensible of having acted wickedly towards you, and have determined to return to the right path; 				addressed,having,acted,determined,return	addressed,having,acted,determined,return	addressed him thus,-Noble prince,having acted wickedly towards you,acted wickedly towards you,determined to return to the right path,return to the right path	him,the right path,the right path
3	PART 1	49	Final Issue of the Contest	864	we will therefore deliver and own you as justly our liege lordù.				deliver,own	deliver,own	deliver and own you as justly our liege lord,own you as justly	you as justly
3	PART 1	49	Final Issue of the Contest	865	Argon, who thought they were mocking him, was both grieved and angry.		Argon		thought,were,mocking,was,grieved	thought,were,mocking,was,grieved	thought they were mocking him,were mocking him,mocking him,was both grieved and angry,grieved	they,him,both grieved and angry
3	PART 1	49	Final Issue of the Contest	866	My lords,said he, you have done wrong enough in seizing your sovereign and making him a captive.				said,done,seizing,making	said,done,seizing,making	said he,done wrong enough in seizing your sovereign and making him a captive,seizing your sovereign and making him a captive,making him a captive	he,your sovereign,him
3	PART 1	49	Final Issue of the Contest	867	Pray depart, and do not also make him a subject of mockeryù.				Pray,depart,make	Pray,depart,make	Pray depart , and do not also make him a subject of mockery,depart,make him a subject of mockery	him
3	PART 1	49	Final Issue of the Contest	868	Illustrious prince,said Boga,we positively speak the truth, and will make oath to it according to our lawù.		Boga		said,make,according	said,make,according	said Boga,make oath to it according to our law	Boga,oath to it
3	PART 1	49	Final Issue of the Contest	869	Then all the barons swore that they would obey him as their lord, while he in return bound himself in no degree to resent past wrongs, but hold each of them as dear as Abaga his father had done.		Abaga		swore,obey,bound,resent,had,done	swore,obey,bound,resent,had,done	swore that they would obey him as their lord,obey him as their lord,resent past wrongs,had done,done	him,past wrongs
3	PART 1	49	Final Issue of the Contest	870	They then freed him from his chains, and did homage to him.				freed,did	freed,did	freed him from his chains , and did homage to him,did homage to him	homage to him
3	PART 1	49	Final Issue of the Contest	871	He now ordered them to discharge their arrows against the tent of the melic; and that chief, named Soldan, who was the first after Acomat, and the commander of the whole host, was quickly slain.		Soldan,Acomat		ordered,discharge,named,was,was,slain	ordered,discharge,named,was,was,slain	ordered them to discharge their arrows against the tent of the melic ; and that chief , named Soldan , who was the first after Acomat , and the commander of the whole host , was quickly slain,discharge their arrows against the tent of the melic ; and that chief , named Soldan , who was the first after Acomat , and the commander of the whole host , was quickly slain,named Soldan , who was the first after Acomat , and the commander of the whole host,was the first after Acomat,was quickly slain,was the first after Acomat,was quickly slain	them,their arrows against the tent of the melic ; and that chief , named Soldan , who was the first after Acomat , and the commander of the whole host , was quickly slain,Soldan , who was the first after Acomat , and the commander of the whole host
3	PART 1	49	Final Issue of the Contest	872	Finding himself thus lord of all, he gave orders to march to the court, and was instantly obeyed.				Finding,gave,march,was,obeyed	Finding,gave,march,was,obeyed	Finding himself thus lord of all,gave orders to march to the court , and was instantly obeyed,march to the court,was instantly obeyed	himself,orders,the court
3	PART 1	49	Final Issue of the Contest	873	One day, thereafter, when Acomat was holding a splendid festival in his palace, a messenger came to him and said,Sire, I bring you with regret unwelcome tidings ;		Acomat		was,holding,came,said	was,holding,came,said	was holding a splendid festival in his palace,holding a splendid festival in his palace,came to him and said,said	a splendid festival,him
3	PART 1	49	Final Issue of the Contest	874	 the barons have delivered Argon, owned him as lord, and killed Soldan your faithful friend.		Argon,Soldan		delivered,owned,killed	delivered,owned,killed	delivered Argon,owned him as lord,killed Soldan your faithful friend	Argon,him,Soldan your faithful friend
3	PART 1	49	Final Issue of the Contest	875	They are coming now with their utmost speed to take and slay you.				coming,take,slay	coming,take,slay	coming now with their utmost speed to take and slay you,take and slay you	
3	PART 1	49	Final Issue of the Contest	876	He was then silent, but the other was completely amazed and terrified.				was,was,amazed,terrified	was,was,amazed,terrified	was then silent,was completely amazed and terrified,was then silent,was completely amazed and terrified,amazed and terrified	
3	PART 1	49	Final Issue of the Contest	877	However, as a bold and brave man, he ordered the messenger not to say a word to a living creature; then mounting on horseback, set out with a few trusty servants, to seek refuge with the Sultan of Babylon, leaving all in ignorance whither he had gone.			Babylon	brave,ordered,say,mounting,set,seek,leaving,had,gone	brave,ordered,say,mounting,set,seek,leaving,had,gone	ordered the messenger not to say a word to a living creature ; then mounting on horseback , set out with a few trusty servants , to seek refuge with the Sultan of Babylon , leaving all in ignorance whither he had gone,say a word to a living creature,mounting on horseback , set out with a few trusty servants , to seek refuge with the Sultan of Babylon , leaving all in ignorance whither he had gone,set out with a few trusty servants , to seek refuge with the Sultan of Babylon,seek refuge with the Sultan of Babylon,leaving all in ignorance whither he had gone,had gone,gone	the messenger not to say a word to a living creature,the Sultan of Babylon,a word,a living creature,horseback,refuge,all in ignorance whither he had gone
3	PART 1	49	Final Issue of the Contest	878	After marching six days, he came to the only pass by which he could penetrate.				marching,came,penetrate	marching,came,penetrate	marching six days,came to the only pass by which he could penetrate,penetrate	six days
3	PART 1	49	Final Issue of the Contest	879	The commander who guarded it knew him, and seeing him fleeing with only a few adherents, determined to seize him.				guarded,knew,seeing,fleeing,determined,seize	guarded,knew,seeing,fleeing,determined,seize	guarded it,knew him,seeing him fleeing with only a few adherents , determined to seize him,fleeing with only a few adherents , determined to seize him,determined to seize him,seize him	it,him,only a few adherents , determined to seize him,him
3	PART 1	49	Final Issue of the Contest	880	 Acomat entreated for mercy, and offered a great treasure as the price of liberty ; 		Acomat		entreated,offered	entreated,offered	entreated for mercy , and offered a great treasure as the price of liberty,offered a great treasure as the price of liberty	mercy,a great treasure as the price of liberty,the price of liberty
3	PART 1	49	Final Issue of the Contest	881	but the other, being greatly attached to Argon, replied that the wealth of the world would not prevent his placing him in his master's hands.		Argon		being,attached,replied,prevent,placing	being,attached,replied,prevent,placing	being greatly attached to Argon,replied that the wealth of the world would not prevent his placing him in his master 's hands,prevent his placing him in his master 's hands,placing him in his master 's hands	him
3	PART 1	49	Final Issue of the Contest	882	He prepared a large company, and set out with his captive, watching him so carefully as to make escape impossible.				prepared,set,watching,make	prepared,set,watching,make	prepared a large company,set out with his captive , watching him so carefully as to make escape impossible,watching him so carefully as to make escape impossible,make escape impossible	a large company,him,escape
3	PART 1	49	Final Issue of the Contest	883	They rode on to the court, where Argon had arrived only three days before, and been much vexed to find that his uncle had escaped ; 		Argon		rode,had,arrived,been,vexed,find,had,escaped	rode,had,arrived,been,vexed,find,had,escaped	rode on to the court , where Argon had arrived only three days before , and been much vexed to find that his uncle had escaped,had arrived only three days before , and been much vexed to find that his uncle had escaped,arrived only three days before , and been much vexed to find that his uncle had escaped,been much vexed to find that his uncle had escaped,vexed to find that his uncle had escaped,find that his uncle had escaped,had arrived only three days before , and been much vexed to find that his uncle had escaped,escaped	only three days,only three days
3	PART 1	49	Final Issue of the Contest	884	but when the guardian of the pass brought the fugitive before his presence, he felt the greatest possible joy.				brought,felt	brought,felt	brought the fugitive before his presence,felt the greatest possible joy	the fugitive,the greatest possible joy
3	PART 1	49	Final Issue of the Contest	885	He received the latter sternly, telling him that he would meet with the treatment he deserved; 				received,telling,meet,deserved	received,telling,meet,deserved	received the latter sternly , telling him that he would meet with the treatment,telling him that he would meet with the treatment,meet with the treatment,deserved	the latter,the treatment,him,the treatment
3	PART 1	49	Final Issue of the Contest	886	and without asking anyone's advice, he commanded him to be led forth and slain.				asking,commanded,be,led,slain	asking,commanded,be,led,slain	asking anyone 's advice,commanded him to be led forth and slain,be led forth and slain,led forth and slain,slain	anyone 's advice,him
3	PART 1	49	Final Issue of the Contest	887	 This mandate was speedily executed, and the body was thrown into a place where it was never seen more.				was,executed,was,thrown,was,seen	was,executed,was,thrown,was,seen	was speedily executed,was thrown into a place where it was never seen more,was speedily executed,was thrown into a place where it was never seen more,thrown into a place where it was never seen more,was speedily executed,was thrown into a place where it was never seen more,seen more	a place where it was never seen more
3	PART 1	49	Final Issue of the Contest	888	Thus have you heard the whole affair of Argon and of Acomat his uncle.		Argon,Acomat		heard	heard	heard the whole affair of Argon	the whole affair of Argon
3	PART 1	50	Reign of Argon	889	Argon was thus master of the palace andof the kingdom, and the barons from every quarter came to render him due homage and obedience.	Great Turkey	Argon		was,came,render	was,came,render	was thus master of the palace andof the kingdom,came to render him due homage and obedience,render him due homage and obedience	him
3	PART 1	50	Reign of Argon	890	After governing some time, he sent Casan his son with 30,000 men, to the country of the Arbor Secco, there to guard and secure his land and people.		Casan		governing,sent,guard,secure	governing,sent,guard,secure	governing some time,sent Casan his son with 30,000 men , to the country of the Arbor Secco , there to guard and secure his land and people,guard and secure his land and people	some time,Casan
3	PART 1	50	Reign of Argon	891	Argon began his reign in the year 1286, after Acomat had ruled two years.		Acomat		began,had,ruled	began,had,ruled	began his reign in the year 1286 , after Acomat had ruled two years,had ruled two years,ruled two years	his reign,two
3	PART 1	50	Reign of Argon	892	The former, after holding the sceptre six years, died, not without strong suspicions of poison.				holding,died	holding,died	holding the sceptre six years,died , not without strong suspicions of poison	the sceptre
3	PART 1	51	Reign of Quiacatu	893	When Argon was dead, his uncle, named Quiacatu, brother to Abaga, immediately seized the throne, which was easily effected, as Casan was distant at the Arbor Secco.	Great Turkey	Argon,Quiacatu,Abaga,Casan		was,named,seized,was,effected,was	was,named,seized,was,effected,was	was dead,was easily effected , as Casan was distant at the Arbor Secco,named Quiacatu , brother to Abaga,seized the throne , which was easily effected , as Casan was distant at the Arbor Secco,was dead,was easily effected , as Casan was distant at the Arbor Secco,was dead,was easily effected , as Casan was distant at the Arbor Secco	Quiacatu , brother to Abaga,the throne , which was easily effected , as Casan was distant at the Arbor Secco
3	PART 1	51	Reign of Quiacatu	894	The latter, when informed of these eyents, was much grieved at the death of his parent, and still more incensed at Quiacatu having seized his inheritance.		Quiacatu		informed,was,grieved,having,seized	informed,was,grieved,having,seized	informed of these eyents,was much grieved at the death of his parent , and still more incensed at Quiacatu having seized his inheritance,grieved at the death of his parent,having seized his inheritance,seized his inheritance	these eyents,the death of his parent,his inheritance
3	PART 1	51	Reign of Quiacatu	895	He was afraid, however, to march at once against him, but resolved, that at the proper time and place he would take as signal vengeance as his father had done on Acomat.		Acomat		was,march,resolved,take,had,done	was,march,resolved,take,had,done	was afraid , however , to march at once against him , but resolved , that at the proper time and place he would take as signal vengeance as his father had done on Acomat,march at once against him,resolved , that at the proper time and place he would take as signal vengeance as his father had done on Acomat,take as signal vengeance as his father had done on Acomat,had done on Acomat,done on Acomat	as signal vengeance,Acomat
3	PART 1	51	Reign of Quiacatu	896	Thus Quiacatu obtained general obedience, except over the troops whom Casan immediately commanded.		Quiacatu,Casan		obtained,commanded	obtained,commanded	obtained general obedience , except over the troops whom Casan immediately commanded,commanded	general obedience
3	PART 1	51	Reign of Quiacatu	897	He married the wife of Argon his nephew, and indulged largely in the pleasures of the seraglio.		Argon		married,indulged	married,indulged	married the wife of Argon his nephew , and indulged largely in the pleasures of the seraglio,indulged largely in the pleasures of the seraglio	the wife of Argon
3	PART 1	51	Reign of Quiacatu	898	At the end of two years, however, his death ensued, being occasioned by poison.				ensued,being,occasioned	ensued,being,occasioned	ensued , being occasioned by poison,being occasioned by poison,occasioned by poison	poison
3	PART 1	52	Contest between Baidu and Ghazan	899	Baidu, his uncle, and a Christian, then seized the sovereignty, and was generally obeyed, unless by Casan and his army.	Great Turkey	Baidu,Casan		seized,was,obeyed	seized,was,obeyed	was generally obeyed	
3	PART 1	52	Contest between Baidu and Ghazan	900	The latter, on learning these things, regretted much that he had not been able to punish Quiacatu, but determined to take such vengeance on Baidu, that the world might admire it.		Quiacatu,Baidu		learning,regretted,had,been,punish,determined,take,admire	learning,regretted,had,been,punish,determined,take,admire	learning these things,regretted much that he had not been able to punish Quiacatu , but determined to take such vengeance on Baidu , that the world might admire it,had not been able to punish Quiacatu , but determined to take such vengeance on Baidu , that the world might admire it,been able to punish Quiacatu,punish Quiacatu,determined to take such vengeance on Baidu , that the world might admire it,take such vengeance on Baidu , that the world might admire it,admire it	these things,Quiacatu,such vengeance,it
3	PART 1	52	Contest between Baidu and Ghazan	901	He marched without delay against that chief, who, informed of his approach, assembled a great force, and marched ten days' journey to meet him, when he encamped, and awaited his adversary, earnestly exhorting and encouraging his troops.				marched,informed,assembled,marched,meet,encamped,awaited,exhorting,encouraging	marched,informed,assembled,marched,meet,encamped,awaited,exhorting,encouraging	marched without delay against that chief , who , informed of his approach , assembled a great force , and marched ten days ' journey to meet him , when he encamped , and awaited his adversary , earnestly exhorting and encouraging his troops,informed of his approach,assembled a great force , and marched ten days ' journey to meet him,marched without delay against that chief , who , informed of his approach , assembled a great force , and marched ten days ' journey to meet him , when he encamped , and awaited his adversary , earnestly exhorting and encouraging his troops,meet him,encamped , and awaited his adversary , earnestly exhorting and encouraging his troops,awaited his adversary	delay,his approach,a great force,delay,him,his adversary
3	PART 1	52	Contest between Baidu and Ghazan	902	In two days Casan came up, and immediately a battle began, most bloody and desperate ;				came,began	came,began	came up,began , most bloody and desperate	
3	PART 1	52	Contest between Baidu and Ghazan	903	but it was vain for Baidu to struggle, since, as soon as the contest commenced, many of his men went over and fought on the side of his opponent.		Baidu		was,struggle,commenced,went,fought	was,struggle,commenced,went,fought	was vain for Baidu to struggle , since , as soon as the contest commenced , many of his men went over and fought on the side of his opponent,struggle,commenced,went over and fought on the side of his opponent,fought on the side of his opponent	vain for Baidu to struggle , since , as soon as the contest commenced , many of his men went over and fought on the side of his opponent,struggle,the side of his opponent
3	PART 1	52	Contest between Baidu and Ghazan	904	He was accordingly discomfited, and killed.				was,killed	was,killed	was accordingly discomfited , and killed,killed	
3	PART 1	52	Contest between Baidu and Ghazan	905	Casan, thus victorious, immediately marched to court and assumed the sovereignty, when all the barons paid him homage and obedience ; 		Casan		marched,assumed,paid	marched,assumed,paid	marched to court and assumed the sovereignty , when all the barons paid him homage and obedience,assumed the sovereignty , when all the barons paid him homage and obedience,paid him homage and obedience	court,the sovereignty , when all the barons paid him homage and obedience,him
3	PART 1	52	Contest between Baidu and Ghazan	906	and this was in the year 1294.				was	was	was in the year 1294	the year
3	PART 1	52	Contest between Baidu and Ghazan	907	Thus have you heard the whole train of affairs from Abaga down to Casan.		Abaga,Casan		heard	heard	heard the whole train of affairs from Abaga down to Casan	the whole train of affairs from Abaga down to Casan
3	PART 1	52	Contest between Baidu and Ghazan	908	You must likewise know that Alau, who conquered Bagdad, and was brother to Kublai, was ancestor to all the princes now named ; 		Alau,Kublai	Bagdad	know,conquered,was,was,named	know,conquered,was,was,named	know that Alau , who conquered Bagdad , and was brother to Kublai , was ancestor to all the princes now named,conquered Bagdad , and was brother to Kublai,was brother to Kublai,was ancestor to all the princes now named,was brother to Kublai,was ancestor to all the princes now named	Bagdad,brother to Kublai,ancestor to all the princes,brother to Kublai,ancestor to all the princes
3	PART 1	52	Contest between Baidu and Ghazan	909	for he was the father of Abaga, grandfather of Argon, who was the parent of Casan, now reigning.		Abaga,Argon,Casan		was,was,reigning	was,was,reigning	was the father of Abaga , grandfather of Argon , who was the parent of Casan , now reigning,was the father of Abaga , grandfather of Argon , who was the parent of Casan , now reigning	the father of Abaga , grandfather of Argon , who was the parent of Casan , now reigning,the father of Abaga , grandfather of Argon , who was the parent of Casan , now reigning
3	PART 1	52	Contest between Baidu and Ghazan	910	Having told you all about these Tartars of the East, I might go on to treat of Great Turkey ; 			Great Turkey	Having,told,go,treat	Having,told,go,treat	Having told you all about these Tartars of the East,told you all about these Tartars of the East,go on to treat of Great Turkey,treat of Great Turkey	you,Great Turkey
3	PART 1	52	Contest between Baidu and Ghazan	911	but the truth is, I have done so already, mentioning all the acts of Kaidu, so that I have nothing more to say, and shall therefore now tell you of the provinces and people that lie to the northward.		Kaidu		done,mentioning,say,tell	done,mentioning,say,tell	done so already , mentioning all the acts of Kaidu , so that I have nothing more to say,mentioning all the acts of Kaidu,say	all the acts of Kaidu
3	PART 1	53	Of Conci and his Northern Kingdom	912	In this quarter is a king named Conci.		Conci		named	named	named Conci	Conci
3	PART 1	53	Of Conci and his Northern Kingdom	913	He and all his people are Tartars, and adhere to the rudest and most brutal customs of that nation, never having changed since the time of Gengis Khan.		Gengis Khan		having,changed	having,changed	changed since the time of Gengis Khan	the time of Gengis Khan
3	PART 1	53	Of Conci and his Northern Kingdom	914	They have a god of felt, named Nacigai, to whom they also give a wife, calling these two lords of the earth, who guard all their corn, beasts, and landed property ; 		Nacigai		felt,named,calling,landed	felt,named,calling,landed	felt , named Nacigai , to whom they also give a wife , calling these two lords of the earth , who guard all their corn , beasts , and landed property,named Nacigai , to whom they also give a wife , calling these two lords of the earth , who guard all their corn , beasts ,,calling these two lords of the earth , who guard all their corn , beasts ,,landed property	Nacigai , to whom they also give a wife , calling these two lords of the earth , who guard all their corn , beasts ,,these two lords of the earth , who guard all their corn , beasts ,,property
3	PART 1	53	Of Conci and his Northern Kingdom	915	and when they get any victuals, they anoint with them the mouth of these deities.							
3	PART 1	53	Of Conci and his Northern Kingdom	916	The king is independent, being of the imperial lineage of Gengis, and a near relation of the great khan.		Gengis,Khan		being	being		
3	PART 1	53	Of Conci and his Northern Kingdom	917	He has neither cities nor castles, but his people reside in vast plains, diversified with valleys and mountains.				diversified	diversified	diversified with valleys and mountains	valleys and mountains
3	PART 1	53	Of Conci and his Northern Kingdom	918	They are very submissive to him, and he successfully studies to preserve among them peace and union.				preserve	preserve	preserve among them peace and union	them
3	PART 1	53	Of Conci and his Northern Kingdom	919	They have no grain, but live on milk and cattle, which abound, including camels, horses, oxen, sheep, and other animals.				live,including	live,including	live on milk and cattle , which abound , including camels , horses , oxen , sheep , and other animals	milk
3	PART 1	53	Of Conci and his Northern Kingdom	920	There are also bears, white all over, and longer than twenty palms, with foxes, large and black ; likewise a great number of sables, whose costly skins I have mentioned as worth each a thousand bezants.				mentioned	mentioned	mentioned as worth	
3	PART 1	53	Of Conci and his Northern Kingdom	921	The rats of Pharaoh are plentiful, and very large, affording food to the people during the whole summer.				affording	affording	affording food to the people during the whole summer	food
3	PART 1	53	Of Conci and his Northern Kingdom	922	In short, all kinds of wild beasts abound in this savage and trackless region.							
3	PART 1	53	Of Conci and his Northern Kingdom	923	I must also mention, that this king has a country in which horses cannot travel, on account of the numerous lakes and fountains, and the quantity of ice and mud.				mention,travel	mention,travel	mention , that this king has a country in which horses can not travel , on account of the numerous lakes and fountains , and the quantity of ice and mud,travel	travel
3	PART 1	53	Of Conci and his Northern Kingdom	924	This rugged tract extends thirteen days' journey, and at the end of each is a post-house to accom modate the messengers, with about forty dogs, almost as large as asses, to convey them from one post to the other.				convey	convey	convey them from one post to the other	them
3	PART 1	53	Of Conci and his Northern Kingdom	925	As wheeled carriages cannot travel here, they employ sledges, so formed as to move over the surface without sinking ; such, indeed, as are used in this country to convey hay and straw when there is great rain and mud.				wheeled,travel,formed,move,sinking,used,convey	wheeled,travel,formed,move,sinking,used,convey	travel here,move over the surface without sinking,used in this country to convey hay and straw when there is great rain and mud,convey hay and straw when there is great rain and mud	the surface,this country,hay and straw
3	PART 1	53	Of Conci and his Northern Kingdom	926	On the sledge is spread a bear's skin, whereon the messenger sits, and the dogs drag it direct to the following post.				spread,following	spread,following	spread a bear 's skin	a bear 's skin
3	PART 1	53	Of Conci and his Northern Kingdom	927	The guardian mounts a similar carriage, and guides him by the best and nearest way.							
3	PART 1	53	Of Conci and his Northern Kingdom	928	At the next post, they find another relay of sledges and dogs, and the one which conveyed them returns.				conveyed	conveyed	conveyed them returns	them
3	PART 1	53	Of Conci and his Northern Kingdom	929	The men dwelling in this wild country are very expert hunters, capturing many precious little animals, such as sables, ermines, and black foxes, whose skins yield a large profit.				capturing	capturing		
3	PART 1	53	Of Conci and his Northern Kingdom	930	They have engines so well contrived that no animal can escape.				escape	escape	escape	escape
3	PART 1	53	Of Conci and his Northern Kingdom	931	But owing to the extreme cold, all their habitations are under ground.				owing	owing	owing to the extreme cold	the extreme cold
3	PART 1	53	Of Conci and his Northern Kingdom	932	Having nothing more to mention, we shall depart and treat of a place where there is perpetual twilight.				Having,mention,depart,treat	Having,mention,depart,treat	Having nothing more to mention,mention,depart and treat of a place where there is perpetual twilight	nothing,mention
3	PART 1	54	The Region of Obscurity	933	You must know, that beyond this kingdom is a province called Obscurity, because there never appears either sun, moon, or star; 	Obscurity		Obscurity	know,called	know,called	know , that beyond this kingdom is a province called Obscurity , because there never appears either sun , moon , or star,called Obscurity	Obscurity
3	PART 1	54	The Region of Obscurity	934	but it is always dark, as with us during twilight.							
3	PART 1	54	The Region of Obscurity	935	The people have no ruler, but live like brutes.				live	live	live like brutes	brutes
3	PART 1	54	The Region of Obscurity	936	The Tartars, however, make occasional in roads in the following manner:-They ride on mares that have just brought forth foals, which last are left at the border.				following,brought,left	following,brought,left	brought forth foals , which last are left at the border,left at the border	the border
3	PART 1	54	The Region of Obscurity	937	They then traverse the country, plundering whatever they can find ; 				plundering,find	plundering,find	plundering whatever they can find,find	
3	PART 1	54	The Region of Obscurity	938	and when they wish to return, the mares, seeking to find their young, know the way better than the riders.				return,seeking,find,know	return,seeking,find,know	return,seeking to find their young,find their young,know the way better than the riders	return,their young,the way,the riders
3	PART 1	54	The Region of Obscurity	939	The people are all hunters, and take.				take	take	take	
3	PART 1	54	The Region of Obscurity	940	great numbers of sables, black foxes, and other animals with costly furs.							
3	PART 1	54	The Region of Obscurity	941	Those on their frontier meet them at a fixed period, purchase these skins, and sell them elsewhere with an ample profit.				meet,sell	meet,sell	meet them at a fixed period , purchase these skins , and sell them elsewhere with an ample profit,sell them elsewhere with an ample profit	them
3	PART 1	54	The Region of Obscurity	942	These people are tall and well made, but pale and colourless.				made	made		
3	PART 1	54	The Region of Obscurity	943	The territory borders on one side upon Great Russia, of which I shall now proceed to speak.			Great Russia	proceed,speak	proceed,speak	proceed to speak,speak	
3	PART 1	55	Description of Russia and several adjacent Countries	944	Russia is a very great province towards the north, inhabited by Christians, who follow the Greek Church.	Russia,Lac,Greater Sea, Constantinople,Black Sea.Venice		Russia	inhabited	inhabited	inhabited by Christians , who follow the Greek Church	Christians , who follow the Greek Church
3	PART 1	55	Description of Russia and several adjacent Countries	945	They have languages of their own, and several kings.							
3	PART 1	55	Description of Russia and several adjacent Countries	946	They are a very simple people, but extremely handsome, with a fair complexion.							
3	PART 1	55	Description of Russia and several adjacent Countries	947	The entrances and passes into it are very strong ; 							
3	PART 1	55	Description of Russia and several adjacent Countries	948	they own some small allegiance to the Tartar king of the West, named Toctai.		Toctai		named	named	named Toctai	Toctai
3	PART 1	55	Description of Russia and several adjacent Countries	949	The country yields few commodities, except an abundance of the furs already described, equal to any in the world.				described	described		
3	PART 1	55	Description of Russia and several adjacent Countries	950	There are considerable silver mines.							
3	PART 1	55	Description of Russia and several adjacent Countries	951	But now let us leave it, and describe the Greater Sea, with the provinces around.			Greater Sea	let,leave	let,leave	leave it	it
