chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	47	Argon and Acomat contend for the Persian Empire	831	After some time, one of them rose and said,-Noble sire, your nephew Argon wonders greatly at your seizing his kingdom, and coming thus to fight against him.		Argon		coming		rose,coming	rose,coming	rose,coming					coming ,rose		coming
3	PART 1	47	Argon and Acomat contend for the Persian Empire	832	This is not good conduct, nor due from an uncle towards a nephew; 															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	833	he therefore courteously prays you to abstain, and desiring neither war nor quarrel, will respect you as superior and father, both of himself and of the whole country?.										desiring,quarrel					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	834	Acomat answered,-My lords messengers, my nephew is entirely mistaken ;		Acomat													
3	PART 1	47	Argon and Acomat contend for the Persian Empire	835	 the land is mine, I conquered it along with his father.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	836	If he will consent, I will make him a great lord, endowing him with spacious estates, treating him as my son and the highest under myself; 						make		make		treating			make		make
3	PART 1	47	Argon and Acomat contend for the Persian Empire	837	otherwise, be assured, I will endeavour to put him to death?.								be	assured	be,assured,put	be	assured ,be		assured	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	838	The envoys then asked repeatedly, if they could hope for no other determination.					asked				asked	asked		asked			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	839	He replied, never in his lifetime.					replied				replied	replied		replied			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	840	They then departed, and rode to the camp of their lord, alighted at the tent, and told him his uncle's declaration.				departed,rode	told	departed,rode	departed,rode	departed,rode	told	told	told	told	departed ,rode	told	departed
3	PART 1	47	Argon and Acomat contend for the Persian Empire	841	Argon was greatly enraged, and said aloud in the hearing of all, that he would never live in comfort till the whole world had seen the signal vengeance he would take on his uncle.		Argon			said		seen	was,take	said	was,said,had,seen,take	was,said	said ,was		said	seen
3	PART 1	47	Argon and Acomat contend for the Persian Empire	842	He said to his chiefs,- Now let us without further delay march against these traitors and endeavour to destroy them.					said				said	said	said	said		said	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	843	The night was spent in busy preparation ; 								was		was	was	was			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	844	and Acomat Soldan, being warned by his spies, was equally active.		Acomat Soldan						being,was	warned	being,warned,was	being,was	being ,warned ,was			
3	PART 1	48	Great Battle between them	845	Next day Argon, having made all his arrangements, advanced in good order; 	Great Turkey	Argon		advanced		made,advanced	advanced	made		having,advanced			advanced ,made		made
3	PART 1	48	Great Battle between them	846	while his antagonist, not waiting his arrival, led on his troops to the encounter.				led		led	led			led			led		
3	PART 1	48	Great Battle between them	847	They soon met, and the two great hosts, who had much desired the battle, rushed without delay against each other.				rushed		rushed	rushed			met,had,desired,rushed			rushed		
3	PART 1	48	Great Battle between them	848	Arrows flew like rain, chiefs fell to the ground, the air resounded with the cries and lamentations of the wounded and dying.				flew		flew	flew,fell,wounded	flew					flew		flew,fell
3	PART 1	48	Great Battle between them	849	Their arrows being exhausted, they rushed on with swords and spears; 				rushed		rushed	rushed	being		being,rushed	being	being	rushed		
3	PART 1	48	Great Battle between them	850	arms, hands, and heads were cut off, and the noise would have drowned the loudest thunder.							cut	were		were,cut,have	were	were			
3	PART 1	48	Great Battle between them	851	In that day many brave men died, and many ladies were left disconsolate.				left		left	left	were,left		were,left	were	were	left		left
3	PART 1	48	Great Battle between them	852	Argon assuredly displayed great prowess, and set a gallant example ; 		Argon		displayed,set						set					
3	PART 1	48	Great Battle between them	853	but in vain,ortune turned against him,his men, compelled to flee, were pursued and slain in great numbers.				flee,pursued		turned,flee,pursued	turned,pursued	turned,were		turned,were	were	were	pursued ,turned		
3	PART 1	48	Great Battle between them	854	Among the fugitives, he himself was captured, when the pursuers stopped and returned with him to their camp, rejoicing beyond measure.				returned		returned	returned	was,returned		was,returned	was	was	returned		returned
3	PART 1	48	Great Battle between them	855	Acomat caused him to be imprisoned and carefully guarded ; 		Acomat						be		be	be	be			
3	PART 1	48	Great Battle between them	856	then, being of a voluptuous disposition, he returned to court to enjoy the society of his numerous and handsome wives.				returned		returned	returned	being,returned		being,returned	being	being	returned		returned
3	PART 1	48	Great Battle between them	857	He instructed the commander of the host to guard the captive as himself, and return at leisure that his troops might not be fatigued.					instructed			be	instructed	instructed,be	be	be ,instructed		instructed	
3	PART 1	48	Great Battle between them	858	He then departed, while Argon remained in chains, and so grieved, that death appeared to him desirable.		Argon		departed		departed	departed	departed,appeared					departed		departed
3	PART 1	49	Final Issue of the Contest	859	Now there was a great and aged Tartar baron, who felt much pity for the prisoner, and bethought him how wicked it was to keep their lord in this condition.	Great Turkey							was,was		was,was,keep	was,was	was ,was			
3	PART 1	49	Final Issue of the Contest	860	He resolved, therefore, to attempt his deliverance.										resolved					
3	PART 1	49	Final Issue of the Contest	861	He argued to this effect with many other chiefs, who, esteeming his wisdom, and conscious that he spake the truth, entirely agreed with him.					spake				argued	argued		argued		argued	
3	PART 1	49	Final Issue of the Contest	862	Then Boga, who had made the proposal, Elcidai, Togan, Tegana, Taga, Tiar Oulatai, and Samagar, all went to the tent of the captive prince.		Boga,Elcidai, Togan, Tegana, Taga, Tiar Oulatai,Samagar		went		made,went	went	made,went		had	went		made ,went		made,went
3	PART 1	49	Final Issue of the Contest	863	The first, asthe eldest and the leader, addressed him thus,-Noble prince, we are now fully sensible of having acted wickedly towards you, and have determined to return to the right path; 				return		return	return	return		addressed,having,return	addressed	addressed	return	addressed	return
3	PART 1	49	Final Issue of the Contest	864	we will therefore deliver and own you as justly our liege lord?.										deliver					
3	PART 1	49	Final Issue of the Contest	865	Argon, who thought they were mocking him, was both grieved and angry.		Argon						were,was		were,was	were,was	was ,were			
3	PART 1	49	Final Issue of the Contest	866	My lords,said he, you have done wrong enough in seizing your sovereign and making him a captive.					said	making	done	making	said	said	said	said	making	said	making
3	PART 1	49	Final Issue of the Contest	867	Pray depart, and do not also make him a subject of mockery?.				depart		depart,make	depart	depart,make		Pray			depart ,make		depart,make
3	PART 1	49	Final Issue of the Contest	868	Illustrious prince,said Boga,we positively speak the truth, and will make oath to it according to our law?.		Boga			said	make		make	said	said	said	said	make	said	make
3	PART 1	49	Final Issue of the Contest	869	Then all the barons swore that they would obey him as their lord, while he in return bound himself in no degree to resent past wrongs, but hold each of them as dear as Abaga his father had done.		Abaga					done			swore,had				swore	
3	PART 1	49	Final Issue of the Contest	870	They then freed him from his chains, and did homage to him.							did								
3	PART 1	49	Final Issue of the Contest	871	He now ordered them to discharge their arrows against the tent of the melic; and that chief, named Soldan, who was the first after Acomat, and the commander of the whole host, was quickly slain.		Soldan,Acomat			named			was,was		ordered,named,was,was	was,was	was ,was		named	
3	PART 1	49	Final Issue of the Contest	872	Finding himself thus lord of all, he gave orders to march to the court, and was instantly obeyed.				march		march		was		gave,was	was	was			
3	PART 1	49	Final Issue of the Contest	873	One day, thereafter, when Acomat was holding a splendid festival in his palace, a messenger came to him and said,Sire, I bring you with regret unwelcome tidings ;		Acomat		came	said	came	came	was,came	said	was,holding,said	was,holding,said	holding ,said ,was	came	said	came
3	PART 1	49	Final Issue of the Contest	874	 the barons have delivered Argon, owned him as lord, and killed Soldan your faithful friend.		Argon,Soldan								delivered					
3	PART 1	49	Final Issue of the Contest	875	They are coming now with their utmost speed to take and slay you.				coming		coming	coming	coming,take		take			coming		coming
3	PART 1	49	Final Issue of the Contest	876	He was then silent, but the other was completely amazed and terrified.								was,was		was,was	was,was	was ,was			
3	PART 1	49	Final Issue of the Contest	877	However, as a bold and brave man, he ordered the messenger not to say a word to a living creature; then mounting on horseback, set out with a few trusty servants, to seek refuge with the Sultan of Babylon, leaving all in ignorance whither he had gone.			Babylon	mounting,leaving,gone	say	leaving,gone	seek,leaving,gone	leaving,gone	say	ordered,say,set,leaving,had	say,gone	say	gone ,leaving	say	leaving,gone
3	PART 1	49	Final Issue of the Contest	878	After marching six days, he came to the only pass by which he could penetrate.				marching,came		marching,came	came	came					came		came
3	PART 1	49	Final Issue of the Contest	879	The commander who guarded it knew him, and seeing him fleeing with only a few adherents, determined to seize him.				fleeing		fleeing	seeing			knew,seeing	knew	knew			seeing
3	PART 1	49	Final Issue of the Contest	880	 Acomat entreated for mercy, and offered a great treasure as the price of liberty ; 		Acomat		entreated						entreated,offered					
3	PART 1	49	Final Issue of the Contest	881	but the other, being greatly attached to Argon, replied that the wealth of the world would not prevent his placing him in his master's hands.		Argon			replied			being	replied	being,replied,placing	being	being ,replied			
3	PART 1	49	Final Issue of the Contest	882	He prepared a large company, and set out with his captive, watching him so carefully as to make escape impossible.						make		make		prepared,set			make		make
3	PART 1	49	Final Issue of the Contest	883	They rode on to the court, where Argon had arrived only three days before, and been much vexed to find that his uncle had escaped ; 		Argon		rode,arrived,escaped		rode,arrived,escaped	rode,arrived	rode,arrived,been,find,escaped		had,been,vexed,had	been	been	arrived ,escaped ,rode		arrived,escaped
3	PART 1	49	Final Issue of the Contest	884	but when the guardian of the pass brought the fugitive before his presence, he felt the greatest possible joy.															
3	PART 1	49	Final Issue of the Contest	885	He received the latter sternly, telling him that he would meet with the treatment he deserved; 					telling				telling	telling,meet	telling	telling		telling	
3	PART 1	49	Final Issue of the Contest	886	and without asking anyone's advice, he commanded him to be led forth and slain.				led	asking	led	led	be	asking	asking,commanded,be,led	be	asking ,be	led		
3	PART 1	49	Final Issue of the Contest	887	 This mandate was speedily executed, and the body was thrown into a place where it was never seen more.							seen	was,was,was		was,was,thrown,was,seen	was,was,was	was ,was ,was			seen
3	PART 1	49	Final Issue of the Contest	888	Thus have you heard the whole affair of Argon and of Acomat his uncle.		Argon,Acomat													
3	PART 1	50	Reign of Argon	889	Argon was thus master of the palace andof the kingdom, and the barons from every quarter came to render him due homage and obedience.	Great Turkey	Argon		came		came	came	was,came		was,render	was	was	came	render	came
3	PART 1	50	Reign of Argon	890	After governing some time, he sent Casan his son with 30,000 men, to the country of the Arbor Secco, there to guard and secure his land and people.		Casan								sent					
3	PART 1	50	Reign of Argon	891	Argon began his reign in the year 1286, after Acomat had ruled two years.		Acomat								began,had					
3	PART 1	50	Reign of Argon	892	The former, after holding the sceptre six years, died, not without strong suspicions of poison.										holding	holding	holding			
3	PART 1	51	Reign of Quiacatu	893	When Argon was dead, his uncle, named Quiacatu, brother to Abaga, immediately seized the throne, which was easily effected, as Casan was distant at the Arbor Secco.	Great Turkey	Argon,Quiacatu,Abaga,Casan			named			was,was,was		was,named,was,was	was,was,was	was ,was ,was		named	
3	PART 1	51	Reign of Quiacatu	894	The latter, when informed of these eyents, was much grieved at the death of his parent, and still more incensed at Quiacatu having seized his inheritance.		Quiacatu						was	informed	informed,was,having	was	informed ,was		informed	
3	PART 1	51	Reign of Quiacatu	895	He was afraid, however, to march at once against him, but resolved, that at the proper time and place he would take as signal vengeance as his father had done on Acomat.		Acomat		march		march	done	was,take		was,resolved,take,had	was	was			
3	PART 1	51	Reign of Quiacatu	896	Thus Quiacatu obtained general obedience, except over the troops whom Casan immediately commanded.		Quiacatu,Casan								commanded					
3	PART 1	51	Reign of Quiacatu	897	He married the wife of Argon his nephew, and indulged largely in the pleasures of the seraglio.		Argon													
3	PART 1	51	Reign of Quiacatu	898	At the end of two years, however, his death ensued, being occasioned by poison.								being		being	being	being			
3	PART 1	52	Contest between Baidu and Ghazan	899	Baidu, his uncle, and a Christian, then seized the sovereignty, and was generally obeyed, unless by Casan and his army.	Great Turkey	Baidu,Casan						was		was	was	was			
3	PART 1	52	Contest between Baidu and Ghazan	900	The latter, on learning these things, regretted much that he had not been able to punish Quiacatu, but determined to take such vengeance on Baidu, that the world might admire it.		Quiacatu,Baidu						been,take		learning,regretted,had,been,take	been	been			
3	PART 1	52	Contest between Baidu and Ghazan	901	He marched without delay against that chief, who, informed of his approach, assembled a great force, and marched ten days' journey to meet him, when he encamped, and awaited his adversary, earnestly exhorting and encouraging his troops.				marched,marched	informed	marched,marched			informed,encouraging	informed,assembled,meet,exhorting		informed		informed	
3	PART 1	52	Contest between Baidu and Ghazan	902	In two days Casan came up, and immediately a battle began, most bloody and desperate ;				came		came	came	came		began			came		came
3	PART 1	52	Contest between Baidu and Ghazan	903	but it was vain for Baidu to struggle, since, as soon as the contest commenced, many of his men went over and fought on the side of his opponent.		Baidu		went		went	went	was,went		was	was,went	was	went		went
3	PART 1	52	Contest between Baidu and Ghazan	904	He was accordingly discomfited, and killed.								was		was	was	was			
3	PART 1	52	Contest between Baidu and Ghazan	905	Casan, thus victorious, immediately marched to court and assumed the sovereignty, when all the barons paid him homage and obedience ; 		Casan		marched		marched				paid					
3	PART 1	52	Contest between Baidu and Ghazan	906	and this was in the year 1294.								was		was	was	was			
3	PART 1	52	Contest between Baidu and Ghazan	907	Thus have you heard the whole train of affairs from Abaga down to Casan.		Abaga,Casan													
3	PART 1	52	Contest between Baidu and Ghazan	908	You must likewise know that Alau, who conquered Bagdad, and was brother to Kublai, was ancestor to all the princes now named ; 		Alau,Kublai	Bagdad		named			was,was		know,was,was,named	know,was,was	know ,was ,was		named	
3	PART 1	52	Contest between Baidu and Ghazan	909	for he was the father of Abaga, grandfather of Argon, who was the parent of Casan, now reigning.		Abaga,Argon,Casan						was,was		was,was	was,was	was ,was			
3	PART 1	52	Contest between Baidu and Ghazan	910	Having told you all about these Tartars of the East, I might go on to treat of Great Turkey ; 			Great Turkey	go	told	go	go	go	told	Having,told,treat	told,go	told	go	told	go
3	PART 1	52	Contest between Baidu and Ghazan	911	but the truth is, I have done so already, mentioning all the acts of Kaidu, so that I have nothing more to say, and shall therefore now tell you of the provinces and people that lie to the northward.		Kaidu			mentioning,say,tell		done		mentioning,say,tell	mentioning,say,tell	mentioning,say,tell	mentioning ,say ,tell		mentioning,say,tell	
3	PART 1	53	Of Conci and his Northern Kingdom	912	In this quarter is a king named Conci.		Conci			named					named				named	
3	PART 1	53	Of Conci and his Northern Kingdom	913	He and all his people are Tartars, and adhere to the rudest and most brutal customs of that nation, never having changed since the time of Gengis Khan.		Gengis Khan					changed			having					
3	PART 1	53	Of Conci and his Northern Kingdom	914	They have a god of felt, named Nacigai, to whom they also give a wife, calling these two lords of the earth, who guard all their corn, beasts, and landed property ; 		Nacigai		landed	named		landed		calling	named,calling		calling		named	
3	PART 1	53	Of Conci and his Northern Kingdom	915	and when they get any victuals, they anoint with them the mouth of these deities.															
3	PART 1	53	Of Conci and his Northern Kingdom	916	The king is independent, being of the imperial lineage of Gengis, and a near relation of the great khan.		Gengis,Khan						being		being	being	being			
3	PART 1	53	Of Conci and his Northern Kingdom	917	He has neither cities nor castles, but his people reside in vast plains, diversified with valleys and mountains.															
3	PART 1	53	Of Conci and his Northern Kingdom	918	They are very submissive to him, and he successfully studies to preserve among them peace and union.															
3	PART 1	53	Of Conci and his Northern Kingdom	919	They have no grain, but live on milk and cattle, which abound, including camels, horses, oxen, sheep, and other animals.															
3	PART 1	53	Of Conci and his Northern Kingdom	920	There are also bears, white all over, and longer than twenty palms, with foxes, large and black ; likewise a great number of sables, whose costly skins I have mentioned as worth each a thousand bezants.					mentioned				mentioned	mentioned	mentioned	mentioned		mentioned	
3	PART 1	53	Of Conci and his Northern Kingdom	921	The rats of Pharaoh are plentiful, and very large, affording food to the people during the whole summer.															
3	PART 1	53	Of Conci and his Northern Kingdom	922	In short, all kinds of wild beasts abound in this savage and trackless region.															
3	PART 1	53	Of Conci and his Northern Kingdom	923	I must also mention, that this king has a country in which horses cannot travel, on account of the numerous lakes and fountains, and the quantity of ice and mud.				travel	mention	travel	travel	travel	mention	mention	mention	mention	travel	mention	travel
3	PART 1	53	Of Conci and his Northern Kingdom	924	This rugged tract extends thirteen days' journey, and at the end of each is a post-house to accom modate the messengers, with about forty dogs, almost as large as asses, to convey them from one post to the other.				convey					convey	convey		convey		convey	
3	PART 1	53	Of Conci and his Northern Kingdom	925	As wheeled carriages cannot travel here, they employ sledges, so formed as to move over the surface without sinking ; such, indeed, as are used in this country to convey hay and straw when there is great rain and mud.				convey		travel,move	wheeled,travel,move	travel,move	convey	move,convey		convey	move ,travel	convey	travel,move
3	PART 1	53	Of Conci and his Northern Kingdom	926	On the sledge is spread a bear's skin, whereon the messenger sits, and the dogs drag it direct to the following post.						following	spread,following			spread			following		
3	PART 1	53	Of Conci and his Northern Kingdom	927	The guardian mounts a similar carriage, and guides him by the best and nearest way.															
3	PART 1	53	Of Conci and his Northern Kingdom	928	At the next post, they find another relay of sledges and dogs, and the one which conveyed them returns.									conveyed	conveyed		conveyed		conveyed	
3	PART 1	53	Of Conci and his Northern Kingdom	929	The men dwelling in this wild country are very expert hunters, capturing many precious little animals, such as sables, ermines, and black foxes, whose skins yield a large profit.															
3	PART 1	53	Of Conci and his Northern Kingdom	930	They have engines so well contrived that no animal can escape.				escape		escape		escape					escape		escape
3	PART 1	53	Of Conci and his Northern Kingdom	931	But owing to the extreme cold, all their habitations are under ground.															
3	PART 1	53	Of Conci and his Northern Kingdom	932	Having nothing more to mention, we shall depart and treat of a place where there is perpetual twilight.				depart	mention	depart	depart	depart	mention	Having,mention,treat	mention	mention	depart	mention	depart
3	PART 1	54	The Region of Obscurity	933	You must know, that beyond this kingdom is a province called Obscurity, because there never appears either sun, moon, or star; 	Obscurity		Obscurity		know				called	know,called	know	called ,know			
3	PART 1	54	The Region of Obscurity	934	but it is always dark, as with us during twilight.															
3	PART 1	54	The Region of Obscurity	935	The people have no ruler, but live like brutes.															
3	PART 1	54	The Region of Obscurity	936	The Tartars, however, make occasional in roads in the following manner:-They ride on mares that have just brought forth foals, which last are left at the border.						following,left	following,left	left		left			following ,left		left
3	PART 1	54	The Region of Obscurity	937	They then traverse the country, plundering whatever they can find ; 								find							
3	PART 1	54	The Region of Obscurity	938	and when they wish to return, the mares, seeking to find their young, know the way better than the riders.				return	know	return	return,seeking	return,find		return,know	know	know	return		return
3	PART 1	54	The Region of Obscurity	939	The people are all hunters, and take.								take		take					
3	PART 1	54	The Region of Obscurity	940	great numbers of sables, black foxes, and other animals with costly furs.															
3	PART 1	54	The Region of Obscurity	941	Those on their frontier meet them at a fixed period, purchase these skins, and sell them elsewhere with an ample profit.										meet					
3	PART 1	54	The Region of Obscurity	942	These people are tall and well made, but pale and colourless.						made		made					made		made
3	PART 1	54	The Region of Obscurity	943	The territory borders on one side upon Great Russia, of which I shall now proceed to speak.			Great Russia	proceed	speak		proceed		speak	proceed,speak	speak	speak		speak	
3	PART 1	55	Description of Russia and several adjacent Countries	944	Russia is a very great province towards the north, inhabited by Christians, who follow the Greek Church.	Russia,Lac,Greater Sea, Constantinople,Black Sea.Venice		Russia												
3	PART 1	55	Description of Russia and several adjacent Countries	945	They have languages of their own, and several kings.															
3	PART 1	55	Description of Russia and several adjacent Countries	946	They are a very simple people, but extremely handsome, with a fair complexion.															
3	PART 1	55	Description of Russia and several adjacent Countries	947	The entrances and passes into it are very strong ; 															
3	PART 1	55	Description of Russia and several adjacent Countries	948	they own some small allegiance to the Tartar king of the West, named Toctai.		Toctai			named					named				named	
3	PART 1	55	Description of Russia and several adjacent Countries	949	The country yields few commodities, except an abundance of the furs already described, equal to any in the world.					described					described	described	described		described	
3	PART 1	55	Description of Russia and several adjacent Countries	950	There are considerable silver mines.															
3	PART 1	55	Description of Russia and several adjacent Countries	951	But now let us leave it, and describe the Greater Sea, with the provinces around.			Greater Sea	leave		leave	leave	leave		leave			leave		leave
3	PART 1	55	Description of Russia and several adjacent Countries	952	But first let me tell you of a province lying between north and north-west, and bordering on Russia, named Lac, inhabited by a mixture of Christians and Saracens, and subject to a king.			Russia,Lac		tell,named				tell	tell,lying,named	tell	tell		tell,named	
3	PART 1	55	Description of Russia and several adjacent Countries	953	The people carry on merchandise and manufactures, and have a vast variety also of valuable furs.															
3	PART 1	55	Description of Russia and several adjacent Countries	954	But now I must go back to Russia, and mention something that I had forgot.			Russia	go	mention	go	go	go	mention	mention,had	go,mention	mention	go	mention	go
3	PART 1	55	Description of Russia and several adjacent Countries	955	It is so very extensive as to reach the ocean, where are isles on which pilgrim-falcons and gerfalcons are found, and carried to various parts of the world.				reach		reach	reach,carried	reach,found		reach,carried	reach	reach	reach	carried	reach
3	PART 1	55	Description of Russia and several adjacent Countries	956	Now from Russia to Oroech is no great distance ; 			Russia,Oroech												
3	PART 1	55	Description of Russia and several adjacent Countries	957	but the extreme cold renders the journey very difficult.															
3	PART 1	55	Description of Russia and several adjacent Countries	958	This would be the time to speak of the Strait of Constantinople and the mouth of the Great Sea; 			Constantinople,Great Sea		speak			be	speak	be,speak	be,speak	be ,speak		speak	
3	PART 1	55	Description of Russia and several adjacent Countries	959	but on considering that many others have written on the subject, we shall omit them, and proceed to treat of the Tartars of the West, and the lords by whom they are ruled.				proceed			proceed		written	considering,written,proceed,treat	written	written		written	
3	PART 1	56	Succession of Western Tartar Princes	960	The first lord of these Tartars was Sain, a very great and powerful king.		Sain						was		was	was	was			
3	PART 1	56	Succession of Western Tartar Princes	961	He conquered Russia, Comania, Alania, Lac, Mengiar, Zic, Gucia, and Gazaria.			Russia, Comania, Alania, Lac, Mengiar, Zic, Gucia,Gazaria												
3	PART 1	56	Succession of Western Tartar Princes	962	The inhabitants had all been Comanian ; but having no unity or connexion, lost their country, and were driven into various parts of the world, while those who remained became servants of this conqueror.				driven		driven	driven	been,were		had,been,having,were,driven	been,were	been ,were	driven		
3	PART 1	56	Succession of Western Tartar Princes	963	After him reigned successively Patu, Barka, Mungletemur, Totamongur, and Toctai, the present sovereign.		Patu, Barka, Mungletemur, Totamongur,Toctai													
3	PART 1	56	Succession of Western Tartar Princes	964	Having thus recounted the kings of the Western Tartars, I will now describe a great battle fought between Alau, lord of the East, and Barka, lord of the West, with the occasion which led to it.		Alau,Barka			describe	led	led		recounted	Having,recounted,describe,led	recounted,describe	describe ,recounted	led	recounted,describe	
3	PART 1	57	Dispute between Barka and Hoolaku	965	You must know that about the year 1261 there arose a great discord between these two monarchs.					know		arose			know	know	know			
3	PART 1	57	Dispute between Barka and Hoolaku	966	It was about a province on their respective frontier which each desired and would not yield, but resolved to seize it and see who would oppose him.							see	was		was,desired,resolved,see,oppose	was	was			see
3	PART 1	57	Dispute between Barka and Hoolaku	967	Thereupon they declared war, summoned their respective subjects, and made the greatest preparation almost ever known.					declared	made		made	declared	declared,summoned,known	declared,known	declared ,known	made	declared	made
3	PART 1	57	Dispute between Barka and Hoolaku	968	I assure you, in six months each had assembled full 300,000 horsemen, well provided with every warlike implement.										had,assembled					
3	PART 1	57	Dispute between Barka and Hoolaku	969	Alau, lord of the East, then set out with all his troops, and having rode many days, reached a wide plain between the Iron Gates and the Sea of Sarain.		Alau	Sea of Sarain	rode,reached		rode,reached	rode,reached	rode,reached		set,having,reached	reached	reached	reached ,rode		reached
3	PART 1	57	Dispute between Barka and Hoolaku	970	There he pitched his camp, which, I have heard, contained many rich tents, and made a splendid appearance.						made		made					made		made
3	PART 1	57	Dispute between Barka and Hoolaku	971	Being here on the frontier, he resolved to wait, and see if Barka would come.		Barka		come		come	see,come	come		Being,resolved,see			come		see,come
3	PART 1	57	Dispute between Barka and Hoolaku	972	That prince having completed his preparations, and learned the approach of his foe, without delay began his march.										having,learned,began					
3	PART 1	57	Dispute between Barka and Hoolaku	973	He rode on till he came to the great plain where his enemy was posted, and pitched his camp at ten miles' distance.				rode,came		rode,came	rode,came	rode,came,was		was,posted	was	was	came ,rode		came
3	PART 1	57	Dispute between Barka and Hoolaku	974	I declare to you, it was fully as beautiful as that of Alau, filled with tents and pavilions of cloth of gold.		Alau						was		was	was	was			
3	PART 1	57	Dispute between Barka and Hoolaku	975	His army, too, was more numerous, amounting, without a lie, to 350,000 horsemen.								was		was	was	was			
3	PART 1	57	Dispute between Barka and Hoolaku	976	They rested two days in their tents, when Barka thus addressed his men :- Noble chiefs, you know how, since coming to the sovereignty, I have loved you as brothers and sons; 		Barka		coming	addressed	coming	coming	rested,coming		addressed	addressed	addressed	coming	addressed	coming
3	PART 1	57	Dispute between Barka and Hoolaku	977	you have accompanied me in many great battles, and aided in conquering much territory.				accompanied		accompanied	accompanied						accompanied		
3	PART 1	57	Dispute between Barka and Hoolaku	978	Alau, a great and powerful prince, proposes wrongfully to fight against us; 		Alau													
3	PART 1	57	Dispute between Barka and Hoolaku	979	but having the right on our side, we may confidently expect to conquer, especially since our army is more numerous.										having,expect					
3	PART 1	57	Dispute between Barka and Hoolaku	980	In this confidence, then, noble chiefs, and having come so far for battle, let us prepare in three days to engage, arranging so wisely, and displaying such valour, that our fame may spread over the world?.				come		come	come,spread	come		having,prepare,spread			come		come
3	PART 1	57	Dispute between Barka and Hoolaku	981	He was then silent ; 								was		was	was	was			
3	PART 1	57	Dispute between Barka and Hoolaku	982	and we must now return to his antagonist, who, when he heard of his adversary's arrival with so great an army, assembled his principal men and said :- Noble brethren and friends, you have throughout all my life supported and aided me, enabling me to conquer in many battles; 				return	said	return	return	return	said	return,assembled,said,supported	said	said	return	said	return
3	PART 1	57	Dispute between Barka and Hoolaku	983	nor indeed ever fighting one in which we were not victorious.								were		were	were	were			
3	PART 1	57	Dispute between Barka and Hoolaku	984	We have come here to combat the great Barka, who indeed has as many and even more troops ; 		Barka		come		come	come	come					come		come
3	PART 1	57	Dispute between Barka and Hoolaku	985	but ours are braver, and I feel confident of victory.															
3	PART 1	57	Dispute between Barka and Hoolaku	986	I rejoice, then, to hear by the spies, that he is coming to give us battle in three days, and I expect every one to be well prepared, with his accustomed bravery, rather to die on the field with honour, than to suffer disgrace and discomfiture.				coming		coming	coming	coming,be		give,be,prepared	be	be	coming		coming
3	PART 1	58	Great Battle between them	987	On the appointed day Alau rose early, summoned his men to arms, and ranged them very skilfully in order of battle.		Alau				rose	rose,ranged	rose		summoned			rose		
3	PART 1	58	Great Battle between them	988	He formed thirty squadrons, each containing 10,000 horsemen, making in all the number of 300,000, with able leaders and captains.						making		making					making		making
3	PART 1	58	Great Battle between them	989	By his order his squadrons then advanced at a moderate pace over the plain, till they arrived mid-way between the two camps, where they stopped and awaited the enemy.				advanced,arrived,stopped		advanced,arrived	advanced,arrived	arrived		advanced			advanced ,arrived		arrived
3	PART 1	58	Great Battle between them	990	On the same morning, Barka similarly arranged his men, forming thirty-five squadrons of 10,000 each, with good officers and commanders.		Barka		arranged											
3	PART 1	58	Great Battle between them	991	He then made his troops ride forward to within half a mile of the enemy, when they halted, and again proceeded till the hosts, being within two bow-shots of each other, stopped and arranged their squadrons.				proceeded,stopped		made	proceeded	made,being		proceeded,being	being	being	made		made
3	PART 1	58	Great Battle between them	992	The plain was the largest and finest in all that country ; which, assuredly, was very necessary to afford a field of battle for such mighty armies, amounting to 650,000 men.								was,was		was,was	was,was	was ,was			
3	PART 1	58	Great Battle between them	993	Indeed Alau and Barka were the most powerful princes in the world, and were near relations too,-being both of the imperial lineage of Gengis Khan.		Alau,Barka,Gengis Khan						were,were		were,were	were,were	were ,were			
3	PART 1	58	Great Battle between them	994	The two great kings with all their troops being thus marshalled, impatiently waited for the naccar as a signal of battle.								being		being	being	being			
3	PART 1	58	Great Battle between them	995	When it sounded, the armies rushed forward and discharged arrows against each other.				rushed		rushed	rushed			sounded,rushed			rushed		
3	PART 1	58	Great Battle between them	996	The air was filled, and the sky became invisible; 								was		was	was	was			
3	PART 1	58	Great Battle between them	997	numbers of men and horses fell to the earth, which was covered with dead and dying.							fell	was		was,covered	was	was		covered	fell
3	PART 1	58	Great Battle between them	998	The arrows being exhausted, they struck dreadful blows with swords and spears ; 								being		being,struck	being	being			
