	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Person	Location	Spacy Location	Spacy Person	Spacy Organization
603	1	PART 1	44	On the Khans who reigned after the Death of Gengis	604	that when the bodies of the khans are carried to these mountains, the conductors put to the sword all the men whom they meet on the road, saying, Go and serve the great lord in the other world ;					
604	1	PART 1	44	On the Khans who reigned after the Death of Gengis	605	and they do the same to the horses, killing also for that purpose the best he has, You must know that when Mangou died, more than 20,000 men were slain, who had been met on the road when his body was removed to be buried.	Mangou				Mangou
605	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	606	Now since I have begun speaking of the Tartars, I will tell you many things about them.					
606	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	607	They abide during winter in plains and warm situations, where there is abundant herbage for their cattle; 					
607	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	608	and in summer they retire to cool places on mountains and high valleys, where water abounds.					
608	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	609	They have wooden houses covered with felt, of a round shape, which they convey with them wherever they go; 					
609	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	610	for they have them so well bound with twigs as to be easily carried.					
610	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	611	Whenever they take down and set up a house, the gate is always placed to the south.					
611	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	612	They have waggons so well covered with black felt, that if it should rain the whole day, no water would reach any thing within ; 					
612	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	613	and they are drawn by oxen and camels.					
613	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	614	On the top they place their wives and children ; 					
614	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	615	and I must tell you that the ladies buy, sell, and perform all the work necessary for their husbands, who do nothing but hunt, hawk, and go to war.					
615	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	616	They live on flesh, milk, and the produce of hunting, and likewise on rats of Pharaoh, which are found here in great numbers.			Pharaoh		
616	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	617	They eat also the flesh of camels, dogs, and indeed of every kind of animal, and drink mare's milk.					
617	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	618	They shun the seduction of married females, as a most vile and shameful thing; 					
618	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	619	and the wives are very faithful, performing extremely well the business of the household.					
619	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	620	Every man may take as many as he pleases, even to a hundred, if he can maintain them ; 					
620	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	621	yet they hold the first as the principal and most respectable.					
621	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	622	They scruple not to marry their cousins, and if the father dies, the eldest son may take all his wives, except his own mother ; 					
622	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	623	he marries also the widow of his deceased brother.					
623	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	624	They celebrate their marriages by great festivals.					
624	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	625	The Tartars, who believe in a deity of a sublime and heavenly nature, burn incense in censers to him, and pray that he may preserve them in health of mind and body.					
625	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	626	They have also one called Nacygai, whom they call their earthly god, who guards their children, cattle, and corn. 	Nacygai				
626	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	627	They fashion him of felt and cloth, keep him in their house, and pay him great honour and reverence.					
627	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	628	They make for him also a wife and children of cloth, placing the first on his left hand, and the latter in front.					
628	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	629	Before eating, they take the fat meat and anoint his mouth with it; then lay bread before the door of his chamber.					
629	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	630	Having done this, they say that their god and his family have had their share, and sit down to their own meals.					
630	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	631	 I told you that they drink mare's milk, but it is in such a manner that it seems white wine, being of an agreeable taste, and called chemius.					
631	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	632	The wealthy wear rich robes of gold and silk, with varied furs of the ermine, sable, and fox.					
632	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	633	Their harness is beautiful and of great value; 					
633	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	634	their arms are bows, swords, and clubs ; 					
634	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	635	but the first is more used than the others, because they are excellent archers.					
635	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	636	On their back they wear armour of buffalo and other very strong hides.					
636	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	637	I will tell you the manner in which they maintain justice.					
637	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	638	If a man has stolen an article of little value, they give him seven lashes, or seventeen, or twentyseven, going on thus always to three hundred and seven, and many die under them.					
638	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	639	If he steals a horse or any thing else for which he deserves to die, he is cut through the middle with a sword; 					
639	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	640	yet if he can pay nine times the value of what he has stolen, he is allowed to live.					
640	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	641	Every lord or other man, who owns oxen or any cattle, makes them be marked with his seal, and then allows them to feed on the plains or among the mountains ; 					
641	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	642	and whoever finds one straying brings it to him whose mark is upon it.					
642	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	643	The sheep and lambs, however, are guarded by a shepherd.					
643	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	644	Their cattle are all remarkably large, fat, and beautiful.					
644	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	645	They have another wonderful custom which I had forgot; 					
645	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	646	for when two men have one a son, the other a daughter, dead at the age of four, they marry them together, and represent the union by cards, which they set on fire, and when they see the flame and smoke ascending, they make great shouts and run backward and forward, saying that the dead are going to their children in the other world, and are to be husband and wife there.					
646	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	647	They do more, for they paint on cards the similitudes of men, horses, cloths, bezants, and harness, then burn them, and say that all these things will be possessed by their children in the other world.					
647	1	PART 1	46	On their Wars, and the Order of their Armies	648	The Tartars are good men-at-arms in battle, capable of much endurance; 					
648	1	PART 1	46	On their Wars, and the Order of their Armies	649	and they can go through more warlike toil than other men.					
649	1	PART 1	46	On their Wars, and the Order of their Armies	650	Often, when necessary, one of them will remain a month without any food, except the milk of a mare and the flesh of animals killed by him in hunting, his horse feeding on the grass, without his needing to bring barley or straw.					
650	1	PART 1	46	On their Wars, and the Order of their Armies	651	He is very obedient to his master, and when necessary will remain the whole night armed on horseback.					
651	1	PART 1	46	On their Wars, and the Order of their Armies	652	They are the men in the world most capable of enduring fatigue and trouble, subsisting at the least expense, and best fitted for conquering lands and kingdoms.					
652	1	PART 1	46	On their Wars, and the Order of their Armies	653	They arrange their armies in the following manner.					
653	1	PART 1	46	On their Wars, and the Order of their Armies	654	When a Tartar lord goes to war, he has with him 100,000 men.					Tartar
654	1	PART 1	46	On their Wars, and the Order of their Armies	655	He places a chief over every ten, every hundred, every thousand, every ten thousand, so that each officer, even the commander of the hundred thousand, has to deal only with ten persons;					
655	1	PART 1	46	On their Wars, and the Order of their Armies	656	for he gives his orders to the chiefs of ten thousand, they to those of one thousand, they to those of a hundred ; 					
656	1	PART 1	46	On their Wars, and the Order of their Armies	657	and thus every man answers to his captain.					
657	1	PART 1	46	On their Wars, and the Order of their Armies	658	The hundred thousand is called a tut, and ten thousand a toman.	tut,toman				
658	1	PART 1	46	On their Wars, and the Order of their Armies	659	When the armies are marching through plains and mountains, they send 200 men two days in advance, also behind and on each side, so that they cannot he attacked by surprise.					
659	1	PART 1	46	On their Wars, and the Order of their Armies	660	And when they are marching a long way they carry no baggage, but merely two large leathern bags, in which they put their milk, and a little earthen pot for cooking their victuals.					
660	1	PART 1	46	On their Wars, and the Order of their Armies	661	They take a small tent, under which they remain during rain.					
661	1	PART 1	46	On their Wars, and the Order of their Armies	662	And I tell you also, that when necessary they ride full ten days without food, and without lighting a fire; 					
662	1	PART 1	46	On their Wars, and the Order of their Armies	663	but piercing a vein of their horse, they drink his blood.					
663	1	PART 1	46	On their Wars, and the Order of their Armies	664	They have likewise their milk dried into a species of paste, which, when about to use, they stir till it becomes liquid and can be drunk.					
664	1	PART 1	46	On their Wars, and the Order of their Armies	665	When they go to battle with their enemies, they conquer in this manner: they apparently betake themselves to a shameful flight, for they have so trained their horses that they turn round and round like dogs.					
665	1	PART 1	46	On their Wars, and the Order of their Armies	666	And when they are fleeing and hotly pursued, they fight as well as when they face the enemy ; 					
666	1	PART 1	46	On their Wars, and the Order of their Armies	667	for in their swiftest flight they wheel about and discharge their arrows, which kill both men and horses of the opposite army, who, when they think their adversaries discomfited and vanquished, fall themselves one after the other.					
667	1	PART 1	46	On their Wars, and the Order of their Armies	668	When the Tartars have thus made a great slaughter, they turn and rush on so violently, that they soon gain a complete triumph.					
668	1	PART 1	46	On their Wars, and the Order of their Armies	669	All that I have told you here applies to the genuine Tartars ; 				Tartars	
669	1	PART 1	46	On their Wars, and the Order of their Armies	670	but they are now much altered ; 					
670	1	PART 1	46	On their Wars, and the Order of their Armies	671	those who live in Cathay have adopted the manners and customs of the idolaters ; 		Cathay			Cathay
671	1	PART 1	46	On their Wars, and the Order of their Armies	672	those in the Levant imitate the Saracens.		Levant	Levant	Saracens	
672	1	PART 1	46	On their Wars, and the Order of their Armies	673	I have said nothing here of the mighty acts of the great khan, the sire of all the Tartars, nor of his splendid imperial court ; 	khan				
673	1	PART 1	46	On their Wars, and the Order of their Armies	674	for these wonderful things are described elsewhere in this book.					
674	1	PART 1	46	On their Wars, and the Order of their Armies	675	But let us now return to our route on the great plain where we were when we began to speak of their actions.					
675	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	676	When you depart from Karakorum, and from Altai, where the khans are interred, as I have related above, you go northwards through a country which is called the plain of Bangu, and continues during a journey of forty days.		Karakorum,Altai,Bangu	Bangu	Altai	Karakorum
676	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	677	The inhabitants, who are called Mecri, and are very savage, live on the flesh of animals, chiefly deer, nay I assure you that they ride upon these animals.	Mecri				Mecri
677	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	678	Their customs resemble those of the Tartars, and they are subject to the great khan.	khan				
678	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	679	They have neither corn nor wine, but in summer abundance of beasts and birds for hunting and hawking ; 					
679	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	680	though in winter none remain in the country on account of the intense cold.					
680	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	681	After travelling these forty days you come to the ocean ; 					
681	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	682	and there is found a mountain, where the peregrine falcons build their nests.					
682	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	683	You must know this place contains neither men nor women, nor beasts, nor any birds, except one species, which is called barghenlac, on which the hawks feed.	`	barghenlac			
683	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	684	They are of the size of partridges, have feet like parrots, and tails like swallows, and they fly very swiftly.					
684	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	685	When the great khan wishes peregrine falcons, he sends thither for them. 	khan				
685	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	686	In an island of that sea, too, are bred the gerfalcons; 					
686	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	687	and I assure you the place is so far north, that the polestar remains behind, and is seen to the south.					
687	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	688	Those birds are bred on that isle in such abundance, that the great khan obtains as many as he pleases; 	khan				
688	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	689	while others are conveyed to Argon and other lords of the East.	Argon		Argon, East		
689	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	690	Now that I have told you of these northern provinces as far asthe ocean, let us return to Canpicion.		Canpicion	Canpicion		
690	1	PART 1	48	On the great City of Erginul	691	When a man departs from that city, he goes five days eastward through a country where there are many spirits, who are often heard speaking during the night.					
691	1	PART 1	48	On the great City of Erginul	692	You then find a kingdom called Erginul,belonging to the great khan, and included in the large province of Tangut.	khan	Erginul,Tangut			Erginul ,Tangut
692	1	PART 1	48	On the great City of Erginul	693	There are a good many towns, the chief one bearing the same name ; 					
693	1	PART 1	48	On the great City of Erginul	694	and the people are a mixture of Nestorian Christians, idolaters, and Mohammedans.					
694	1	PART 1	48	On the great City of Erginul	695	Proceeding thence south-east, you come into the country of Cathay, when you will find in the way a city named Singuy.		Cathay,Singuy	Singuy		Cathay
695	1	PART 1	48	On the great City of Erginul	696	There are a good many other towns, still in Tangut, and subject to the great khan; 	khan	Tangut			Tangut
696	1	PART 1	48	On the great City of Erginul	697	and the inhabitants are as above described.					
697	1	PART 1	48	On the great City of Erginul	698	There are a vast number of wild oxen, as large as elephants, and very beautiful, their back being entirely covered with white and black hair, three palms long.					
698	1	PART 1	48	On the great City of Erginul	699	These animals are also caught and tamed, when they do twice as much work as the common ox.					
699	1	PART 1	48	On the great City of Erginul	700	This country, too, produces the best musk in the world, and I will describe the animal by which it is supplied.					
700	1	PART 1	48	On the great City of Erginul	701	It is small, about the size of an antelope, which it resembles in the feet and tail, but has a soft thick hair like the stag, no horns, only four teeth, two above and two below, three inches long and very sharp.					
701	1	PART 1	48	On the great City of Erginul	702	It is a beautiful creature; 					
702	1	PART 1	48	On the great City of Erginul	703	and, on its being taken, there is found a bag between the skin and the flesh, containing a bloody imposthume, which, when the skin is cut through, is drawn out, and forms the musk whence issues so strong an odour.					
703	1	PART 1	48	On the great City of Erginul	704	In this country it is very abundant, and of good quality.					
704	1	PART 1	48	On the great City of Erginul	705	The people also raise plenty of corn,and engage in merchandise and manufactures.					
705	1	PART 1	48	On the great City of Erginul	706	The region extends to a journey of full twentyfive days.					
706	1	PART 1	48	On the great City of Erginul	707	There are pheasants twice as large as ours, with tails from seven to ten palms long.					
707	1	PART 1	48	On the great City of Erginul	708	Others resemble ours; 					
708	1	PART 1	48	On the great City of Erginul	709	and there are various birds, with finely coloured wings.					
709	1	PART 1	48	On the great City of Erginul	710	The people, who are idolaters, are fat, with small noses, black hair, and no beard unless on the chin.					
710	1	PART 1	48	On the great City of Erginul	711	The ladies have no hair except on the head, and are every way very handsome.					
711	1	PART 1	48	On the great City of Erginul	712	The men are voluptuous, and are authorized by their law and usage to take as many wives as they can maintain.					
712	1	PART 1	48	On the great City of Erginul	713	If a woman is beautiful, though of humble birth, a great baron readily espouses her, giving to her mother such a sum of money as may be agreed on.					
713	1	PART 1	49	On the Province of Egrigaia	714	When a man departs from Erginul, and goes eight days castward, he finds a province of Tangut called Egrigaia, where there are cities and castles, and the chief one is named Calacian.	Calacian	Erginul,Tangut,Egrigaia			Erginul ,Tangut ,Egrigaia
714	1	PART 1	49	On the Province of Egrigaia	715	The people are idolaters ; 					
715	1	PART 1	49	On the Province of Egrigaia	716	yet there are three towns held by Nestorian Christians.					
716	1	PART 1	49	On the Province of Egrigaia	717	They are subject to the great Tartar;					Tartar
717	1	PART 1	49	On the Province of Egrigaia	718	 and in this city is made cloth of camels' hair, the most beautiful and valuable in the world.					
718	1	PART 1	49	On the Province of Egrigaia	719	There is a kind of wool whence they manufacture very fine white camlets in great quantities.					
719	1	PART 1	49	On the Province of Egrigaia	720	These the merchants convey by many routes to Cathay and other parts throughout the world.		Cathay			Cathay
720	1	PART 1	49	On the Province of Egrigaia	721	Now let us go to Tenduc, in the territory of Prester John.	Prester John	Tenduc		Prester John	
721	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	722	Tenduc is a province towards the east,where there are cities and castles, and the chief one bears the same name.		Tenduc			
722	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	723	The people belong to the great khan, like all those formerly subject to Prester John.	khan,Prester John			Prester John	
723	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	724	In this province there is a king named George, descended from that prince, and who indeed enjoys his power.	George			George	
724	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	725	He holds the land under the khan, but only a part of that which was possessed by his ancestor.	khan				
725	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	726	I assure you, however, that the khans have often given their daughters and female relations to the reigning kings of this line.					
726	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	727	In this province are found the stones whence azure is made ; 					
727	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	728	they are plentiful and good.					
728	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	729	Camlets, too, are woven of camels' hair.					
729	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	730	The natives live on cattle and the fruits of the earth, and have likewise some merchandise and manufactures.					
730	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	731	The Christians, as already mentioned, are masters of the land ;					
731	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	732	but there are also idolaters and worshippers of Mohammed.	Mohammed			Mohammed	
732	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	733	There is likewise a people called Argon, meaning in French Guasmul, that is, mixed of two different races.	Argon,Guasmul		Argon		
733	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	734	They are handsomer than the others, more prudent and commercial.					
734	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	735	Know that in this province was the chief seat of Prester John, when he ruled over the Tartars and all the surrounding countries ;	Prester John			Prester John	
735	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	736	 and this George is the sixth in succession from him.	George			George	
736	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	737	This, too, is the place which we in our country call Gog and Magog, but they call it Ung and Mungul ;		Gog and Magog,Ung and Mungul		Gog ,Magog ,Ung	Mungul
737	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	738	and in each province was a different race of people,-in Ung were the Gog, and in Mungul dwelt the Tartars.		Ung,Mungul	Mungul	Gog	
738	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	739	When a man rides through that province seven days eastward towards Cathay, he finds many cities and castles.		Cathay			Cathay
739	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	740	 The inhabitants are Mohammedans, idolaters, and Christians ; 					
740	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	741	they carry on trade, and manufacture fine gilded cloths, called nascisi, with various kinds of silk cloth, and are subject to the great khan.	khan				
741	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	742	There is a city named Sindacui, with many manufactures of harness and trappings necessary for an army.		Sindacui			
742	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	743	In the mountains of that country is a place named Idifu, where there is a very productive silver mine.		Idifu	Idifu		
743	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	744	They have no want Of beasts and birds for hunting.					
744	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	745	Now let us depart from this province and its cities, and travel three days, when we shall find a town named Cianganor, in which is a fine palace of the great khan.	khan	Cianganor		Cianganor	
745	1	PART 1	51	On the City of Chandu	746	Departing from this city, and travelling three days between north and north-east, you come to another named Chandu,built by Kublai, the great khan now reigning.	Kublai,khan	Chandu		Kublai	Chandu
746	1	PART 1	51	On the City of Chandu	747	Here he has built a most magnificent palace.					
