	Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	WordNet Travel	FrameNet Travel
503	503	1	PART 1	36	Of the City of Kamul	504	When a stranger comes to lodge in a house, the master is highly pleased, and leaves him with his wife, desiring her to treat him in every respect as a husband, while he himself goes and spends two or three days elsewhere.				lodge,desiring,treat	lodge,desiring,treat		
504	504	1	PART 1	36	Of the City of Kamul	505	All the men of the province proceed in this manner, and do not account it any disgrace.				proceed,account	proceed,account	proceed	
505	505	1	PART 1	36	Of the City of Kamul	506	The women are handsome, gay, and fond of diversion.							[]
506	506	1	PART 1	36	Of the City of Kamul	507	Now, when Mangou Khan reigned as sire of the Tartars, it was reported to him how the people of Kamul gave over their wives to strangers, when he sent orders that, under a severe penalty, travellers should not be henceforth entertained in this manner.		Mangou Khan	Kamul	reigned,was,reported,gave,sent,be,entertained	reigned,was,reported,gave,sent,be,entertained		was,be
507	507	1	PART 1	36	Of the City of Kamul	508	When they received this injunction, they were greatly grieved, held a council, and did what I will now tell you.				received,were,grieved,held,did,tell	received,were,grieved,held,did,tell	did	were
508	508	1	PART 1	36	Of the City of Kamul	509	They made up a large present, and sent it to Mangou, praying that he would allow them to treat their wives according to the custom handed down to them by their ancestors, who, for this kindness to strangers, had gained the favour of their idols, and their corn and other crops had greatly multiplied.		Mangou		made,sent,praying,allow,treat,according,handed,had,gained,had,multiplied	made,sent,praying,allow,treat,according,handed,had,gained,had,multiplied		
509	509	1	PART 1	36	Of the City of Kamul	510	When he heard this message, he said, Since you are so bent on your own shame, let it be soù.				heard,said,let,be	heard,said,let,be		be
510	510	1	PART 1	36	Of the City of Kamul	511	He allowed them, therefore, to do as they pleased, and hence they have always maintained this custom.				allowed,do,pleased,maintained	allowed,do,pleased,maintained	do	
511	511	1	PART 1	37	Of the Province of Ginghintalas	512	Ginghintalas is a province which is near the desert, between north and south, sixteen days' journey in extent, and subject to the great khan.	Ginghintalas	Khan	Ginghintalas				[]
512	512	1	PART 1	37	Of the Province of Ginghintalas	513	It contains cities, castles, and three descriptions of men, idolaters, adorers  of Mohammed, and Nestorian Christians.		Mohammed					[]
513	513	1	PART 1	37	Of the Province of Ginghintalas	514	On the borders of it, towards the north, is a mountain containing a very abundant vein of copper and antimony.				containing	containing		
514	514	1	PART 1	37	Of the Province of Ginghintalas	515	There is also one from which is made the salamander; 				made	made		
515	515	1	PART 1	37	Of the Province of Ginghintalas	516	but do not suppose this is the animal so called, for no creature can live in fire, because it is compounded of the four elements.				suppose,called,live,compounded	suppose,called,live,compounded		
516	516	1	PART 1	37	Of the Province of Ginghintalas	517	It is only through ignorance that the salamander is called an animal ; 				called	called		
517	517	1	PART 1	37	Of the Province of Ginghintalas	518	and a Turk, named Zurficar, who was very learned, and governor of this province for three years under the great khan, being much employed in working the mines, gave me an account of it.		Zurficar,Khan		named,was,learned,being,employed,working,gave	named,was,learned,being,employed,working,gave		was,being
518	518	1	PART 1	37	Of the Province of Ginghintalas	519	When this ore is taken from the mountain, and is broken, it strings together, and forms a thread like wool.				taken,broken	taken,broken		taken
519	519	1	PART 1	37	Of the Province of Ginghintalas	520	Being then dried, pounded in a large mortar, and washed, there remains that thread of which I have spoken.				Being,dried,pounded,washed,spoken	Being,dried,pounded,washed,spoken		
520	520	1	PART 1	37	Of the Province of Ginghintalas	521	Being then woven like wool, it forms cloth, which is dingy in colour at first, but when placed and left some time in the fire, it becomes white as snow, without dirt or stain.				Being,woven,placed,left,stain	Being,woven,placed,left,stain	woven,left	woven,left
521	521	1	PART 1	37	Of the Province of Ginghintalas	522	This is the truth of the salamander, and every thing else said about itis mere fable.				said	said		
522	522	1	PART 1	37	Of the Province of Ginghintalas	523	I can tell you, too, that at Rome there is a cloth which the great khan sent to the pope as a costly present, and the sudarium of our Lord was placed within it.		Khan	Rome	tell,sent,was,placed	tell,sent,was,placed		was
523	523	1	PART 1	37	Of the Province of Ginghintalas	524	Now let us tell you of other provinces to the south-east and east.				let,tell	let,tell		
524	524	1	PART 1	38	Of the Province of Succiur	525	When you have departed from the province now described, you go ten days in the same direction.	Succiur			departed,described	departed,described	departed	departed
525	525	1	PART 1	38	Of the Province of Succiur	526	In all that way there are few habitations, nor does any thing occur worth mentioning.				mentioning	mentioning		
526	526	1	PART 1	38	Of the Province of Succiur	527	You then find a district called Succiur,with a capital of the same name.			Succiur	called	called		
527	527	1	PART 1	38	Of the Province of Succiur	528	The people are Christians, and idolaters, and under the great khan.		Khan					[]
528	528	1	PART 1	38	Of the Province of Succiur	529	All the three provinces last described belong to the general one named Tangut.			Tangut	described,named	described,named		
529	529	1	PART 1	38	Of the Province of Succiur	530	Through all its mountains, rhubarb is found in great abundance, and the merchants purchase and carry it over the whole world.				found,carry	found,carry	carry	
530	530	1	PART 1	38	Of the Province of Succiur	531	They cannot, however, take this road through the mountains with any animals but those accustomed to the country, because a poisonous plant grows there, which, when eaten, causes the hoofs to drop off ; 				take,accustomed,eaten,drop	take,accustomed,eaten,drop		take,drop
531	531	1	PART 1	38	Of the Province of Succiur	532	but the native cattle, having learned its dangerous quality, carefully avoid it.				having,learned,avoid	having,learned,avoid		
532	532	1	PART 1	38	Of the Province of Succiur	533	They live by the fruits of the earth, but attend little to merchandise.				attend	attend		
533	533	1	PART 1	38	Of the Province of Succiur	534	Now I must tell you of another city.				tell	tell		
534	534	1	PART 1	39	Of the Province of Canpicion	535	Canpicion is a great and noble town, chief and capital of the whole province of Tangut.	Canpicion,Tangut		Canpicion,Tangut				[]
535	535	1	PART 1	39	Of the Province of Canpicion	536	The people are idolaters, and there are some who adore Mohammed, and also Christians who have three large and beautiful churches.		Mohammed					[]
536	536	1	PART 1	39	Of the Province of Canpicion	537	The first have monasteries and abbeys according to their custom, with a very great number of idols, some of which, I assure you, are ten paces high, severally formed of wood, of earth, and of stone, all beautifully covered with gold and ivory.				according,formed,covered	according,formed,covered		
537	537	1	PART 1	39	Of the Province of Canpicion	538	Their priests live more respectably than others, and guard themselves against luxury, though they do not hold it for a very great sin.				hold	hold		
538	538	1	PART 1	39	Of the Province of Canpicion	539	They observe the lunar months like ours, and in one of them do not kill any beast or bird.				kill	kill		
539	539	1	PART 1	39	Of the Province of Canpicion	540	For five days they eat no food that has had life, and live more strictly than usual.				had,live	had,live		
540	540	1	PART 1	39	Of the Province of Canpicion	541	They take sometimes thirty wives, or as many as they have wealth to maintain, and give them a dowry in beasts, slaves, and money ; 				maintain,give	maintain,give		
541	541	1	PART 1	39	Of the Province of Canpicion	542	but the first wife ranks always as the principal.							[]
542	542	1	PART 1	39	Of the Province of Canpicion	543	If any of them do not please him, she may be divorced.				please,be,divorced	please,be,divorced		be
543	543	1	PART 1	39	Of the Province of Canpicion	544	They marry their cousins and even the wives of their father, and do not regard as sins many things which we account great ones ; 				regard	regard		
544	544	1	PART 1	39	Of the Province of Canpicion	545	for they live like beasts : therefore let us leave them and go to the north.				let,leave,go	let,leave,go	leave,go	leave,go
545	545	1	PART 1	39	Of the Province of Canpicion	546	But I must tell you that Messeri Nicolo, Maffio, and Marco, remained in that city a year, on particular business which I need not enter into.		Messeri Nicolo, Maffio,Marco		tell,remained,enter	tell,remained,enter		enter
546	546	1	PART 1	39	Of the Province of Canpicion	547	We shall now go sixty days northwards.				go	go	go	go
547	547	1	PART 1	40	Of the Province of Ezina	548	After riding twelve days, you come to a city named Ezina,which is at the northern extremity of the desert of sand, and still in Tangut.	Ezina,Tangut		Ezina,Tangut	riding,named	riding,named		riding
548	548	1	PART 1	40	Of the Province of Ezina	549	The people, who are idolaters, breed camels and other beasts, and have falcons of different species and of good quality.							[]
549	549	1	PART 1	40	Of the Province of Ezina	550	They live by the fruits of the earth and cattle, and are also employed in merchandise.				employed	employed		
550	550	1	PART 1	40	Of the Province of Ezina	551	In this city, a man lays in provisions for forty days, during which time, travelling from Ezina northwards, there is neither habitation nor inns.			Ezina	travelling	travelling	travelling	travelling
551	551	1	PART 1	40	Of the Province of Ezina	552	But the people, except during summer, remain in the valleys; 							[]
552	552	1	PART 1	40	Of the Province of Ezina	553	and in the mountains they find a number of wild beasts, especially asses: there are also pine-forests.							[]
553	553	1	PART 1	40	Of the Province of Ezina	554	At the end of these forty days they reach a northern province, and you shall hear what it is.				hear	hear		
554	554	1	PART 1	41	Of the City of Karakorum	555	Karakorum is a city three miles in circuit,which was the first that the Tartars took when they issued from their country, and I am to tell you of their actions and manners, how they gained command, and spread themselves over the world.			Karakorum	was,took,issued,tell,gained,spread	was,took,issued,tell,gained,spread	spread	was,took
555	555	1	PART 1	41	Of the City of Karakorum	556	You must know that they dwelt in the north, about Ciorcia, in which region are great plains, and no abode in cities or castles, but good pasturage, large rivers, and abundance of water.			Ciorcia	know	know		
556	556	1	PART 1	41	Of the City of Karakorum	557	They had no lords, yet paid tribute to the great sire, named in their language Unchan, whom we call Prester John, and who is spoken of over all the world.		Unchan,Prester John		had,paid,named,spoken	had,paid,named,spoken		
557	557	1	PART 1	41	Of the City of Karakorum	558	They paid to him one beast out of every ten; 				paid	paid		
558	558	1	PART 1	41	Of the City of Karakorum	559	but they multiplied so greatly, that he became afraid of them, and resolved to separate them into different countries; 				multiplied,became,resolved,separate	multiplied,became,resolved,separate		
559	559	1	PART 1	41	Of the City of Karakorum	560	for which purpose he sent his barons among them.				sent	sent		
560	560	1	PART 1	41	Of the City of Karakorum	561	The Tartars on hearing this were much grieved, and, holding a council, determined to flee through desert countries to the north, where he could not reach nor injure them.				hearing,were,grieved,holding,determined,flee,reach,injure	hearing,were,grieved,holding,determined,flee,reach,injure	reach	were,reach
561	561	1	PART 1	41	Of the City of Karakorum	562	They then ceased to obey or pay tribute to him,and remained thus for a long time.				ceased,obey,pay,remained	ceased,obey,pay,remained		
562	562	1	PART 1	42	On Gengis, the first Khan of the Tartare	563	Now it happened that, about 1187, the Tartars appointed a king, who was named in their language Gengis Khan.	Karakorum	Gengis Khan		happened,appointed,was,named	happened,appointed,was,named		was
563	563	1	PART 1	42	On Gengis, the first Khan of the Tartare	564	He was a man of great worth, sense, and prowess; 				was	was		was
564	564	1	PART 1	42	On Gengis, the first Khan of the Tartare	565	and let me tell you, when he was elected, all the Tartars in the world that were scattered through those strange countries came and owned him as their lord.				let,tell,was,elected,were,scattered,came,owned	let,tell,was,elected,were,scattered,came,owned	came	was,were,came
565	565	1	PART 1	42	On Gengis, the first Khan of the Tartare	566	He maintained his power with great vigour, and the multitudes who ranged under his standard were almost innumerable.				maintained,ranged,were	maintained,ranged,were	ranged	were
566	566	1	PART 1	42	On Gengis, the first Khan of the Tartare	567	When he saw so numerous an army, he went conquering other countries, and made himself master of eight provinces ; 				saw,went,conquering,made	saw,went,conquering,made	saw,went	went
567	567	1	PART 1	42	On Gengis, the first Khan of the Tartare	568	yet he neither injured nor robbed the people of any thing, but placing them under leaders in whom he could confide, led them on to other triumphs.				injured,robbed,placing,confide,led	injured,robbed,placing,confide,led	led	
568	568	1	PART 1	42	On Gengis, the first Khan of the Tartare	569	Thus he overthrew, as you have heard, a multitude of nations ;				overthrew,heard	overthrew,heard		
569	569	1	PART 1	42	On Gengis, the first Khan of the Tartare	570	 and seeing his good command and mildness, they cheerfully followed him, upon which he formed the design of subduing a great part of the world.				seeing,followed,formed,subduing	seeing,followed,formed,subduing	seeing,followed	
570	570	1	PART 1	42	On Gengis, the first Khan of the Tartare	571	In the year 1200, he sent a message to Prester John, asking his daughter to wife.		Prester John		sent,asking	sent,asking		
571	571	1	PART 1	42	On Gengis, the first Khan of the Tartare	572	Hereupon that monarch was very indignant, and said,-What impudence is this in Gengis Khan?		Gengis Khan		was	was		was
572	572	1	PART 1	42	On Gengis, the first Khan of the Tartare	573	Knows he not that he is my man and my vassal?							[]
573	573	1	PART 1	42	On Gengis, the first Khan of the Tartare	574	Return, and tell him that I would burn my daughter sooner than give her to him, and that he deserves to be put to death as a traitor and disloyal to his lord.				tell,burn,give,be,put	tell,burn,give,be,put		be
574	574	1	PART 1	42	On Gengis, the first Khan of the Tartare	575	He then desired the messengers to depart forth with, and never return.				desired,depart	desired,depart	depart	depart
575	575	1	PART 1	42	On Gengis, the first Khan of the Tartare	576	They presently went away, and coming to their master, told him in order all that the other had said.				went,coming,told,had,said	went,coming,told,had,said	went,coming	went,coming
576	576	1	PART 1	43	His Battle with Prester John, and Victory over him	577	When Gengis Khan heard this boastful speech, his heart swelled, so that it almost burst within him ; 	Karakorum	Gengis Khan		heard,swelled	heard,swelled		
577	577	1	PART 1	43	His Battle with Prester John, and Victory over him	578	for you must know he was a man of very great pride.				know,was	know,was		was
578	578	1	PART 1	43	His Battle with Prester John, and Victory over him	579	He then said to his minister, and to all about him, that he would not continue to hold the sovereignty, unless Prester John were made to pay more dearly for this villany than ever man did, and he must soon be made to see whether he was his vassal.		Prester John		said,continue,hold,were,made,pay,did,be,made,see,was	said,continue,hold,were,made,pay,did,be,made,see,was	continue,did,see	were,be,was
579	579	1	PART 1	43	His Battle with Prester John, and Victory over him	580	Then he summoned round him the greatest army that ever was seen or heard of, and sent notice to Unchan that he must defend himself, as he was coming against him.		Unchan		summoned,was,seen,heard,sent,defend,was,coming	summoned,was,seen,heard,sent,defend,was,coming	seen,coming	was,was,coming
580	580	1	PART 1	43	His Battle with Prester John, and Victory over him	581	When that prince knew certainly the approach of Gengis with so great a force, he made light of it, saying, they were not men-at-arms ; 		Gengis		knew,made,saying,were	knew,made,saying,were		were
581	581	1	PART 1	43	His Battle with Prester John, and Victory over him	582	yet resolved that should he approach, he would do all in his power to take and put him to death.				resolved,approach,do,take,put	resolved,approach,do,take,put	do	take
582	582	1	PART 1	43	His Battle with Prester John, and Victory over him	583	He then ordered all his people to be prepared and summoned from many and strange parts,and a greater host and of more formidable aspect was never seen.				ordered,be,prepared,summoned,was,seen	ordered,be,prepared,summoned,was,seen	seen	be,was
583	583	1	PART 1	43	His Battle with Prester John, and Victory over him	584	And why make a long story?				make	make		
584	584	1	PART 1	43	His Battle with Prester John, and Victory over him	585	The khan, with all his people, came to a great and beautiful plain, named Tenduc, in Prester John's country, where he pitched his camp, and rejoiced greatly to hear that his enemy was coming, because it was an excellent situation for giving battle.		Khan,Prester John	Tenduc	came,named,pitched,rejoiced,hear,was,coming,was,giving	came,named,pitched,rejoiced,hear,was,coming,was,giving	came,coming	came,was,coming,was
585	585	1	PART 1	43	His Battle with Prester John, and Victory over him	586	He sent for his astrologers, who were Christian and Saracen, and required to know which would conquer in that battle, he or his antagonist.				sent,were,required,know,conquer	sent,were,required,know,conquer		were
586	586	1	PART 1	43	His Battle with Prester John, and Victory over him	587	The latter could tell nothing of the truth ; 				tell	tell		
587	587	1	PART 1	43	His Battle with Prester John, and Victory over him	588	but the former showed it openly; 				showed	showed		
588	588	1	PART 1	43	His Battle with Prester John, and Victory over him	589	for they brought before him a cane, cut in the middle, and placed the two parts on different sides, and wrote the name of Gengis on one, and of Unchan on the other, telling him, that when they had made their enchantment, he whose cane should come above that of the other would conquer in battle.		Gengis,Unchan		brought,placed,wrote,telling,had,made,come,conquer	brought,placed,wrote,telling,had,made,come,conquer	come	come
589	589	1	PART 1	43	His Battle with Prester John, and Victory over him	590	He desired that this should be shown to him as soon as possible.				desired,be,shown	desired,be,shown		be
590	590	1	PART 1	43	His Battle with Prester John, and Victory over him	591	Then they took up the Psaltery, read certain portions, and performed their enchantment, when presently the cane on which was the name of Gengis, without any one touching it, joined the other, and mounted above it, and this was witnessed by all present.		Gengis		took,read,performed,was,touching,joined,mounted,was,witnessed	took,read,performed,was,touching,joined,mounted,was,witnessed		took,was,was
591	591	1	PART 1	43	His Battle with Prester John, and Victory over him	592	When he saw this, he was greatly rejoiced, and seeing that the Christians were men of truth, held them always in great honour.				saw,was,rejoiced,seeing,were,held	saw,was,rejoiced,seeing,were,held	saw,seeing	was,were
592	592	1	PART 1	43	His Battle with Prester John, and Victory over him	593	Two days after, the armies engaged, and it was the greatest battle that ever was fought.				engaged,was,was,fought	engaged,was,was,fought		was,was
593	593	1	PART 1	43	His Battle with Prester John, and Victory over him	594	The slaughter was terrible on both sides; 				was	was		was
594	594	1	PART 1	43	His Battle with Prester John, and Victory over him	595	but at length Gengis conquered, his enemy was slain in the engagement, and he himself became master of all his land.		Gengis		conquered,was,slain,became	conquered,was,slain,became		was
595	595	1	PART 1	43	His Battle with Prester John, and Victory over him	596	From that day he went on conquering many castles and provinces, and reigned six years ; 				went,conquering,reigned	went,conquering,reigned	went	went
596	596	1	PART 1	43	His Battle with Prester John, and Victory over him	597	but, at the end of that time, he besieged a fort, named Cangui, where he was wounded in the knee by an arrow, and died.			Cangui	besieged,named,was,wounded,died	besieged,named,was,wounded,died	wounded	was
597	597	1	PART 1	43	His Battle with Prester John, and Victory over him	598	This was a great misfortune, for he was a brave and wise man.				was,was,brave	was,was,brave		was,was
598	598	1	PART 1	44	On the Khans who reigned after the Death of Gengis	599	After the death of Gengis, the next khan was Cui, the third Bacui, the fourth Alton, the fifth Mangou, the sixth Kublai,who is greater and more powerful than all the rest; 	Karakorum	Gengis,Cui,Bacui,Alton,Mangou,Kublai		was	was		was
599	599	1	PART 1	44	On the Khans who reigned after the Death of Gengis	600	for the other five together had not so much power as this Kublai ; 		Kublai		had	had		
600	600	1	PART 1	44	On the Khans who reigned after the Death of Gengis	601	nay, let me tell you, that all the emperors in the world, and all the Christian and Saracen kings, do not equal him, as is shown fully in our book.				let,tell,shown	let,tell,shown		
601	601	1	PART 1	44	On the Khans who reigned after the Death of Gengis	602	Now you must know that the great lords of the lineage of Gengis Khan are buried in a lofty mountain called Altai, and whenever the chief lords of the Tartars die, if it should be a hundred days' journey distant, they must be conveyed thither to be interred.		Gengis Khan	Altai	know,buried,called,die,be,be,conveyed,be,interred	know,buried,called,die,be,be,conveyed,be,interred		be,be,be
602	602	1	PART 1	44	On the Khans who reigned after the Death of Gengis	603	I will tell you another striking wonder ; 				tell	tell		
603	603	1	PART 1	44	On the Khans who reigned after the Death of Gengis	604	that when the bodies of the khans are carried to these mountains, the conductors put to the sword all the men whom they meet on the road, saying, Go and serve the great lord in the other world ;				carried,saying,Go,serve	carried,saying,Go,serve	carried,Go	
604	604	1	PART 1	44	On the Khans who reigned after the Death of Gengis	605	and they do the same to the horses, killing also for that purpose the best he has, You must know that when Mangou died, more than 20,000 men were slain, who had been met on the road when his body was removed to be buried.		Mangou		killing,know,died,were,slain,had,been,met,was,removed,be,buried	killing,know,died,were,slain,had,been,met,was,removed,be,buried		were,been,was,be
605	605	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	606	Now since I have begun speaking of the Tartars, I will tell you many things about them.	Karakorum			begun,tell	begun,tell		
606	606	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	607	They abide during winter in plains and warm situations, where there is abundant herbage for their cattle; 							[]
607	607	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	608	and in summer they retire to cool places on mountains and high valleys, where water abounds.				cool	cool		
608	608	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	609	They have wooden houses covered with felt, of a round shape, which they convey with them wherever they go; 				covered,felt	covered,felt		
609	609	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	610	for they have them so well bound with twigs as to be easily carried.				bound,be,carried	bound,be,carried	carried	be
610	610	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	611	Whenever they take down and set up a house, the gate is always placed to the south.				set,placed	set,placed		
611	611	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	612	They have waggons so well covered with black felt, that if it should rain the whole day, no water would reach any thing within ; 				covered,felt,rain,reach	covered,felt,rain,reach	reach	reach
612	612	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	613	and they are drawn by oxen and camels.				drawn	drawn	drawn	
613	613	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	614	On the top they place their wives and children ; 							[]
614	614	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	615	and I must tell you that the ladies buy, sell, and perform all the work necessary for their husbands, who do nothing but hunt, hawk, and go to war.				tell,perform,go	tell,perform,go	go	go
615	615	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	616	They live on flesh, milk, and the produce of hunting, and likewise on rats of Pharaoh, which are found here in great numbers.				found	found		
616	616	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	617	They eat also the flesh of camels, dogs, and indeed of every kind of animal, and drink mare's milk.							[]
617	617	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	618	They shun the seduction of married females, as a most vile and shameful thing; 							[]
618	618	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	619	and the wives are very faithful, performing extremely well the business of the household.				performing	performing		
619	619	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	620	Every man may take as many as he pleases, even to a hundred, if he can maintain them ; 				take,maintain	take,maintain		take
620	620	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	621	yet they hold the first as the principal and most respectable.							[]
621	621	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	622	They scruple not to marry their cousins, and if the father dies, the eldest son may take all his wives, except his own mother ; 				marry,take	marry,take		take
622	622	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	623	he marries also the widow of his deceased brother.							[]
623	623	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	624	They celebrate their marriages by great festivals.							[]
624	624	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	625	The Tartars, who believe in a deity of a sublime and heavenly nature, burn incense in censers to him, and pray that he may preserve them in health of mind and body.				pray,preserve	pray,preserve		
625	625	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	626	They have also one called Nacygai, whom they call their earthly god, who guards their children, cattle, and corn. 		Nacygai		called	called		
626	626	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	627	They fashion him of felt and cloth, keep him in their house, and pay him great honour and reverence.				felt,keep,pay	felt,keep,pay		
627	627	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	628	They make for him also a wife and children of cloth, placing the first on his left hand, and the latter in front.				placing	placing		
628	628	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	629	Before eating, they take the fat meat and anoint his mouth with it; then lay bread before the door of his chamber.				anoint,lay	anoint,lay		
629	629	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	630	Having done this, they say that their god and his family have had their share, and sit down to their own meals.				Having,done,had,sit	Having,done,had,sit	done,sit	
630	630	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	631	 I told you that they drink mare's milk, but it is in such a manner that it seems white wine, being of an agreeable taste, and called chemius.				told,being,called	told,being,called		being
631	631	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	632	The wealthy wear rich robes of gold and silk, with varied furs of the ermine, sable, and fox.							[]
632	632	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	633	Their harness is beautiful and of great value; 							[]
633	633	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	634	their arms are bows, swords, and clubs ; 							[]
634	634	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	635	but the first is more used than the others, because they are excellent archers.							[]
635	635	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	636	On their back they wear armour of buffalo and other very strong hides.							[]
636	636	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	637	I will tell you the manner in which they maintain justice.				tell	tell		
637	637	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	638	If a man has stolen an article of little value, they give him seven lashes, or seventeen, or twentyseven, going on thus always to three hundred and seven, and many die under them.				stolen,going	stolen,going	going	going
638	638	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	639	If he steals a horse or any thing else for which he deserves to die, he is cut through the middle with a sword; 				die,cut	die,cut	cut	
639	639	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	640	yet if he can pay nine times the value of what he has stolen, he is allowed to live.				pay,stolen,allowed,live	pay,stolen,allowed,live		
640	640	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	641	Every lord or other man, who owns oxen or any cattle, makes them be marked with his seal, and then allows them to feed on the plains or among the mountains ; 				be,marked,feed	be,marked,feed		be
641	641	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	642	and whoever finds one straying brings it to him whose mark is upon it.				straying	straying	straying	
642	642	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	643	The sheep and lambs, however, are guarded by a shepherd.				guarded	guarded		
643	643	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	644	Their cattle are all remarkably large, fat, and beautiful.							[]
644	644	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	645	They have another wonderful custom which I had forgot; 				had,forgot	had,forgot		
645	645	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	646	for when two men have one a son, the other a daughter, dead at the age of four, they marry them together, and represent the union by cards, which they set on fire, and when they see the flame and smoke ascending, they make great shouts and run backward and forward, saying that the dead are going to their children in the other world, and are to be husband and wife there.				ascending,run,saying,going,be	ascending,run,saying,going,be	ascending,run,going	ascending,run,going,be
646	646	1	PART 1	45	On the Religion, Customs, and Manners of the Tartars	647	They do more, for they paint on cards the similitudes of men, horses, cloths, bezants, and harness, then burn them, and say that all these things will be possessed by their children in the other world.				be,possessed	be,possessed		be
647	647	1	PART 1	46	On their Wars, and the Order of their Armies	648	The Tartars are good men-at-arms in battle, capable of much endurance; 	Karakorum						[]
648	648	1	PART 1	46	On their Wars, and the Order of their Armies	649	and they can go through more warlike toil than other men.				go	go	go	go
649	649	1	PART 1	46	On their Wars, and the Order of their Armies	650	Often, when necessary, one of them will remain a month without any food, except the milk of a mare and the flesh of animals killed by him in hunting, his horse feeding on the grass, without his needing to bring barley or straw.				remain,killed,feeding,needing,bring	remain,killed,feeding,needing,bring		
650	650	1	PART 1	46	On their Wars, and the Order of their Armies	651	He is very obedient to his master, and when necessary will remain the whole night armed on horseback.				remain,armed	remain,armed		
651	651	1	PART 1	46	On their Wars, and the Order of their Armies	652	They are the men in the world most capable of enduring fatigue and trouble, subsisting at the least expense, and best fitted for conquering lands and kingdoms.				enduring,subsisting,fitted,conquering	enduring,subsisting,fitted,conquering		
652	652	1	PART 1	46	On their Wars, and the Order of their Armies	653	They arrange their armies in the following manner.				following	following	following	
653	653	1	PART 1	46	On their Wars, and the Order of their Armies	654	When a Tartar lord goes to war, he has with him 100,000 men.							[]
654	654	1	PART 1	46	On their Wars, and the Order of their Armies	655	He places a chief over every ten, every hundred, every thousand, every ten thousand, so that each officer, even the commander of the hundred thousand, has to deal only with ten persons;				deal	deal		
655	655	1	PART 1	46	On their Wars, and the Order of their Armies	656	for he gives his orders to the chiefs of ten thousand, they to those of one thousand, they to those of a hundred ; 							[]
656	656	1	PART 1	46	On their Wars, and the Order of their Armies	657	and thus every man answers to his captain.							[]
657	657	1	PART 1	46	On their Wars, and the Order of their Armies	658	The hundred thousand is called a tut, and ten thousand a toman.				called	called		
658	658	1	PART 1	46	On their Wars, and the Order of their Armies	659	When the armies are marching through plains and mountains, they send 200 men two days in advance, also behind and on each side, so that they cannot he attacked by surprise.				marching,attacked	marching,attacked		
659	659	1	PART 1	46	On their Wars, and the Order of their Armies	660	And when they are marching a long way they carry no baggage, but merely two large leathern bags, in which they put their milk, and a little earthen pot for cooking their victuals.				marching,cooking	marching,cooking		
660	660	1	PART 1	46	On their Wars, and the Order of their Armies	661	They take a small tent, under which they remain during rain.							[]
661	661	1	PART 1	46	On their Wars, and the Order of their Armies	662	And I tell you also, that when necessary they ride full ten days without food, and without lighting a fire; 				lighting	lighting		lighting
662	662	1	PART 1	46	On their Wars, and the Order of their Armies	663	but piercing a vein of their horse, they drink his blood.				piercing	piercing		
